Suburb,Type,Price,Date,Distance,Bedroom,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Buildingage,Pricepermeterland,Pricepermeterbuilding,Priceperbedroom,Priceperdistance,Priceperage,Uppercase,,Pricelandratio,
Elwood,u,435000,8/07/2017,7.2,3,2,1,0,138,1970,Hobsons Bay City Council,-37.8352,144.8661,Western Metropolitan,5498,51, ,5797.101449,266666.6667,95238.09524,8529.411765,ELWOOD,,,
Elwood,u,350000,8/07/2017,7.2,1,1,0,0,41,1970,Darebin City Council,-37.7827,144.9999,Northern Metropolitan,11364,51, ,9390.243902,385000,70000,6862.745098,ELWOOD,,,
Essendon,h,1398000,8/07/2017,7.5,2,1,1,168,93,1970,Darebin City Council,-37.7167,145.0001,Northern Metropolitan,21650,51,2922.619048,5279.569892,245500,43839.28571,27411.76471,ESSENDON,,,
Ferntree Gully,t,664000,8/07/2017,24.8,2,1,1,0,,1970,Melbourne City Council,-37.8406,145.0033,Southern Metropolitan,14887,51, , ,300500,182121.2121,13019.60784,FERNTREE GULLY,,,
Fitzroy,u,790000,8/07/2017,2.1,3,2,1,962,142,1970,Manningham City Council,-37.7644,145.112,Eastern Metropolitan,5420,51,1092.515593,7401.408451,350333.3333,76159.42029,15490.19608,FITZROY,,,
Fitzroy,u,830000,8/07/2017,2.1,1,1,1,0,40,1970,Darebin City Council,-37.7544,145.0092,Northern Metropolitan,8870,51, ,9125,365000,56153.84615,16274.5098,FITZROY,,,
Fitzroy,u,456000,8/07/2017,2.1,1,1,1,0,,1970,Port Phillip City Council,-37.8574,145,Southern Metropolitan,4380,51, , ,372000,72941.17647,8941.176471,FITZROY,,,
Glen Waverley,h,1070000,8/07/2017,16.7,2,1,1,0,56,1970,Glen Eira City Council,-37.8881,145.0558,Southern Metropolitan,7822,51, ,8303.571429,232500,40789.47368,20980.39216,GLEN WAVERLEY,,,
Glenroy,h,700000,8/07/2017,11.2,2,1,2,229,92,1970,Darebin City Council,-37.71,145.0082,Northern Metropolitan,21650,51,2423.580786,6032.608696,277500,49553.57143,13725.4902,GLENROY,,,
Glenroy,t,400000,8/07/2017,11.2,2,1,1,74,,1970,Brimbank City Council,-37.7836,144.8256,Western Metropolitan,2185,51,4054.054054, ,150000,21582.73381,7843.137255,GLENROY,,,
Glenroy,h,675000,8/07/2017,11.2,1,1,0,0,34,1970,Port Phillip City Council,-37.8421,144.9517,Southern Metropolitan,3280,51, ,13014.70588,442500,134090.9091,13235.29412,GLENROY,,,
Glenroy,t,656000,8/07/2017,11.2,2,1,1,2471,80,1970,Stonnington City Council,-37.8573,145.0186,Southern Metropolitan,4836,51,287.3330635,8875,355000,112698.4127,12862.7451,GLENROY,,,
Hadfield,h,735000,8/07/2017,11.2,2,1,1,0,88,1970,Stonnington City Council,-37.8593,145.0156,Southern Metropolitan,4836,51, ,6795.454545,299000,94920.63492,14411.76471,HADFIELD,,,
Hadfield,t,595000,8/07/2017,11.2,1,1,1,0,99,1970,Glen Eira City Council,-37.9315,145.0619,Southern Metropolitan,10969,51, ,3838.383838,380000,27338.1295,11666.66667,HADFIELD,,,
Hampton,u,580000,8/07/2017,13.8,4,1,2,684,196,1970,Glen Eira City Council,-37.9147,145.0751,Southern Metropolitan,10969,51,2002.923977,6989.795918,342500,98561.15108,11372.54902,HAMPTON,,,
Hampton East,t,771000,8/07/2017,13.8,1,1,1,0,45,1970,Moreland City Council,-37.7586,144.9433,Northern Metropolitan,7082,51, ,5600,252000,42711.86441,15117.64706,HAMPTON EAST,,,
Highett,h,1820000,8/07/2017,16,2,1,1,132,,1970,Glen Eira City Council,-37.8959,145.06,Southern Metropolitan,7822,51,4553.030303, ,300500,52719.29825,35686.27451,HIGHETT,,,
Hughesdale,h,1475000,8/07/2017,12.3,2,1,1,967,72,1970,Glen Eira City Council,-37.8843,145.0531,Southern Metropolitan,7822,51,418.8210962,5625,202500,35526.31579,28921.56863,HUGHESDALE,,,
Keilor,h,635000,8/07/2017,14.5,4,3,2,650,261,1970,Manningham City Council,-37.7785,145.1212,Eastern Metropolitan,9028,51,2155.384615,5367.816092,350250,100791.3669,12450.98039,KEILOR,,,
Keilor Downs,h,620000,8/07/2017,15.5,1,1,1,0,37,1970,Port Phillip City Council,-37.8839,144.9903,Southern Metropolitan,8989,51, ,9378.378378,347000,45064.93506,12156.86275,KEILOR DOWNS,,,
Keilor East,h,1005000,8/07/2017,11.7,2,1,1,882,74,1970,Maribyrnong City Council,-37.7899,144.893,Western Metropolitan,7570,51,357.1428571,4256.756757,157500,49218.75,19705.88235,KEILOR EAST,,,
Keilor Park,h,700000,8/07/2017,10.4,3,2,1,310,114,1970,Stonnington City Council,-37.8733,145.0883,Southern Metropolitan,8801,51,3096.774194,8421.052632,320000,85714.28571,13725.4902,KEILOR PARK,,,
Keilor Park,h,635000,8/07/2017,10.4,2,1,1,0,68,1970,Maribyrnong City Council,-37.7678,144.8899,Western Metropolitan,4918,51, ,6176.470588,210000,48275.86207,12450.98039,KEILOR PARK,,,
Kensington,u,390000,8/07/2017,3.4,2,1,1,0,70,1970,Melbourne City Council,-37.837,144.9907,Southern Metropolitan,14887,51, ,9721.428571,340250,206212.1212,7647.058824,KENSINGTON,,,
Kilsyth,h,811000,8/07/2017,26,2,1,1,128,,1970,Darebin City Council,-37.715,145.043,Northern Metropolitan,1414,51,2968.75, ,190000,30645.16129,15901.96078,KILSYTH,,,
Maidstone,t,650000,8/07/2017,6.4,2,1,1,0,69,1970,Glen Eira City Council,-37.903,145.0452,Southern Metropolitan,3578,51, ,6231.884058,215000,36440.67797,12745.09804,MAIDSTONE,,,
Maidstone,u,435000,8/07/2017,6.4,1,1,1,628,44,1970,Maribyrnong City Council,-37.7993,144.8794,Western Metropolitan,5058,51,458.5987261,6545.454545,288000,35121.95122,8529.411765,MAIDSTONE,,,
Malvern,u,338000,8/07/2017,5.9,3,2,7,420,150,1970,Brimbank City Council,-37.7848,144.8231,Western Metropolitan,2185,51,1333.333333,3733.333333,186666.6667,40287.76978,6627.45098,MALVERN,,,
Maribyrnong,h,1340000,8/07/2017,4.3,3,1,3,743,,1970,Brimbank City Council,-37.7817,144.8159,Western Metropolitan,2185,51,1064.602961, ,263666.6667,56906.47482,26274.5098,MARIBYRNONG,,,
Mitcham,h,480000,8/07/2017,17.2,2,1,1,0,78,1970,Glen Eira City Council,-37.8866,145.0396,Southern Metropolitan,2403,51, ,9102.564103,355000,68269.23077,9411.764706,MITCHAM,,,
Moonee Ponds,h,1270000,8/07/2017,6.2,2,1,1,423,62,1970,Moonee Valley City Council,-37.7736,144.9015,Western Metropolitan,6567,51,1158.392435,7903.225806,245000,83050.84746,24901.96078,MOONEE PONDS,,,
Mount Waverley,h,1850000,8/07/2017,14.2,2,1,1,564,60,1970,Moreland City Council,-37.7665,144.9425,Northern Metropolitan,7082,51,835.106383,7850,235500,79830.50847,36274.5098,MOUNT WAVERLEY,,,
Murrumbeena,h,1820000,8/07/2017,10.1,2,1,1,0,69,1970,Glen Eira City Council,-37.8912,145.0644,Southern Metropolitan,7822,51, ,7391.304348,255000,44736.84211,35686.27451,MURRUMBEENA,,,
North Melbourne,u,785000,8/07/2017,1.8,1,1,1,60,48,1970,Glen Eira City Council,-37.8965,145.0618,Southern Metropolitan,7822,51,5766.666667,7208.333333,346000,30350.87719,15392.15686,NORTH MELBOURNE,,,
Nunawading,u,676000,8/07/2017,15.4,2,1,1,898,,1970,Glen Eira City Council,-37.9003,145.0634,Southern Metropolitan,7822,51,652.5612472, ,293000,51403.50877,13254.90196,NUNAWADING,,,
Nunawading,h,1002000,8/07/2017,15.4,3,2,2,819,173,1970,Manningham City Council,-37.781,145.1036,Eastern Metropolitan,9028,51,1373.626374,6502.890173,375000,80935.2518,19647.05882,NUNAWADING,,,
Nunawading,t,1175000,8/07/2017,15.4,2,1,1,0,63,1970,Melbourne City Council,-37.7833,144.9255,Northern Metropolitan,3593,51, ,6746.031746,212500,96590.90909,23039.21569,NUNAWADING,,,
Oakleigh,h,1365000,8/07/2017,12.3,1,1,1,0,,1970,Melbourne City Council,-37.7839,144.9347,Northern Metropolitan,3593,51, , ,280000,63636.36364,26764.70588,OAKLEIGH,,,
Oakleigh East,h,875000,8/07/2017,12.3,1,1,1,0,52,1970,Maribyrnong City Council,-37.7907,144.8924,Western Metropolitan,7570,51, ,4365.384615,227000,35468.75,17156.86275,OAKLEIGH EAST,,,
Ormond,u,327000,8/07/2017,11.4,2,1,2,196,109,1970,Stonnington City Council,-37.8796,145.0876,Southern Metropolitan,8801,51,4030.612245,7247.706422,395000,70535.71429,6411.764706,ORMOND,,,
Ormond,h,1900000,8/07/2017,11.4,2,1,1,0,64,1970,Melbourne City Council,-37.7936,144.9426,Northern Metropolitan,6821,51, ,11343.75,363000,315652.1739,37254.90196,ORMOND,,,
Pascoe Vale,h,1210000,8/07/2017,8.5,2,1,1,534,,1970,Yarra City Council,-37.8123,145.0081,Northern Metropolitan,14949,51,897.0037453, ,239500,184230.7692,23725.4902,PASCOE VALE,,,
Prahran,u,1003000,8/07/2017,4.6,2,1,1,0,62,1970,Yarra City Council,-37.8258,145.0057,Northern Metropolitan,14949,51, ,7725.806452,239500,184230.7692,19666.66667,PRAHRAN,,,
Reservoir,h,925000,8/07/2017,12,2,1,1,0,64,1970,Melbourne City Council,-37.8374,144.9918,Southern Metropolitan,14887,51, ,8359.375,267500,162121.2121,18137.2549,RESERVOIR,,,
Reservoir,h,351000,8/07/2017,12,2,1,1,0,74,1970,Port Phillip City Council,-37.8616,144.9907,Southern Metropolitan,13240,51, ,6689.189189,247500,81147.54098,6882.352941,RESERVOIR,,,
Reservoir,h,690000,8/07/2017,12,2,1,0,697,94,1970,Brimbank City Council,-37.7778,144.818,Western Metropolitan,2185,51,1047.345768,7765.957447,365000,52517.98561,13529.41176,RESERVOIR,,,
Richmond,u,630000,8/07/2017,2.4,3,2,2,544,135,1970,Maribyrnong City Council,-37.7815,144.855,Western Metropolitan,3589,51,1341.911765,5407.407407,243333.3333,67592.59259,12352.94118,RICHMOND,,,
Ringwood,h,1725000,8/07/2017,19.9,1,1,1,861,,1970,Melbourne City Council,-37.7851,144.9723,Northern Metropolitan,3106,51,543.554007, ,468000,146250,33823.52941,RINGWOOD,,,
Ringwood,h,633000,8/07/2017,19.9,1,1,1,0,53,1970,Stonnington City Council,-37.8531,145.0115,Southern Metropolitan,4836,51, ,8301.886792,440000,69841.26984,12411.76471,RINGWOOD,,,
Ringwood East,h,1090000,8/07/2017,21.3,2,1,1,153,80,1970,Monash City Council,-37.8696,145.0962,Southern Metropolitan,2894,51,3921.568627,7500,300000,49180.32787,21372.54902,RINGWOOD EAST,,,
Rowville,h,936000,8/07/2017,23.5,2,1,1,0,57,1970,Moreland City Council,-37.7778,144.9594,Northern Metropolitan,11918,51, ,10543.85965,300500,115576.9231,18352.94118,ROWVILLE,,,
Rowville,h,860000,8/07/2017,23.5,2,1,1,0,62,1970,Moreland City Council,-37.7688,144.9421,Northern Metropolitan,7082,51, ,6209.677419,192500,65254.23729,16862.7451,ROWVILLE,,,
Sandringham,h,850000,8/07/2017,15.2,3,2,0,84,148,1970,Melbourne City Council,-37.7879,144.9736,Northern Metropolitan,3106,51,24404.7619,13851.35135,683333.3333,640625,16666.66667,SANDRINGHAM,,,
Seabrook,h,640000,8/07/2017,15.5,3,1,2,620,88,1970,Monash City Council,-37.8812,145.105,Southern Metropolitan,3582,51,2098.387097,14784.09091,433666.6667,95661.76471,12549.01961,SEABROOK,,,
South Melbourne,h,1720000,8/07/2017,1.9,2,1,1,168,,1970,Darebin City Council,-37.73,144.9629,Northern Metropolitan,3445,51,3169.642857, ,266250,57880.43478,33725.4902,SOUTH MELBOURNE,,,
South Yarra,u,600000,8/07/2017,2.7,3,1,2,651,119,1970,Manningham City Council,-37.7827,145.1051,Eastern Metropolitan,9028,51,1996.927803,10924.36975,433333.3333,93525.17986,11764.70588,SOUTH YARRA,,,
South Yarra,u,762500,8/07/2017,2.7,1,1,1,1547,,1970,Port Phillip City Council,-37.8749,144.9903,Southern Metropolitan,8989,51,238.5261797, ,369000,47922.07792,14950.98039,SOUTH YARRA,,,
South Yarra,h,1855500,8/07/2017,2.7,2,1,1,1658,68,1970,Darebin City Council,-37.7781,145.0157,Northern Metropolitan,2970,51,307.5995175,7500,255000,87931.03448,36382.35294,SOUTH YARRA,,,
Spotswood,h,802000,8/07/2017,6.2,2,2,1,225,118,1970,Bayside City Council,-37.9442,145.0018,Southern Metropolitan,5454,51,3891.111111,7419.491525,437750,63905.10949,15725.4902,SPOTSWOOD,,,
St Albans,h,631000,8/07/2017,14,2,1,2,0,,1970,Stonnington City Council,-37.8592,145.0054,Southern Metropolitan,7717,51, , ,240000,106666.6667,12372.54902,ST ALBANS,,,
St Albans,h,582000,8/07/2017,14,3,1,2,159,97,1970,Darebin City Council,-37.7277,145.0248,Northern Metropolitan,21650,51,2955.974843,4845.360825,156666.6667,41964.28571,11411.76471,ST ALBANS,,,
St Kilda,u,468000,8/07/2017,5,3,2,2,456,137,1970,Darebin City Council,-37.7061,145.0308,Northern Metropolitan,21650,51,1436.403509,4781.021898,218333.3333,58482.14286,9176.470588,ST KILDA,,,
St Kilda,u,470000,8/07/2017,5,1,1,0,0,47,1970,Melbourne City Council,-37.8437,144.9904,Southern Metropolitan,14887,51, ,6808.510638,320000,96969.69697,9215.686275,ST KILDA,,,
Strathmore,h,1140000,8/07/2017,8.2,1,1,1,0,49,1970,Port Phillip City Council,-37.8716,144.9828,Southern Metropolitan,13240,51, ,24693.87755,1210000,198360.6557,22352.94118,STRATHMORE,,,
Strathmore,u,750000,8/07/2017,8.2,3,1,3,612,,1970,Brimbank City Council,-37.7916,144.82,Western Metropolitan,6763,51,1062.091503, ,216666.6667,48148.14815,14705.88235,STRATHMORE,,,
Sunshine,h,830500,8/07/2017,10.5,2,1,1,0,52,1970,Darebin City Council,-37.7526,145.0023,Northern Metropolitan,8870,51, ,8653.846154,225000,69230.76923,16284.31373,SUNSHINE,,,
Sunshine West,h,551000,8/07/2017,10.5,2,1,1,622,,1970,Moonee Valley City Council,-37.7557,144.8966,Western Metropolitan,1543,51,610.9324759, ,190000,41758.24176,10803.92157,SUNSHINE WEST,,,
Sunshine West,h,450000,8/07/2017,10.5,2,1,1,0,,1970,Moreland City Council,-37.7689,144.978,Northern Metropolitan,5533,51, , ,195000,86666.66667,8823.529412,SUNSHINE WEST,,,
Templestowe,h,1635000,8/07/2017,15.5,1,1,1,0,36,1970,Maribyrnong City Council,-37.81,144.8786,Western Metropolitan,1808,51, ,5833.333333,210000,26923.07692,32058.82353,TEMPLESTOWE,,,
Templestowe Lower,h,1138000,8/07/2017,12.4,2,1,1,78,59,1970,Monash City Council,-37.8677,145.0981,Southern Metropolitan,2894,51,10538.46154,13932.20339,411000,67377.04918,22313.72549,TEMPLESTOWE LOWER,,,
The Basin,h,477000,8/07/2017,27,3,2,4,0,145,1970,Bayside City Council,-37.928,145.0002,Southern Metropolitan,10579,51, ,14482.75862,700000,187500,9352.941176,THE BASIN,,,
Thornbury,u,415000,8/07/2017,7,2,1,1,638,48,1970,Moreland City Council,-37.762,144.9647,Northern Metropolitan,11918,51,501.5673981,6666.666667,160000,61538.46154,8137.254902,THORNBURY,,,
Thornbury,h,905000,8/07/2017,7,3,2,3,709,143,1970,Manningham City Council,-37.7612,145.0968,Eastern Metropolitan,4480,51,1551.480959,7692.307692,366666.6667,93220.33898,17745.09804,THORNBURY,,,
Toorak,u,577000,8/07/2017,4.1,4,2,2,872,185,1970,Manningham City Council,-37.7906,145.1138,Eastern Metropolitan,9028,51,1490.825688,7027.027027,325000,93525.17986,11313.72549,TOORAK,,,
Tullamarine,h,895000,8/07/2017,12.9,2,1,1,0,74,1970,Glen Eira City Council,-37.9023,145.0461,Southern Metropolitan,3578,51, ,5912.162162,218750,37076.27119,17549.01961,TULLAMARINE,,,
Tullamarine,h,586000,8/07/2017,12.9,4,1,1,593,131,1970,Moreland City Council,-37.7278,144.9463,Northern Metropolitan,7485,51,1349.072513,6106.870229,200000,80808.08081,11490.19608,TULLAMARINE,,,
Wantirna South,u,570000,8/07/2017,14.7,4,3,3,697,213,1970,Darebin City Council,-37.701,144.9993,Northern Metropolitan,21650,51,1104.734577,3615.023474,192500,68750,11176.47059,WANTIRNA SOUTH,,,
Wantirna South,h,778000,8/07/2017,14.7,1,1,1,0,42,1970,Port Phillip City Council,-37.8344,144.9581,Southern Metropolitan,5943,51, ,10952.38095,460000,219047.619,15254.90196,WANTIRNA SOUTH,,,
Wantirna South,h,1055000,8/07/2017,14.7,2,1,1,0,,1970,Melbourne City Council,-37.8452,145.0001,Southern Metropolitan,14887,51, , ,249500,151212.1212,20686.27451,WANTIRNA SOUTH,,,
West Melbourne,u,670000,8/07/2017,3.1,2,1,0,5467,73,1970,Melbourne City Council,-37.8406,145.0035,Southern Metropolitan,14887,51,88.7141028,6643.835616,242500,146969.697,13137.2549,WEST MELBOURNE,,,
West Melbourne,u,510000,8/07/2017,3.1,1,1,1,2422,,1970,Port Phillip City Council,-37.8644,144.9741,Southern Metropolitan,13240,51,214.6985962, ,520000,85245.90164,10000,WEST MELBOURNE,,,
Windsor,u,410000,8/07/2017,4.6,3,1,1,573,119,1970,Brimbank City Council,-37.8017,144.8258,Western Metropolitan,6763,51,924.95637,4453.781513,176666.6667,39259.25926,8039.215686,WINDSOR,,,
Yarraville,h,1285000,8/07/2017,6.3,3,1,0,198,98,1970,Maribyrnong City Council,-37.8194,144.8914,Western Metropolitan,6543,51,4722.222222,9540.816327,311666.6667,133571.4286,25196.07843,YARRAVILLE,,,
Altona,h,935000,15/07/2017,11,2,1,1,1912,,1970,Port Phillip City Council,-37.8795,144.98,Southern Metropolitan,8989,51,359.3096234, ,343500,89220.77922,18333.33333,ALTONA,,,
Altona,t,815000,15/07/2017,11,2,1,1,845,,1970,Port Phillip City Council,-37.8888,144.991,Southern Metropolitan,8989,51,822.4852071, ,347500,90259.74026,15980.39216,ALTONA,,,
Altona Meadows,u,440500,15/07/2017,15.5,2,1,1,0,,1970,Darebin City Council,-37.7218,144.9563,Northern Metropolitan,3445,51, , ,165000,35869.56522,8637.254902,ALTONA MEADOWS,,,
Altona North,u,451500,15/07/2017,9.4,1,1,1,46,,1970,Moonee Valley City Council,-37.7515,144.9125,Western Metropolitan,9264,51,7608.695652, ,350000,43750,8852.941176,ALTONA NORTH,,,
Ascot Vale,u,825000,15/07/2017,4.3,4,3,2,715,271,1970,Moreland City Council,-37.709,144.9373,Northern Metropolitan,8870,51,1468.531469,3874.538745,262500,80769.23077,16176.47059,ASCOT VALE,,,
Ascot Vale,u,425500,15/07/2017,4.3,2,1,1,77,77,1970,Glen Eira City Council,-37.8999,145.0643,Southern Metropolitan,4442,51,6948.051948,6948.051948,267500,44214.87603,8343.137255,ASCOT VALE,,,
Ascot Vale,h,920000,15/07/2017,4.3,4,2,4,540,113,1970,Hobsons Bay City Council,-37.8339,144.8716,Western Metropolitan,5498,51,1770.37037,8460.176991,239000,113809.5238,18039.21569,ASCOT VALE,,,
Ascot Vale,h,1306000,15/07/2017,4.3,2,1,1,91,,1970,Port Phillip City Council,-37.836,144.9638,Southern Metropolitan,5943,51,12637.36264, ,575000,547619.0476,25607.84314,ASCOT VALE,,,
Ascot Vale,u,566000,15/07/2017,4.3,2,1,1,0,106,1970,Melbourne City Council,-37.8383,144.9995,Southern Metropolitan,14887,51, ,7476.415094,396250,240151.5152,11098.03922,ASCOT VALE,,,
Ashwood,h,1420000,15/07/2017,10.2,1,1,1,948,,1970,Darebin City Council,-37.7577,145.0151,Northern Metropolitan,8870,51,316.4556962, ,300000,46153.84615,27843.13725,ASHWOOD,,,
Avondale Heights,h,934000,15/07/2017,9.5,2,1,1,82,,1970,Moonee Valley City Council,-37.743,144.9084,Western Metropolitan,1308,51,5067.073171, ,207750,44202.12766,18313.72549,AVONDALE HEIGHTS,,,
Bayswater North,h,762000,15/07/2017,23.2,2,1,1,0,,1970,Hobsons Bay City Council,-37.8288,144.8711,Western Metropolitan,984,51, , ,150000,32967.03297,14941.17647,BAYSWATER NORTH,,,
Blackburn,h,1070000,15/07/2017,13.4,3,1,3,535,132,1970,Hobsons Bay City Council,-37.8322,144.8399,Western Metropolitan,5132,51,1700.934579,6893.939394,303333.3333,81981.98198,20980.39216,BLACKBURN,,,
Blackburn North,u,706000,15/07/2017,13.4,2,1,1,1026,68.11,1970,Glen Eira City Council,-37.911,145.0711,Southern Metropolitan,10969,51,521.4424951,7854.940537,267500,38489.20863,13843.13725,BLACKBURN NORTH,,,
Boronia,h,785000,15/07/2017,25,2,1,1,0,59,1970,Moreland City Council,-37.7711,144.9487,Northern Metropolitan,7082,51, ,9237.288136,272500,92372.88136,15392.15686,BORONIA,,,
Boronia,h,950000,15/07/2017,25,1,1,1,0,54,1970,Maribyrnong City Council,-37.8105,144.8952,Western Metropolitan,6543,51, ,6129.62963,331000,47285.71429,18627.45098,BORONIA,,,
Brighton,h,2800000,15/07/2017,10.5,3,2,1,3,131,1970,Stonnington City Council,-37.8474,145.0125,Southern Metropolitan,7217,51,440000,10076.33588,440000,286956.5217,54901.96078,BRIGHTON,,,
Brighton,u,290000,15/07/2017,10.5,2,1,2,173,77,1970,Moreland City Council,-37.7586,144.9653,Northern Metropolitan,11918,51,4248.554913,9545.454545,367500,141346.1538,5686.27451,BRIGHTON,,,
Brooklyn,u,372100,15/07/2017,6.4,2,1,1,1097,67,1970,Moreland City Council,-37.7686,144.9421,Northern Metropolitan,7082,51,371.467639,6082.089552,203750,69067.79661,7296.078431,BROOKLYN,,,
Brunswick,h,1350000,15/07/2017,5.2,2,1,2,135,76,1970,Manningham City Council,-37.7787,145.0918,Eastern Metropolitan,4480,51,4443.703704,7893.421053,299950,50838.98305,26470.58824,BRUNSWICK,,,
Brunswick East,t,702500,15/07/2017,4,2,1,1,153,,1970,Monash City Council,-37.8528,145.1318,Southern Metropolitan,5678,51,3790.849673, ,290000,49572.64957,13774.5098,BRUNSWICK EAST,,,
Brunswick West,u,275000,15/07/2017,5.2,2,1,1,0,63,1970,Yarra City Council,-37.7981,144.9883,Northern Metropolitan,4553,51, ,8492.063492,267500,334375,5392.156863,BRUNSWICK WEST,,,
Brunswick West,h,835000,15/07/2017,5.2,1,1,1,0,32,1970,Moreland City Council,-37.777,144.9836,Northern Metropolitan,6244,51, ,10312.5,330000,94285.71429,16372.54902,BRUNSWICK WEST,,,
Carnegie,h,1840000,15/07/2017,10.1,3,1,2,742,101,1970,Moreland City Council,-37.702,144.9538,Northern Metropolitan,8870,51,1051.212938,7722.772277,260000,60000,36078.43137,CARNEGIE,,,
Carnegie,u,430000,15/07/2017,10.1,3,1,1,490,116,1970,Darebin City Council,-37.7152,144.9817,Northern Metropolitan,21650,51,1214.285714,5129.310345,198333.3333,53125,8431.372549,CARNEGIE,,,
Caulfield North,u,361000,15/07/2017,7.8,1,1,1,0,51,1970,Moreland City Council,-37.7783,144.9635,Northern Metropolitan,11918,51, ,8196.078431,418000,80384.61538,7078.431373,CAULFIELD NORTH,,,
Chadstone,u,960000,15/07/2017,11.7,1,1,1,0,45,1970,Yarra City Council,-37.7881,145.0058,Northern Metropolitan,2954,51, ,10333.33333,465000,136764.7059,18823.52941,CHADSTONE,,,
Coburg,h,900000,15/07/2017,6.7,2,1,1,0,72.9,1970,Melbourne City Council,-37.7829,144.9247,Northern Metropolitan,3593,51, ,6858.710562,250000,113636.3636,17647.05882,COBURG,,,
Collingwood,u,365000,15/07/2017,2,2,1,1,0,62,1970,Melbourne City Council,-37.7826,144.9311,Northern Metropolitan,3593,51, ,7258.064516,225000,102272.7273,7156.862745,COLLINGWOOD,,,
Croydon,h,662000,15/07/2017,23,1,1,1,0,,1970,Darebin City Council,-37.7827,145.0113,Northern Metropolitan,11364,51, , ,280000,50909.09091,12980.39216,CROYDON,,,
