Suburb,Type,Price,Date,Distance,Bedroom,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Propertycount,Buildingage2,Pricepermeterland,Pricepermeterbuilding,Priceperbedroom,Priceperdistance,Priceperage,Uppercase,,Buildingage,,#REF!
Glen Iris,h,2300000,6/08/2016,9.2,4,2,2,399,254,2010,Maribyrnong City Council,-37.78707,144.89842,4918,11,3258.145363,5118.110236,325000,302325.5814,209090.9091,GLEN IRIS,,11,,
Glen Iris,u,550000,7/05/2016,9.2,3,2,3,277,130,2010,Hobsons Bay City Council,-37.83674,144.86794,5498,11,3133.935018,6677.692308,289366.6667,140016.129,50000,GLEN IRIS,,11,,
Glen Iris,h,1600000,7/05/2016,9.2,3,2,2,187,120,2010,Brimbank City Council,-37.77804,144.81643,2185,11,3208.55615,5000,200000,57142.85714,145454.5455,GLEN IRIS,,11,,
Glen Iris,h,2115000,7/05/2016,9.2,3,2,2,223,137,2010,Moonee Valley City Council,-37.77748,144.90652,6567,11,4843.049327,7883.211679,360000,251162.7907,192272.7273,GLEN IRIS,,11,,
Glen Iris,h,1700000,7/05/2016,9.2,3,2,2,239,119,2010,Glen Eira City Council,-37.93248,145.04219,6795,11,4194.560669,8424.369748,334166.6667,87938.59649,154545.4545,GLEN IRIS,,11,,
Glen Iris,h,2077000,7/11/2016,9.2,4,2,3,353,252,2010,Bayside City Council,-37.9904,145.03871,5366,11,5155.807365,7222.222222,455000,105202.3121,188818.1818,GLEN IRIS,,11,,
Glen Iris,h,2850000,7/11/2016,9.2,3,2,2,406,144,2010,Brimbank City Council,-37.77583,144.75692,6388,11,1429.802956,4031.25,193500,39222.97297,259090.9091,GLEN IRIS,,11,,
Glen Iris,u,411000,8/10/2016,9.2,3,3,2,719,292,2010,Moonee Valley City Council,-37.75396,144.89796,9264,11,2920.723227,7191.780822,700000,280000,37363.63636,GLEN IRIS,,11,,
Glen Iris,h,1660000,10/09/2016,9.2,2,1,1,710,,2010,Boroondara City Council,-37.8636,145.0794,3052,11,,,250000,,150909.0909,GLEN IRIS,,11,,
Glen Iris,h,2250000,10/09/2016,9.2,6,4,2,1075,390,2010,Boroondara City Council,-37.8714,145.073,3052,11,,,458666.6667,,204545.4545,GLEN IRIS,,11,,
Glen Iris,h,2020000,10/09/2016,9.2,3,2,2,186,,2010,Boroondara City Council,-37.8028,145.0828,7809,11,,,412666.6667,,183636.3636,GLEN IRIS,,11,,
Glen Iris,h,2010000,10/12/2016,9.2,5,5,1,639,453,2010,Boroondara City Council,-37.8303,145.0668,8920,11,,,450000,,182727.2727,GLEN IRIS,,11,,
Glen Iris,h,2975000,10/12/2016,9.2,3,2,1,0,196,2010,Boroondara City Council,-37.8235,145.029,11308,11,,,658333.3333,,270454.5455,GLEN IRIS,,11,,
Glen Iris,u,452000,10/12/2016,9.2,4,3,2,641,230,2010,Boroondara City Council,-37.7982,145.0281,10331,11,,,437500,,41090.90909,GLEN IRIS,,11,,
Glen Iris,h,1820000,12/11/2016,9.2,3,2,2,426,,2010,Boroondara City Council,-37.7917,145.0585,2671,11,,,654333.3333,,165454.5455,GLEN IRIS,,11,,
Glen Iris,u,291000,12/11/2016,9.2,3,2,2,289,181,2010,Boroondara City Council,-37.8451,145.0525,6482,11,,,530000,,26454.54545,GLEN IRIS,,11,,
Glen Iris,h,2376000,12/11/2016,9.2,3,2,2,0,187,2010,Boroondara City Council,-37.8302,145.0527,6482,11,,,421333.3333,,216000,GLEN IRIS,,11,,
Glen Iris,h,1020000,12/11/2016,9.2,3,2,2,265,177,2010,Boroondara City Council,-37.84506,145.05246,6482,11,,,488333.3333,,92727.27273,GLEN IRIS,,11,,
Glen Iris,h,1456000,12/11/2016,9.2,3,2,2,292,181,2010,Boroondara City Council,-37.80259,145.09878,7809,11,,,519000,,132363.6364,GLEN IRIS,,11,,
Glen Iris,t,345000,14/05/2016,9.2,4,2,2,,260,2010,Boroondara City Council,-37.84612,145.09485,8920,11,,,462500,,31363.63636,GLEN IRIS,,11,,
Glen Iris,h,2000000,14/05/2016,9.2,4,2,2,654,334,2010,Boroondara City Council,-37.78458,145.07912,7809,11,,,567500,,181818.1818,GLEN IRIS,,11,,
Glen Iris,h,1625000,14/05/2016,9.2,4,3,2,369,235,2010,Boroondara City Council,-37.81083,145.04567,10331,11,,,673750,,147727.2727,GLEN IRIS,,11,,
Glen Iris,t,585000,15/10/2016,9.2,2,1,1,0,69,2011,Maribyrnong City Council,-37.7795,144.8729,3873,10, ,5057.971014,174500,37934.78261,58500,GLEN IRIS,,10,,
Glen Iris,h,1960000,15/10/2016,9.2,3,2,1,313,145,2011,Moonee Valley City Council,-37.7335,144.8788,2291,10,2460.063898,5310.344828,256666.6667,68750,196000,GLEN IRIS,,10,,
Glen Iris,h,1700000,15/10/2016,9.2,3,2,1,158,117,2011,Darebin City Council,-37.7293,145.0216,21650,10,3927.21519,5303.418803,206833.3333,55401.78571,170000,GLEN IRIS,,10,,
Glen Iris,t,1220000,15/10/2016,9.2,1,1,1,0,40,2011,Yarra City Council,-37.8195,145.0103,14949,10, ,9750,390000,150000,122000,GLEN IRIS,,10,,
Glen Iris,h,1375000,15/10/2016,9.2,2,1,1,126,127,2011,Maribyrnong City Council,-37.8045,144.8898,2417,10,5714.285714,5669.291339,360000,109090.9091,137500,GLEN IRIS,,10,,
Glen Iris,h,920000,15/10/2016,9.2,2,2,2,0,83,2011,Glen Eira City Council,-37.9292,145.0708,10969,10, ,5843.373494,242500,34892.08633,92000,GLEN IRIS,,10,,
Glen Iris,u,382000,16/07/2016,9.2,4,2,2,648,285,2011,Hobsons Bay City Council,-37.8601,144.8879,6380,10,3163.580247,7192.982456,512500,256250,38200,GLEN IRIS,,10,,
Glen Iris,h,1280000,16/07/2016,9.2,2,1,1,0,67,2011,Glen Eira City Council,-37.8609,145.0126,6923,10, ,8208.955224,275000,67901.23457,128000,GLEN IRIS,,10,,
Glen Iris,h,2825000,17/09/2016,9.2,3,2,2,301,251,2011,Moreland City Council,-37.715,144.9475,2606,10,2491.694352,2988.047809,250000,61983.47107,282500,GLEN IRIS,,10,,
Glen Iris,h,2825000,17/09/2016,9.2,2,2,1,55,,2011,Melbourne City Council,-37.8014,144.9488,6821,10,14545.45455, ,400000,347826.087,282500,GLEN IRIS,,10,,
Glen Iris,h,1825000,17/09/2016,9.2,2,1,1,133,71,2011,Glen Eira City Council,-37.89,145.0559,7822,10,4421.052632,8281.690141,294000,51578.94737,182500,GLEN IRIS,,10,,
Glen Iris,h,3085000,18/03/2017,9.2,3,2,2,285,172,2011,Moonee Valley City Council,-37.7778,144.9061,6567,10,3298.245614,5465.116279,313333.3333,159322.0339,308500,GLEN IRIS,,10,,
Glen Iris,h,1600000,18/06/2016,9.2,3,3,2,221,155,2011,Brimbank City Council,-37.7708,144.8401,4217,10,2805.429864,4000,206666.6667,46616.54135,160000,GLEN IRIS,,10,,
Glen Iris,h,1880000,18/06/2016,9.2,2,1,1,0,,2011,Melbourne City Council,-37.8421,144.9978,14887,10, , ,165000,100000,188000,GLEN IRIS,,10,,
Glen Iris,h,2352500,19/11/2016,9.2,4,3,2,233,165,2011,Hobsons Bay City Council,-37.841,144.8874,5498,10,4643.776824,6557.575758,270500,128809.5238,235250,GLEN IRIS,,10,,
Glen Iris,h,3860000,19/11/2016,9.2,2,2,1,0,69,2011,Darebin City Council,-37.7793,144.9972,11364,10, ,8449.275362,291500,106000,386000,GLEN IRIS,,10,,
Glen Iris,h,2625000,19/11/2016,9.2,2,2,1,151,102,2011,Hobsons Bay City Council,-37.8289,144.8671,984,10,4304.635762,6372.54902,325000,71428.57143,262500,GLEN IRIS,,10,,
Glen Iris,u,856500,19/11/2016,9.2,2,1,1,220,,2011,Darebin City Council,-37.7327,145.0347,21650,10,1727.272727, ,190000,33928.57143,85650,GLEN IRIS,,10,,
Glen Iris,h,3010000,24/09/2016,9.2,2,2,1,650,,2011,Yarra City Council,-37.8195,145.0103,14949,10,953.8461538, ,310000,238461.5385,301000,GLEN IRIS,,10,,
Glen Iris,h,1950000,25/02/2017,9.2,3,2,2,102,102,2011,Maribyrnong City Council,-37.7987,144.8807,7570,10,7421.568627,7421.568627,252333.3333,118281.25,195000,GLEN IRIS,,10,,
Glen Iris,h,2200000,25/02/2017,9.2,2,1,1,140,,2011,Darebin City Council,-37.7285,145.0242,21650,10,3114.285714, ,218000,38928.57143,220000,GLEN IRIS,,10,,
Glen Iris,h,1751000,25/02/2017,9.2,1,1,1,3516,56,2011,Yarra City Council,-37.8183,144.9979,14949,10,124.8577929,7839.285714,439000,168846.1538,175100,GLEN IRIS,,10,,
Glen Iris,h,1857000,25/02/2017,9.2,2,2,2,0,,2011,Glen Eira City Council,-37.8607,145.0116,6923,10, , ,361000,89135.80247,185700,GLEN IRIS,,10,,
Glen Iris,u,720000,25/02/2017,9.2,3,2,2,365,150,2011,Glen Eira City Council,-37.9225,145.0754,10969,10,2383.561644,5800,290000,62589.92806,72000,GLEN IRIS,,10,,
Glen Iris,h,1500000,25/02/2017,9.2,3,2,2,356,223,2011,Moonee Valley City Council,-37.7493,144.8901,588,10,2724.719101,4349.775785,323333.3333,98979.59184,150000,GLEN IRIS,,10,,
Glen Iris,h,2725000,25/02/2017,9.2,2,1,1,0,75,2011,Moreland City Council,-37.777,144.9703,11918,10, ,8000,300000,115384.6154,272500,GLEN IRIS,,10,,
Glen Iris,h,2800000,26/07/2016,9.2,1,1,1,1045,55,2011,Melbourne City Council,-37.802,144.9516,6821,10,392.3444976,7454.545455,410000,178260.8696,280000,GLEN IRIS,,10,,
Glen Iris,h,1665000,27/06/2016,9.2,3,2,2,0,,2011,Bayside City Council,-37.9144,145.0004,10579,10, , ,470333.3333,125982.1429,166500,GLEN IRIS,,10,,
Glen Iris,u,600000,27/06/2016,9.2,2,2,2,155,137,2011,Glen Eira City Council,-37.8887,145.0046,4898,10,7483.870968,8467.153285,580000,136470.5882,60000,GLEN IRIS,,10,,
Glen Iris,h,1420000,27/06/2016,9.2,4,2,2,613,250,2011,Brimbank City Council,-37.7453,144.8721,5629,10,2316.476346,5680,355000,110937.5,142000,GLEN IRIS,,10,,
Glen Iris,u,420000,27/11/2016,9.2,1,1,1,0,52,2011,Yarra City Council,-37.7974,144.9799,5825,10, ,8942.307692,465000,290625,42000,GLEN IRIS,,10,,
Glen Iris,h,2100000,27/11/2016,9.2,5,3,2,694,323,2011,Bayside City Council,-37.9372,145.0101,5454,10,4293.948127,9226.006192,596000,217518.2482,210000,GLEN IRIS,,10,,
Glen Iris,h,2410000,27/11/2016,9.2,2,2,1,0,79,2011,Maribyrnong City Council,-37.7853,144.8999,4918,10, ,5949.367089,235000,54022.98851,241000,GLEN IRIS,,10,,
Glen Iris,h,2100000,27/11/2016,9.2,2,1,1,0,52,2011,Glen Eira City Council,-37.8986,145.042,3578,10, ,9134.615385,237500,40254.23729,210000,GLEN IRIS,,10,,
Glen Iris,h,2950000,27/11/2016,9.2,4,2,2,607,242,2011,Bayside City Council,-37.9324,145.0235,5454,10,2635.914333,6611.570248,400000,116788.3212,295000,GLEN IRIS,,10,,
Glen Iris,h,3365000,28/05/2016,9.2,4,2,1,289,125,2011,Brimbank City Council,-37.7506,144.8689,5629,10,3114.186851,7200,225000,70312.5,336500,GLEN IRIS,,10,,
Glen Iris,h,1802000,28/05/2016,9.2,3,2,2,283,179,2011,Hobsons Bay City Council,-37.8477,144.8753,5498,10,3399.293286,5374.301676,320666.6667,114523.8095,180200,GLEN IRIS,,10,,
Glen Iris,h,1931000,28/08/2016,9.2,1,1,0,14500,,2011,Melbourne City Council,-37.8372,144.9963,14887,10,21.72413793, ,315000,95454.54545,193100,GLEN IRIS,,10,,
Glen Iris,h,1250000,28/08/2016,9.2,2,2,1,180,179,2011,Maribyrnong City Council,-37.8115,144.8763,1808,10,3762.222222,3783.240223,338600,86820.51282,125000,GLEN IRIS,,10,,
Glen Iris,h,2400000,30/07/2016,9.2,3,2,2,229,,2011,Moonee Valley City Council,-37.7778,144.9065,6567,10,4192.139738, ,320000,162711.8644,240000,GLEN IRIS,,10,,
Hawthorn,h,1650000,3/09/2016,4.6,2,2,1,4296,,2011,Moreland City Council,-37.7846,144.9785,6244,10,167.5977654, ,360000,205714.2857,165000,HAWTHORN,,10,,
Hawthorn,h,2670000,3/12/2016,4.6,2,1,1,0,65,2011,Hobsons Bay City Council,-37.8421,144.8821,5498,10, ,7461.538462,242500,57738.09524,267000,HAWTHORN,,10,,
Hawthorn,u,348000,3/12/2016,4.6,3,2,1,97,139,2011,Melbourne City Council,-37.8014,144.949,6821,10,13659.79381,9532.374101,441666.6667,576086.9565,34800,HAWTHORN,,10,,
Hawthorn,u,1189000,3/12/2016,4.6,3,2,1,240,131,2011,Brimbank City Council,-37.7891,144.8152,6763,10,2270.833333,4160.305344,181666.6667,40370.37037,118900,HAWTHORN,,10,,
Hawthorn,u,610000,4/03/2017,4.6,3,2,2,4668,126,2011,Moreland City Council,-37.7687,144.9649,11918,10,175.664096,6507.936508,273333.3333,157692.3077,61000,HAWTHORN,,10,,
Hawthorn,u,492000,4/03/2017,4.6,3,2,2,7330,,2011,Darebin City Council,-37.7614,145.0118,8870,10,150.0682128, ,366666.6667,169230.7692,49200,HAWTHORN,,10,,
Hawthorn,u,891000,4/06/2016,4.6,2,1,1,168,86,2011,Moonee Valley City Council,-37.7215,144.8864,3464,10,2976.190476,5813.953488,250000,37037.03704,89100,HAWTHORN,,10,,
Hawthorn,u,806000,4/06/2016,4.6,3,1,1,220,106,2011,Maribyrnong City Council,-37.785,144.8561,3589,10,2281.818182,4735.849057,167333.3333,46481.48148,80600,HAWTHORN,,10,,
Hawthorn,h,2000000,6/08/2016,4.6,2,2,2,4296,,2011,Moreland City Council,-37.7846,144.9785,6244,10,162.9422719, ,350000,200000,200000,HAWTHORN,,10,,
Hawthorn,u,500000,6/08/2016,4.6,4,2,2,244,206,2011,Maribyrnong City Council,-37.8139,144.8741,6543,10,5061.47541,5995.145631,308750,176428.5714,50000,HAWTHORN,,10,,
Hawthorn,u,753000,7/05/2016,4.6,2,1,1,0,,2011,Moonee Valley City Council,-37.7444,144.9116,9264,10, , ,240000,60000,75300,HAWTHORN,,10,,
Hawthorn,u,330000,7/05/2016,4.6,2,2,1,0,70,2011,Maribyrnong City Council,-37.7883,144.884,7570,10, ,6928.571429,242500,75781.25,33000,HAWTHORN,,10,,
Hawthorn,h,1420000,7/05/2016,4.6,3,1,1,219,3,2011,Maribyrnong City Council,-37.796,144.8819,7570,10,3470.319635,253333.3333,253333.3333,118750,142000,HAWTHORN,,10,,
Hawthorn,u,495000,7/11/2016,4.6,1,1,1,3512,,2011,Yarra City Council,-37.8183,144.9979,14949,10,105.3530752, ,370000,142307.6923,49500,HAWTHORN,,10,,
Hawthorn,u,292000,7/11/2016,4.6,2,1,1,109,,2011,Moreland City Council,-37.7778,144.9683,11918,10,5504.587156, ,300000,115384.6154,29200,HAWTHORN,,10,,
Hawthorn,u,365000,8/10/2016,4.6,2,1,1,0,82,2011,Moreland City Council,-37.7324,144.9377,7485,10, ,6341.463415,260000,52525.25253,36500,HAWTHORN,,10,,
Hawthorn,u,580000,8/10/2016,4.6,2,2,1,0,85,2011,Glen Eira City Council,-37.8607,145.0116,6923,10, ,8735.294118,371250,91666.66667,58000,HAWTHORN,,10,,
Hawthorn,h,1300000,8/10/2016,4.6,1,1,1,896,65,2011,Darebin City Council,-37.7316,145.0201,14577,10,429.6875,5923.076923,385000,43750,130000,HAWTHORN,,10,,
Hawthorn,h,1300000,8/10/2016,4.6,2,2,1,3512,,2011,Yarra City Council,-37.8183,144.9979,14949,10,179.3849658, ,315000,242307.6923,130000,HAWTHORN,,10,,
Hawthorn,u,440000,10/09/2016,4.6,3,2,3,281,,2011,Manningham City Council,-37.7586,145.1211,5420,10,3345.19573, ,313333.3333,68115.94203,44000,HAWTHORN,,10,,
Hawthorn,u,1000000,10/09/2016,4.6,2,1,1,2701,79,2011,Maribyrnong City Council,-37.8109,144.8684,5058,10,185.85709,6354.43038,251000,61219.5122,100000,HAWTHORN,,10,,
Hawthorn,h,1741000,10/09/2016,4.6,4,3,2,0,159,2011,Moonee Valley City Council,-37.7831,144.9209,6567,10, ,5660.377358,225000,152542.3729,174100,HAWTHORN,,10,,
Hawthorn,u,545000,10/12/2016,4.6,2,1,1,0,70,2011,Moreland City Council,-37.7755,144.9786,5533,10, ,6214.285714,217500,96666.66667,54500,HAWTHORN,,10,,
Hawthorn,u,655000,10/12/2016,4.6,2,1,1,0,73,2011,Melbourne City Council,-37.7912,144.9318,5263,10, ,7191.780822,262500,125000,65500,HAWTHORN,,10,,
Hawthorn,h,2920000,10/12/2016,4.6,3,2,2,1803,,2011,Stonnington City Council,-37.8544,145.0164,4836,10,906.8219634, ,545000,259523.8095,292000,HAWTHORN,,10,,
Hawthorn,u,488000,10/12/2016,4.6,3,2,7,230,204,2011,Yarra City Council,-37.8213,144.9948,14949,10,13043.47826,14705.88235,1000000,1153846.154,48800,HAWTHORN,,10,,
Hawthorn,h,1510000,10/12/2016,4.6,3,2,1,300,212,2011,Moonee Valley City Council,-37.71917,144.87819,3464,10,2853.333333,4037.735849,285333.3333,82307.69231,151000,HAWTHORN,,10,,
Hawthorn,h,2065000,12/06/2016,4.6,4,2,2,189,,2011,Manningham City Council,-37.76048,145.08476,4480,10,5026.455026, ,237500,87962.96296,206500,HAWTHORN,,10,,
Hawthorn,u,350000,12/11/2016,4.6,3,2,1,176,134,2011,Moonee Valley City Council,-37.74936,144.89669,9264,10,4715.909091,6194.029851,276666.6667,110666.6667,35000,HAWTHORN,,10,,
Hawthorn,t,1400000,12/11/2016,4.6,2,2,1,306,120,2011,Knox City Council,-37.87275,145.26325,10788,10,2016.339869,5141.666667,308500,24879.03226,140000,HAWTHORN,,10,,
Hawthorn,h,1712000,12/11/2016,4.6,2,1,1,300,90,2011,Whitehorse City Council,-37.80574,145.18832,6871,10,2316.666667,7722.222222,347500,40406.97674,171200,HAWTHORN,,10,,
Hawthorn,u,480000,13/08/2016,4.6,3,1,1,64,109,2011,Darebin City Council,-37.75535,144.96481,11204,10,10781.25,6330.275229,230000,102985.0746,48000,HAWTHORN,,10,,
Hawthorn,h,3225000,13/08/2016,4.6,1,1,1,0,,2011,Melbourne City Council,-37.79122,144.93175,5263,10, , ,370000,108823.5294,322500,HAWTHORN,,10,,
Hawthorn,h,1828500,15/10/2016,4.6,2,2,1,2226,,2011,Yarra City Council,-37.813,144.99303,14949,10,292.0035939, ,325000,270833.3333,182850,HAWTHORN,,10,,
Hawthorn,u,400000,15/10/2016,4.6,2,2,1,1223,81,2011,Melbourne City Council,-37.8006,144.95419,6821,10,466.0670482,7037.037037,285000,316666.6667,40000,HAWTHORN,,10,,
Hawthorn,u,1650000,15/10/2016,4.6,3,1,1,194,133,2011,Moreland City Council,-37.70168,144.94862,8870,10,2706.185567,3947.368421,175000,46875,165000,HAWTHORN,,10,,
Hawthorn,h,3950000,16/04/2016,4.6,2,1,1,0,70,2011,Melbourne City Council,-37.79122,144.93175,5263,10, ,7642.857143,267500,157352.9412,395000,HAWTHORN,,10,,
Hawthorn,u,587500,16/07/2016,4.6,2,1,2,120,121,2011,Hobsons Bay City Council,-37.84026,144.86667,5498,10,5916.666667,5867.768595,355000,114516.129,58750,HAWTHORN,,10,,
Hawthorn,u,560000,16/07/2016,4.6,2,1,1,1,62,2011,Glen Eira City Council,-37.9332,145.03794,6795,10,380000,6129.032258,190000,33333.33333,56000,HAWTHORN,,10,,
Hawthorn,h,1936000,17/09/2016,4.6,3,2,2,0,,2011,Bayside City Council,-37.90542,144.99817,10579,10, , ,393333.3333,112380.9524,193600,HAWTHORN,,10,,
Hawthorn,h,4250000,17/09/2016,4.6,3,2,1,0,127,2011,Monash City Council,-37.88289,145.09871,3582,10, ,7322.834646,310000,79487.17949,425000,HAWTHORN,,10,,
Hawthorn,u,630000,18/03/2017,4.6,2,2,1,4421,84,2011,Yarra City Council,-37.79721,144.98073,5825,10,187.7403302,9880.952381,415000,395238.0952,63000,HAWTHORN,,10,,
Hawthorn,h,1560000,18/03/2017,4.6,1,1,1,0,51,2011,Yarra City Council,-37.79636,144.98394,5825,10, ,8941.176471,456000,217142.8571,156000,HAWTHORN,,10,,
Hawthorn,u,840000,18/03/2017,4.6,2,2,1,248,99,2011,Moreland City Council,-37.69705,144.94219,8870,10,2721.774194,6818.181818,337500,60267.85714,84000,HAWTHORN,,10,,
Hawthorn,h,1780000,18/03/2017,4.6,4,3,2,289,170,2011,Manningham City Council,-37.82895,145.17678,4973,10,4065.743945,6911.764706,293750,76298.7013,178000,HAWTHORN,,10,,
Hawthorn,u,535000,18/06/2016,4.6,4,4,2,500,267,2011,Brimbank City Council,-37.73573,144.87531,5629,10,2200,4119.850187,275000,94017.09402,53500,HAWTHORN,,10,,
Hawthorn,u,815000,18/06/2016,4.6,2,1,0,0,47,2011,Melbourne City Council,-37.81301,144.96924,17496,10, ,8234.042553,193500,#DIV/0!,81500,HAWTHORN,,10,,
Hawthorn,u,1975000,18/06/2016,4.6,3,1,2,159,129,2011,Moonee Valley City Council,-37.78329,144.91842,6567,10,5377.358491,6627.906977,285000,198837.2093,197500,HAWTHORN,,10,,
Hawthorn,u,445000,18/06/2016,4.6,1,1,1,0,49,2011,Moreland City Council,-37.77883,144.9776,5533,10, ,7969.387755,390500,97625,44500,HAWTHORN,,10,,
Hawthorn,u,657500,19/11/2016,4.6,2,2,1,533,110,2011,Yarra City Council,-37.79443,144.99944,2954,10,1200.750469,5818.181818,320000,177777.7778,65750,HAWTHORN,,10,,
Hawthorn,h,5050000,19/11/2016,4.6,2,1,1,3512,51,2011,Yarra City Council,-37.81828,144.99789,14949,10,119.3052392,8215.686275,209500,174583.3333,505000,HAWTHORN,,10,,
Hawthorn,u,445000,19/11/2016,4.6,2,2,1,0,77,2011,Yarra City Council,-37.813,144.99303,14949,10, ,8896.103896,342500,285416.6667,44500,HAWTHORN,,10,,
Hawthorn,u,750000,19/11/2016,4.6,5,2,2,276,159,2011,Monash City Council,-37.87883,145.09741,3582,10,3804.347826,6603.773585,210000,89743.58974,75000,HAWTHORN,,10,,
Hawthorn,h,1180000,19/11/2016,4.6,3,2,1,238,118,2011,Brimbank City Council,-37.70322,144.88236,3296,10,2586.134454,5216.101695,205166.6667,47713.17829,118000,HAWTHORN,,10,,
Hawthorn,u,470000,22/05/2016,4.6,4,4,4,508,465,2011,Bayside City Council,-37.90904,144.99868,10579,10,7972.440945,8709.677419,1012500,385714.2857,47000,HAWTHORN,,10,,
Hawthorn,u,485000,22/05/2016,4.6,1,1,1,1730,60,2011,Yarra City Council,-37.79636,144.98394,5825,10,315.0289017,9083.333333,545000,259523.8095,48500,HAWTHORN,,10,,
Hawthorn,h,1800000,22/08/2016,4.6,3,2,2,186,134.6,2011,Maribyrnong City Council,-37.78559,144.86483,3873,10,3817.204301,5274.888559,236666.6667,110937.5,180000,HAWTHORN,,10,,
Hawthorn,u,805000,22/08/2016,4.6,4,2,2,,,2011,Moonee Valley City Council,-37.74807,144.89492,9264,10, , ,513250,273733.3333,80500,HAWTHORN,,10,,
Hawthorn,h,1855000,22/08/2016,4.6,3,2,1,,,2011,Moreland City Council,-37.69668,144.92922,8870,10, , ,195666.6667,52410.71429,185500,HAWTHORN,,10,,
Hawthorn,h,1377000,22/08/2016,4.6,3,2,3,818,193,2011,Glen Eira City Council,-37.89877,145.05132,7822,10,1711.491443,7253.88601,466666.6667,138613.8614,137700,HAWTHORN,,10,,
Hawthorn,u,665000,23/04/2016,4.6,2,1,2,,102,2011,Darebin City Council,-37.72201,144.96102,3445,10, ,6372.54902,325000,97014.92537,66500,HAWTHORN,,10,,
Hawthorn,h,1551000,24/09/2016,4.6,2,1,1,,75,2011,Glen Eira City Council,-37.88937,145.04038,2403,10, ,5893.333333,221000,43762.37624,155100,HAWTHORN,,10,,
Hawthorn,u,612500,25/02/2017,4.6,2,1,1,,63,2011,Yarra City Council,-37.79708,144.98042,5825,10, ,10000,315000,300000,61250,HAWTHORN,,10,,
Hawthorn,h,2410000,25/02/2017,4.6,3,2,1,,118,2011,Monash City Council,-37.93365,145.19273,7113,10, ,6398.305085,251666.6667,40159.57447,241000,HAWTHORN,,10,,
Hawthorn,u,715000,27/11/2016,4.6,2,1,1,,,2011,Melbourne City Council,-37.78891,144.93948,6821,10, , ,195000,216666.6667,71500,HAWTHORN,,10,,
Hawthorn,t,1055000,27/11/2016,4.6,2,2,1,74,,2011,Moreland City Council,-37.72184,144.92969,7485,10,6756.756757, ,250000,58823.52941,105500,HAWTHORN,,10,,
Hawthorn,h,1976000,27/11/2016,4.6,3,2,2,338,147,2011,Glen Eira City Council,-37.89235,145.04954,7822,10,4461.538462,10258.5034,502666.6667,149306.9307,197600,HAWTHORN,,10,,
Hawthorn,u,499000,28/05/2016,4.6,3,2,2,72,145,2011,Yarra City Council,-37.81937,145.00146,14949,10,20833.33333,10344.82759,500000,625000,49900,HAWTHORN,,10,,
Hawthorn,u,495000,28/05/2016,4.6,4,2,2,582,240,2011,Whitehorse City Council,-37.80505,145.14919,2867,10,2534.364261,6145.833333,368750,110074.6269,49500,HAWTHORN,,10,,
Hawthorn,h,3750000,28/05/2016,4.6,2,1,1,,115,2011,Maribyrnong City Council,-37.82027,144.88546,6543,10, ,6434.782609,370000,117460.3175,375000,HAWTHORN,,10,,
Hawthorn,h,1400000,28/08/2016,4.6,4,2,2,,236,2011,Maribyrnong City Council,-37.81185,144.89707,6543,10, ,7203.389831,425000,269841.2698,140000,HAWTHORN,,10,,
Hawthorn,u,370000,28/08/2016,4.6,4,3,2,420,320,2011,Bayside City Council,-37.94008,145.00809,5454,10,4761.904762,6250,500000,144927.5362,37000,HAWTHORN,,10,,
