Suburb,Address,Rooms,Type,   Price   ,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,,
Moonee Ponds,119 Park St,5,h," $2,300,000.00 ",PI,Nelson,13/05/2017,6.9,3039,5,2,2,597,322,1930,Moonee Valley City Council,-37.7611,144.9095,Western Metropolitan,6232,,
Murrumbeena,6/51 Murrumbeena Rd,2,u," $582,000.00 ",S,Gary,13/05/2017,12.1,3163,2,1,2,1113,93,2010,Glen Eira City Council,-37.8892,145.0664,Southern Metropolitan,4442,,
Newport,195 Blackshaws Rd,3,h," $975,000.00 ",S,RT,13/05/2017,8.4,3015,3,2,2,333,192,2010,Hobsons Bay City Council,-37.8334,144.8673,Western Metropolitan,5498,,
Newport,7 Clyde St,5,h," $1,820,000.00 ",SP,Sweeney,13/05/2017,8.4,3015,5,2,7,760,229,1935,Hobsons Bay City Council,-37.8437,144.865,Western Metropolitan,5498,,
Newport,17 Gordon St,3,t," $900,000.00 ",S,Greg,13/05/2017,8.4,3015,3,2,2,575,128,2017,Hobsons Bay City Council,-37.8389,144.8666,Western Metropolitan,5498,,
Northcote,157 Bastings St,5,h," $1,750,000.00 ",PI,Nelson,13/05/2017,5.5,3070,5,2,0,406,225,1900,Darebin City Council,-37.7751,145.0099,Northern Metropolitan,11364,,
Oakleigh,1/1438 Dandenong Rd,3,u," $655,000.00 ",PI,Ray,13/05/2017,14,3166,3,1,2,160,104,1970,Monash City Council,-37.8946,145.0944,Southern Metropolitan,3224,,
Oakleigh,24 Gadd St,5,h," $1,351,000.00 ",S,Ray,13/05/2017,14,3166,5,3,2,707,175,1955,Monash City Council,-37.9098,145.097,Southern Metropolitan,3224,,
Ormond,2/1 Lillimur Rd,3,u," $960,000.00 ",S,hockingstuart,13/05/2017,11.8,3204,3,2,2,199,167,1995,Glen Eira City Council,-37.9034,145.0409,Southern Metropolitan,3578,,
Pascoe Vale,9 Bawden Ct,4,h," $770,000.00 ",S,Nelson,13/05/2017,9.9,3044,4,1,2,596,130,1960,Moreland City Council,-37.7195,144.9456,Northern Metropolitan,7485,,
Pascoe Vale,1/142 Derby St,3,h," $585,000.00 ",S,YPA,13/05/2017,9.9,3044,3,1,1,0,129,2000,Moreland City Council,-37.7243,144.9473,Northern Metropolitan,7485,,
Pascoe Vale,5 Sims St,3,h," $708,000.00 ",S,hockingstuart,13/05/2017,9.9,3044,3,1,2,321,94,1950,Moreland City Council,-37.7242,144.9424,Northern Metropolitan,7485,,
Port Melbourne,204/52 Nott St,2,u," $575,000.00 ",S,Biggin,13/05/2017,3.8,3207,2,1,1,7159,61,2008,Melbourne City Council,-37.841,144.9386,Southern Metropolitan,8648,,
Prahran,303/10 Hillingdon Pl,2,u," $645,000.00 ",S,Gary,13/05/2017,4.5,3181,2,1,1,2842,84,1920,Stonnington City Council,-37.8513,144.9943,Southern Metropolitan,7717,,
Prahran,7/72 Williams Rd,2,u," $550,000.00 ",SP,Thomson,13/05/2017,4.5,3181,2,1,1,72,69,1976,Stonnington City Council,-37.8542,145.0024,Southern Metropolitan,7717,,
Preston,31 Benambra St,3,h," $800,000.00 ",PI,hockingstuart,13/05/2017,8.8,3072,3,2,2,319,124,1940,Darebin City Council,-37.7334,144.9873,Northern Metropolitan,14577,,
Preston,3 Carthew Gr,4,h," $1,075,000.00 ",S,Nelson,13/05/2017,8.8,3072,4,1,2,521,146,1935,Darebin City Council,-37.7506,144.99,Northern Metropolitan,14577,,
Reservoir,1 Delaware St,2,h," $861,500.00 ",S,Nelson,13/05/2017,11.2,3073,2,1,1,419,100,1940,Darebin City Council,-37.721,145.016,Northern Metropolitan,21650,,
Reservoir,21 Henty St,3,h," $801,000.00 ",SP,Love,13/05/2017,11.2,3073,3,1,1,551,115,1950,Darebin City Council,-37.7194,145.0015,Northern Metropolitan,21650,,
Reservoir,2/6 Merrilands Rd,2,u," $490,000.00 ",S,Ray,13/05/2017,11.2,3073,2,1,1,143,85,2009,Darebin City Council,-37.6955,145.0097,Northern Metropolitan,21650,,
Reservoir,1/74 Miranda Rd,3,h," $605,000.00 ",S,Love,13/05/2017,11.2,3073,3,1,2,371,112,1950,Darebin City Council,-37.7068,145.0193,Northern Metropolitan,21650,,
Reservoir,1/209 Purinuan Rd,2,t," $652,000.00 ",S,Nelson,13/05/2017,11.2,3073,2,2,2,254,93,2007,Darebin City Council,-37.7071,145.0108,Northern Metropolitan,21650,,
Richmond,43 Gardner St,2,h," $1,050,000.00 ",PI,Biggin,13/05/2017,2.6,3121,2,1,0,134,63.7,1900,Yarra City Council,-37.817,145.0058,Northern Metropolitan,14949,,
Seddon,199 Buckley St,2,h," $665,000.00 ",PI,Village,13/05/2017,6.6,3011,2,1,0,269,80,1900,Maribyrnong City Council,-37.8026,144.8882,Western Metropolitan,2417,,
South Melbourne,24B Dow St,2,t," $1,100,000.00 ",S,Marshall,13/05/2017,2.1,3205,2,1,1,327,75,2004,Port Phillip City Council,-37.8351,144.964,Southern Metropolitan,5943,,
South Melbourne,27 Lyell St,3,h," $1,820,000.00 ",S,WHITEFOX,13/05/2017,2.1,3205,3,1,1,204,105,1910,Port Phillip City Council,-37.8365,144.9497,Southern Metropolitan,5943,,
St Kilda,2/25 Acland St,2,t," $1,077,000.00 ",S,Marshall,13/05/2017,6.1,3182,2,1,1,455,98,1890,Port Phillip City Council,-37.8636,144.9749,Southern Metropolitan,13240,,
St Kilda,34 Acland St,2,h," $1,301,000.00 ",S,Wilson,13/05/2017,6.1,3182,2,1,1,165,97,1910,Port Phillip City Council,-37.8658,144.9774,Southern Metropolitan,13240,,
St Kilda,25 Fawkner St,2,h," $1,440,000.00 ",S,Marshall,13/05/2017,6.1,3182,2,1,2,194,112,1890,Port Phillip City Council,-37.8658,144.9795,Southern Metropolitan,13240,,
Sunshine West,91 Hilma St,4,h," $685,000.00 ",S,Bells,13/05/2017,13.5,3020,4,2,2,572,184,1967,Brimbank City Council,-37.7912,144.7979,Western Metropolitan,6763,,
Thornbury,3/1 Smith St,3,t," $998,000.00 ",SP,Jellis,13/05/2017,6.5,3071,3,2,1,0,166,2001,Darebin City Council,-37.7579,145,Northern Metropolitan,8870,,
Williamstown,10 Crofton Dr,5,h," $2,040,000.00 ",S,Greg,13/05/2017,8,3016,5,3,2,531,288,1997,Hobsons Bay City Council,-37.8629,144.8781,Western Metropolitan,6380,,
Williamstown,8/97 Verdon St,2,u," $465,000.00 ",S,Raine,13/05/2017,8,3016,2,1,1,0,78,1970,Hobsons Bay City Council,-37.8589,144.8921,Western Metropolitan,6380,,
Yarraville,260 Francis St,3,h," $892,000.00 ",S,Village,13/05/2017,7,3013,3,1,2,449,106.76,1940,Maribyrnong City Council,-37.8195,144.8766,Western Metropolitan,6543,,
Yarraville,1 Highgate St,4,h," $985,500.00 ",S,Jas,13/05/2017,7,3013,4,1,5,445,139,1977,Maribyrnong City Council,-37.8228,144.8769,Western Metropolitan,6543,,
Yarraville,2/150 Hyde St,2,u," $650,000.00 ",SP,Jas,13/05/2017,7,3013,2,2,2,0,92,1985,Maribyrnong City Council,-37.8161,144.8967,Western Metropolitan,6543,,
Yarraville,10/51 Stephen St,2,u," $397,000.00 ",S,Village,13/05/2017,7,3013,2,1,1,0,68,1975,Maribyrnong City Council,-37.8128,144.8953,Western Metropolitan,6543,,
Albion,1/141 Anderson Rd,2,u," $420,000.00 ",S,Bells,13/05/2017,13.9,3020,2,1,1,192,88,1970,Brimbank City Council,-37.7832,144.8275,Western Metropolitan,2185,,
Albion,2/36 Selwyn St,3,u," $580,000.00 ",PI,Douglas,13/05/2017,13.9,3020,3,2,2,250,129,2013,Brimbank City Council,-37.7798,144.8156,Western Metropolitan,2185,,
Altona,196 Blyth St,5,h," $1,480,000.00 ",SP,Greg,13/05/2017,13.8,3018,5,3,4,725,201,1980,Hobsons Bay City Council,-37.8712,144.8107,Western Metropolitan,5301,,
Elwood,7/282 Barkly St,1,u," $360,000.00 ",S,Biggin,13/05/2017,7.7,3184,1,1,0,0,39.5,1959,Port Phillip City Council,-37.8749,144.9799,Southern Metropolitan,8989,,
Fitzroy,28 Greeves St,2,h," $1,350,000.00 ",VB,Jellis,13/05/2017,1.6,3065,2,1,0,131,110,1900,Yarra City Council,-37.7999,144.9776,Northern Metropolitan,5825,,
Gowanbrae,7 Adelaide Bvd,4,h," $990,000.00 ",S,Nelson,13/05/2017,13.6,3043,4,2,2,702,170,2003,Moreland City Council,-37.7071,144.8989,Western Metropolitan,1071,,
Kensington,9/11 Smith St,2,u," $525,000.00 ",VB,Edward,13/05/2017,4.2,3031,2,1,1,0,73,2011,Melbourne City Council,-37.7912,144.9318,Northern Metropolitan,5263,,
North Melbourne,41 Chapman St,3,h," $2,161,000.00 ",S,Nelson,13/05/2017,2.3,3051,3,2,1,230,245,1900,Melbourne City Council,-37.7987,144.9434,Northern Metropolitan,6821,,
Southbank,9/120 Sturt St,2,u," $580,000.00 ",SA,William,13/05/2017,1.2,3006,2,1,1,0,70,1994,Melbourne City Council,-37.8248,144.9667,Southern Metropolitan,8400,,
Spotswood,14 Robb St,3,h," $1,100,000.00 ",SP,Greg,13/05/2017,7.7,3015,3,1,0,305,115,1900,Hobsons Bay City Council,-37.8312,144.8893,Western Metropolitan,1223,,
Williamstown North,27 Champion Rd,3,h," $1,575,000.00 ",S,Sweeney,13/05/2017,8.9,3016,3,1,1,860,160,1950,Hobsons Bay City Council,-37.8565,144.8865,Western Metropolitan,802,,
Williamstown North,2/60 Kororoit Creek Rd,3,t," $720,000.00 ",SP,Jas,13/05/2017,8.9,3016,3,2,2,146,141,2001,Hobsons Bay City Council,-37.857,144.8846,Western Metropolitan,802,,
Balaclava,4/247 Inkerman St,2,u," $450,000.00 ",SP,Buxton,13/05/2017,6.6,3183,2,1,1,0,50,1960,Port Phillip City Council,-37.8656,144.9919,Southern Metropolitan,2952,,
Kingsbury,1/37 Clunes St,3,u," $488,000.00 ",S,Ray,13/05/2017,12.4,3083,3,1,1,260,150,1961,Darebin City Council,-37.7157,145.0386,Northern Metropolitan,1414,,
Albert Park,4 Ashworth St,3,h," $1,700,000.00 ",VB,Greg,6/05/2017,3.3,3206,3,1,1,178,116,1910,Port Phillip City Council,-37.8473,144.9495,Southern Metropolitan,3280,,
Ascot Vale,8 Anderson St,5,h," $2,100,000.00 ",S,Nelson,6/05/2017,5.9,3032,5,3,3,468,274,1925,Moonee Valley City Council,-37.7822,144.9065,Western Metropolitan,6567,,
Avondale Heights,33a Deutscher St,3,u," $765,000.00 ",S,Moonee,6/05/2017,10.5,3034,3,2,1,292,150,2008,Moonee Valley City Council,-37.7593,144.8561,Western Metropolitan,4502,,
Bentleigh East,1 Melva St,4,h," $1,515,000.00 ",S,Buxton,6/05/2017,13.9,3165,4,3,2,635,200,1950,Glen Eira City Council,-37.9107,145.0745,Southern Metropolitan,10969,,
Box Hill,5/10 Camelia St,2,u," $780,000.00 ",S,Ray,6/05/2017,13.1,3128,2,1,1,171,80,2014,Whitehorse City Council,-37.8158,145.1384,Eastern Metropolitan,4605,,
Braybrook,96 Duke St,2,h," $610,000.00 ",S,Barry,6/05/2017,10.8,3019,2,1,2,555,74,1950,Maribyrnong City Council,-37.7854,144.8463,Western Metropolitan,3589,,
Brunswick,129 Glenlyon Rd,3,h," $1,652,000.00 ",S,Jellis,6/05/2017,5.2,3056,3,1,2,506,196.8,1921,Moreland City Council,-37.7723,144.9694,Northern Metropolitan,11918,,
Brunswick,3/15 Mitchell St,2,u," $735,000.00 ",SP,Walshe,6/05/2017,5.2,3056,2,1,2,173,77,1970,Moreland City Council,-37.7586,144.9653,Northern Metropolitan,11918,,
Brunswick,217 Victoria St,3,h," $1,210,000.00 ",S,Woodards,6/05/2017,5.2,3056,3,1,0,282,112,1900,Moreland City Council,-37.7674,144.966,Northern Metropolitan,11918,,
Brunswick West,1/5 Allard St,2,u," $407,500.00 ",SP,hockingstuart,6/05/2017,5.9,3055,2,1,1,1097,67,1970,Moreland City Council,-37.7686,144.9421,Northern Metropolitan,7082,,
Brunswick West,22 Henderson St,2,h," $825,000.00 ",PI,Nelson,6/05/2017,5.9,3055,2,1,0,207,77,1950,Moreland City Council,-37.7622,144.9406,Northern Metropolitan,7082,,
Brunswick West,1 McLean St,3,h," $645,000.00 ",SP,Nelson,6/05/2017,5.9,3055,3,3,1,131,109,2008,Moreland City Council,-37.7559,144.9378,Northern Metropolitan,7082,,
Bulleen,1/15 Allen St,3,u," $860,000.00 ",S,Jellis,6/05/2017,11.8,3105,3,1,1,0,110,1999,Manningham City Council,-37.7769,145.088,Eastern Metropolitan,4480,,
Bulleen,2/1 Colite St,2,t," $599,900.00 ",S,Barry,6/05/2017,11.8,3105,2,1,2,135,76,1970,Manningham City Council,-37.7787,145.0918,Eastern Metropolitan,4480,,
Bulleen,4/62 Manningham Rd,4,t," $910,000.00 ",SP,Barry,6/05/2017,11.8,3105,4,2,2,190,133,2000,Manningham City Council,-37.7664,145.0884,Eastern Metropolitan,4480,,
Burwood,24 Andrews St,6,h," $1,591,000.00 ",S,Ray,6/05/2017,11.7,3125,6,2,2,665,209,1950,Monash City Council,-37.8493,145.1283,Southern Metropolitan,5678,,
Carnegie,2/60 Woornack Rd,2,u," $635,000.00 ",S,Noel,6/05/2017,11.4,3163,2,1,1,0,73,1980,Glen Eira City Council,-37.8981,145.0619,Southern Metropolitan,7822,,
Coburg,41a Rennie St,2,u," $495,000.00 ",S,Barry,6/05/2017,7.8,3058,2,1,0,388,69,1960,Darebin City Council,-37.7506,144.9694,Northern Metropolitan,11204,,
Coburg,65 Victoria St,2,h," $930,000.00 ",S,Raine,6/05/2017,7.8,3058,2,1,0,275,106.2,1920,Darebin City Council,-37.7424,144.9576,Northern Metropolitan,11204,,
Collingwood,4/67 Easey St,2,u," $535,000.00 ",S,Nelson,6/05/2017,1.6,3066,2,1,1,0,63,1970,Yarra City Council,-37.7981,144.9883,Northern Metropolitan,4553,,
Cremorne,27 Balmain St,3,h," $1,350,000.00 ",S,Biggin,6/05/2017,2.5,3121,3,1,1,117,147,1900,Yarra City Council,-37.8298,144.9923,Northern Metropolitan,1123,,
Fairfield,11/272 Heidelberg Rd,2,u," $676,000.00 ",S,Jellis,6/05/2017,5.8,3078,2,1,1,0,87,2002,Darebin City Council,-37.7847,145.0109,Northern Metropolitan,2970,,
Fitzroy North,7/110 Miller St,1,u," $330,000.00 ",S,Nelson,6/05/2017,3.5,3068,1,1,1,0,32,1970,Moreland City Council,-37.777,144.9836,Northern Metropolitan,6244,,
Flemington,10 Dartford St,3,h," $1,250,000.00 ",S,McDonald,6/05/2017,4.4,3031,3,2,2,226,140,2002,Melbourne City Council,-37.7824,144.9243,Northern Metropolitan,3593,,
Glenroy,1 Meadowbank St,3,h," $780,000.00 ",PI,Brad,6/05/2017,13,3046,3,1,2,742,101,1970,Moreland City Council,-37.702,144.9538,Northern Metropolitan,8870,,
Glenroy,6/5 Murrell St,2,t," $420,000.00 ",VB,Brad,6/05/2017,13,3046,2,2,1,1137,82,2009,Moreland City Council,-37.7045,144.9204,Northern Metropolitan,8870,,
Glenroy,19 Wheatsheaf Rd,3,h," $895,000.00 ",S,Barry,6/05/2017,13,3046,3,1,2,697,148,1955,Moreland City Council,-37.7097,144.9256,Northern Metropolitan,8870,,
Malvern,5/11 Johnstone St,1,u," $365,000.00 ",SP,hockingstuart,6/05/2017,7.4,3144,1,1,1,0,46,1960,Stonnington City Council,-37.8691,145.0345,Southern Metropolitan,4675,,
Malvern East,32 Chadstone Rd,3,h," $2,250,000.00 ",S,Fletchers,6/05/2017,11.2,3145,3,1,2,840,170,1950,Stonnington City Council,-37.883,145.0791,Southern Metropolitan,8801,,
Murrumbeena,7 Merrimu St,4,h," $1,656,000.00 ",S,Mandy,6/05/2017,12.1,3163,4,2,2,651,199,1940,Glen Eira City Council,-37.8879,145.0768,Southern Metropolitan,4442,,
Newport,28 Agg St,4,h," $1,230,000.00 ",SP,Gunn&Co,6/05/2017,8.4,3015,4,2,1,402,146,1925,Hobsons Bay City Council,-37.8433,144.8774,Western Metropolitan,5498,,
Newport,74 Challis St,4,h," $1,560,000.00 ",S,Village,6/05/2017,8.4,3015,4,2,3,480,235,1940,Hobsons Bay City Council,-37.8439,144.8733,Western Metropolitan,5498,,
Northcote,12/412 High St,2,u," $680,000.00 ",SP,McGrath,6/05/2017,5.5,3070,2,2,1,1106,70,2009,Darebin City Council,-37.7679,144.9994,Northern Metropolitan,11364,,
Oak Park,15 Kiama St,2,t," $600,000.00 ",S,Nelson,6/05/2017,11.5,3046,2,1,1,161,112,2015,Moreland City Council,-37.712,144.9175,Northern Metropolitan,2651,,
Pascoe Vale,62 Devon Rd,3,h," $755,000.00 ",S,Nelson,6/05/2017,9.9,3044,3,2,2,294,110,1950,Moreland City Council,-37.7215,144.9251,Northern Metropolitan,7485,,
Port Melbourne,281 Esplanade East,3,h," $1,400,000.00 ",S,Marshall,6/05/2017,3.8,3207,3,3,0,92,105,1910,Melbourne City Council,-37.8368,144.9463,Southern Metropolitan,8648,,
Preston,14 West St,3,h," $1,190,000.00 ",S,Barry,6/05/2017,8.8,3072,3,2,2,572,118,1935,Darebin City Council,-37.736,145.0033,Northern Metropolitan,14577,,
Reservoir,18 Zinnia St,3,h," $595,000.00 ",SP,Barry,6/05/2017,11.2,3073,3,1,1,490,116,1970,Darebin City Council,-37.7152,144.9817,Northern Metropolitan,21650,,
Richmond,49 Garfield St,2,t," $950,000.00 ",VB,hockingstuart,6/05/2017,2.6,3121,2,1,1,113,118,2012,Yarra City Council,-37.8119,144.9947,Northern Metropolitan,14949,,
Richmond,4/39 Hunter St,2,u," $1,226,000.00 ",S,hockingstuart,6/05/2017,2.6,3121,2,1,1,826,99,1996,Yarra City Council,-37.821,145.0054,Northern Metropolitan,14949,,
Richmond,118 Somerset St,3,h," $1,214,000.00 ",S,Nelson,6/05/2017,2.6,3121,3,1,0,176,106,1900,Yarra City Council,-37.8162,145.006,Northern Metropolitan,14949,,
South Melbourne,20 Glover St,3,h," $2,240,000.00 ",S,Greg,6/05/2017,2.1,3205,3,2,1,197,168,1900,Port Phillip City Council,-37.8395,144.9489,Southern Metropolitan,5943,,
Strathmore,18 Strathaird St,4,h," $810,000.00 ",PI,Nelson,6/05/2017,9.7,3041,4,1,1,543,137,1960,Moonee Valley City Council,-37.7199,144.9044,Western Metropolitan,3284,,
Sunshine,54 Ardoyne St,3,h," $940,000.00 ",S,Douglas,6/05/2017,12.6,3020,3,2,2,572,190,1950,Brimbank City Council,-37.7966,144.8256,Western Metropolitan,3755,,
Sunshine,138 Devonshire Rd,4,h," $726,000.00 ",S,YPA,6/05/2017,12.6,3020,4,2,0,567,95,1950,Brimbank City Council,-37.7866,144.8458,Western Metropolitan,3755,,
Sunshine West,32 Killara St,3,h," $716,000.00 ",S,Barry,6/05/2017,13.5,3020,3,1,1,534,120,1975,Brimbank City Council,-37.7886,144.821,Western Metropolitan,6763,,
West Footscray,61 Clive St,4,h," $1,435,000.00 ",S,Village,6/05/2017,8.2,3012,4,2,2,523,244,1915,Maribyrnong City Council,-37.798,144.8728,Western Metropolitan,5058,,
West Footscray,4/8 Margot St,2,h," $470,000.00 ",SP,Greg,6/05/2017,8.2,3012,2,1,1,0,77,1975,Maribyrnong City Council,-37.8088,144.8715,Western Metropolitan,5058,,
West Footscray,6/350 Somerville Rd,2,h," $502,000.00 ",S,Sweeney,6/05/2017,8.2,3012,2,1,1,2701,79,2011,Maribyrnong City Council,-37.8109,144.8684,Western Metropolitan,5058,,
Williamstown,44 Electra St,4,h," $2,165,000.00 ",SP,Greg,6/05/2017,8,3016,4,2,2,450,190,1910,Hobsons Bay City Council,-37.861,144.8985,Western Metropolitan,6380,,
Williamstown,8 Jobson St,3,h," $1,245,000.00 ",S,hockingstuart,6/05/2017,8,3016,3,2,2,292,117,1980,Hobsons Bay City Council,-37.8575,144.8922,Western Metropolitan,6380,,
Williamstown,73a Victoria St,4,h," $2,075,000.00 ",SP,Greg,6/05/2017,8,3016,4,3,2,324,229,2009,Hobsons Bay City Council,-37.8622,144.8884,Western Metropolitan,6380,,
Yarraville,8 Gordon Pde,3,h," $990,000.00 ",S,Jas,6/05/2017,7,3013,3,1,2,340,119,1940,Maribyrnong City Council,-37.8227,144.8827,Western Metropolitan,6543,,
Aberfeldie,2 Derry St,4,h," $1,740,000.00 ",PI,Nelson,29/04/2017,9.1,3040,4,2,2,746,161,1950,Moonee Valley City Council,-37.7595,144.8993,Western Metropolitan,1543,,
Albert Park,46 Withers St,2,h," $1,190,000.00 ",S,RT,29/04/2017,3.3,3206,2,1,0,111,70,1915,Port Phillip City Council,-37.8445,144.9489,Southern Metropolitan,3280,,
Altona North,23 Rymill Ct,3,h," $910,000.00 ",S,hockingstuart,29/04/2017,11.1,3025,3,1,3,535,132,1970,Hobsons Bay City Council,-37.8322,144.8399,Western Metropolitan,5132,,
Armadale,6/581 Orrong Rd,1,u," $405,000.00 ",S,Marshall,29/04/2017,6.3,3143,1,1,0,0,48,1966,Stonnington City Council,-37.8531,145.0115,Southern Metropolitan,4836,,
Bentleigh,52a Tucker Rd,2,u," $725,000.00 ",S,Buxton,29/04/2017,13,3204,2,1,1,0,115,2006,Glen Eira City Council,-37.9296,145.0498,Southern Metropolitan,6795,,
Bentleigh East,2/16 Argyle St,2,u," $535,000.00 ",SP,hockingstuart,29/04/2017,13.9,3165,2,1,1,1026,68.11,1970,Glen Eira City Council,-37.911,145.0711,Southern Metropolitan,10969,,
Bentleigh East,15 Lilac St,4,h," $1,292,000.00 ",S,Woodards,29/04/2017,13.9,3165,4,1,2,587,161,1950,Glen Eira City Council,-37.9194,145.057,Southern Metropolitan,10969,,
Bentleigh East,978 North Rd,3,h," $959,000.00 ",S,Ray,29/04/2017,13.9,3165,3,2,2,557,119,1960,Glen Eira City Council,-37.9076,145.068,Southern Metropolitan,10969,,
Brighton East,7 Holmhurst Ct,4,t," $1,700,000.00 ",PI,Hodges,29/04/2017,10.7,3187,4,3,2,312,118,1950,Bayside City Council,-37.9295,145.0144,Southern Metropolitan,6938,,
Brighton East,55 Milroy St,5,h," $1,900,000.00 ",PI,Hodges,29/04/2017,10.7,3187,5,3,2,583,271,2009,Bayside City Council,-37.9057,145.0101,Southern Metropolitan,6938,,
Brighton East,7/36 Union St,3,t," $972,000.00 ",S,Gary,29/04/2017,10.7,3187,3,2,1,119,160,2000,Bayside City Council,-37.9084,145.0118,Southern Metropolitan,6938,,
Brunswick West,4/17 Howson St,2,h," $545,000.00 ",VB,Jellis,29/04/2017,5.9,3055,2,1,1,0,59,1970,Moreland City Council,-37.7711,144.9487,Northern Metropolitan,7082,,
Brunswick West,141 Pearson St,4,h," $1,205,000.00 ",S,Nelson,29/04/2017,5.9,3055,4,2,2,518,160,1980,Moreland City Council,-37.7606,144.9499,Northern Metropolitan,7082,,
Burwood,46 Cumming St,4,h," $1,601,000.00 ",S,McGrath,29/04/2017,11.7,3125,4,2,1,863,165,1940,Monash City Council,-37.8539,145.1127,Southern Metropolitan,5678,,
Burwood,19 Pearce St,5,h," $1,225,000.00 ",S,Buxton,29/04/2017,11.7,3125,5,1,2,633,182,1960,Monash City Council,-37.8557,145.1285,Southern Metropolitan,5678,,
Carnegie,1/4 Kokaribb Rd,3,u," $577,000.00 ",S,hockingstuart,29/04/2017,11.4,3163,3,1,1,0,84,1965,Glen Eira City Council,-37.8866,145.0561,Southern Metropolitan,7822,,
Caulfield North,14/378 Dandenong Rd,2,u," $742,500.00 ",S,Gary,29/04/2017,8.1,3161,2,2,1,0,85,2011,Glen Eira City Council,-37.8607,145.0116,Southern Metropolitan,6923,,
Caulfield South,3/178 Sycamore St,2,u," $490,000.00 ",S,hockingstuart,29/04/2017,9.3,3162,2,1,1,0,61,1960,Glen Eira City Council,-37.8906,145.0259,Southern Metropolitan,5051,,
Coburg,14 Alice St,3,h," $990,000.00 ",S,Barry,29/04/2017,7.8,3058,3,1,3,414,153.1,1930,Darebin City Council,-37.7432,144.9573,Northern Metropolitan,11204,,
Coburg,1 Balloan St,6,h," $1,455,000.00 ",S,Brad,29/04/2017,7.8,3058,6,3,4,768,285,1997,Darebin City Council,-37.7397,144.9603,Northern Metropolitan,11204,,
Coburg,3 Beckwith St,3,h," $1,250,000.00 ",S,Nelson,29/04/2017,7.8,3058,3,2,2,500,148,1900,Darebin City Council,-37.7382,144.9653,Northern Metropolitan,11204,,
Coburg,24 Florence St,5,h," $1,790,000.00 ",S,Jellis,29/04/2017,7.8,3058,5,3,2,635,108,1920,Darebin City Council,-37.7516,144.9593,Northern Metropolitan,11204,,
Coburg,4/34 Gladstone St,2,u," $650,000.00 ",S,Barry,29/04/2017,7.8,3058,2,1,1,136,81,1975,Darebin City Council,-37.7449,144.9754,Northern Metropolitan,11204,,
Coburg,69 Victoria St,3,t," $720,000.00 ",PI,C21,29/04/2017,7.8,3058,3,2,2,531,112,2016,Darebin City Council,-37.7424,144.9571,Northern Metropolitan,11204,,
Coburg,69 Victoria St,3,t," $720,000.00 ",PI,Century,29/04/2017,7.8,3058,3,2,2,531,112,2016,Darebin City Council,-37.7424,144.9571,Northern Metropolitan,11204,,
Doncaster,9 Arthur St,3,h," $1,355,000.00 ",S,Barry,29/04/2017,13.9,3108,3,1,1,814,120,1965,Manningham City Council,-37.7909,145.1309,Eastern Metropolitan,9028,,
Essendon,4/11 Stanley St,1,u," $426,500.00 ",S,Brad,29/04/2017,8,3040,1,1,1,62,53,1960,Moonee Valley City Council,-37.7578,144.9134,Western Metropolitan,9264,,
