Suburb,Type,Price,Date,Distance,Bedroom,Bathroom,Car,Landsize,BuildingArea,Lattitude,Longtitude,Buildingage,Pricepermeterland,Pricepermeterbuilding,Priceperbedroom,Priceperdistance,Priceperage,,Pricelandratio,Landbuildingratio
Carlton,h,1760000,26/08/2017,1.6,3,1,1,532,112,-37.731,144.77387,46,996.2406015,4732.142857,176666.6667,37857.14286,38260.86957,,3308.270677,4.75
Carnegie,h,1400000,26/08/2017,10.1,3,1,2,608,138,-37.82583,145.20608,46,1562.5,6884.057971,316666.6667,55232.55814,30434.78261,,2302.631579,4.405797101
Carnegie,u,456000,26/08/2017,10.1,4,2,3,596,136,-37.80827,145.18099,46,1845.637584,8088.235294,275000,71428.57143,9913.043478,,765.1006711,4.382352941
Caulfield South,u,790000,26/08/2017,8.7,3,1,2,614,110,-37.73074,144.78925,46,920.1954397,5136.363636,188333.3333,40357.14286,17173.91304,,1286.644951,5.581818182
Chadstone,u,851500,26/08/2017,11.7,2,1,1,158,69,-37.845,145.25624,46,3291.139241,7536.231884,260000,22413.7931,18510.86957,,5389.240506,2.289855072
Chadstone,h,920000,26/08/2017,11.7,4,2,4,719,200,-37.86434,145.25739,46,1140.472879,4100,205000,32800,20000,,1279.554937,3.595
Chadstone,t,865000,26/08/2017,11.7,4,2,2,974,200,-37.79189,145.29661,46,888.0903491,4325,216250,37608.69565,18804.34783,,888.0903491,4.87
Cheltenham,h,1300000,26/08/2017,17.9,4,2,2,531,138,-37.71368,144.82082,46,1195.856874,4601.449275,158750,43793.10345,28260.86957,,2448.210923,3.847826087
Clifton Hill,h,2440000,26/08/2017,3.6,4,1,3,0,158,-37.70695,144.88514,46, ,3708.860759,146500,45426.35659,53043.47826,,#DIV/0!,0
Coburg,t,704000,26/08/2017,6.7,4,2,1,581,163,-37.76421,144.85594,46,1607.57315,5730.06135,233500,98315.78947,15304.34783,,1211.703959,3.564417178
Coburg North,h,601000,26/08/2017,6.7,1,1,1,60,53,-37.87972,145.03351,46,6016.666667,6811.320755,361000,46282.05128,13065.21739,,10016.66667,1.132075472
Coburg North,t,650000,26/08/2017,6.7,2,1,2,419,135,-37.7398,144.80348,46,1455.847255,4518.518519,305000,43571.42857,14130.43478,,1551.312649,3.103703704
Croydon,h,1188000,26/08/2017,23,3,2,0,830,135,-37.75079,145.20617,46,995.1807229,6118.518519,275333.3333,39146.91943,25826.08696,,1431.325301,6.148148148
Croydon,u,630000,26/08/2017,23,3,1,2,466,107,-37.87019,144.7843,46,1330.472103,5794.392523,206666.6667,40000,13695.65217,,1351.93133,4.355140187
Croydon,h,905000,26/08/2017,23,2,1,2,0,86,-37.88415,145.0514,46, ,9255.813953,398000,78811.88119,19673.91304,,#DIV/0!,0
Doncaster East,h,1370000,26/08/2017,14.3,5,3,2,851,215,-37.78109,145.13745,46,1797.884841,7116.27907,306000,123387.0968,29782.6087,,1609.87074,3.958139535
Doncaster East,t,850000,26/08/2017,14.3,5,2,3,650,152,-37.90383,145.17166,46,1818.461538,7776.315789,236400,70778.44311,18478.26087,,1307.692308,4.276315789
East Melbourne,u,303500,26/08/2017,1.3,4,2,2,650,163,-37.73435,144.8768,46,1738.461538,6932.515337,282500,108653.8462,6597.826087,,466.9230769,3.987730061
Essendon,h,2335000,26/08/2017,7.5,3,2,2,918,145,-37.794,145.24636,46,961.328976,6086.206897,294166.6667,44346.73367,50760.86957,,2543.572985,6.331034483
Essendon North,t,820000,26/08/2017,8.2,2,1,1,0,60,-37.79627,144.99229,46, ,9333.333333,280000,280000,17826.08696,,#DIV/0!,0
Fitzroy,h,1311000,26/08/2017,2.1,5,2,2,648,250,-37.77033,145.1214,46,2175.925926,5640,282000,113709.6774,28500,,2023.148148,2.592
Glen Waverley,u,625000,26/08/2017,16.7,3,2,1,646,170,-37.78758,145.16792,46,2137.770898,8123.529412,460333.3333,96573.42657,13586.95652,,967.4922601,3.8
Glenroy,t,582000,26/08/2017,11.2,2,1,1,63,75,-37.86933,144.81704,46,7269.84127,6106.666667,229000,41636.36364,12652.17391,,9238.095238,0.84
Gowanbrae,t,655000,26/08/2017,12.9,4,2,2,656,193,-37.82778,145.28958,46,1371.95122,4663.212435,225000,38793.10345,14239.13043,,998.4756098,3.398963731
Highett,u,680500,26/08/2017,16,3,1,2,539,104,-37.71296,144.82223,46,1258.812616,6524.038462,226166.6667,46793.10345,14793.47826,,1262.523191,5.182692308
Keilor Downs,h,700000,26/08/2017,15.5,4,3,4,534,176,-37.85298,145.23935,46,1732.209738,5255.681818,231250,62925.17007,15217.3913,,1310.861423,3.034090909
Keilor East,h,960000,26/08/2017,11.7,5,5,2,757,503,-37.8875,145.14467,46,3196.82959,4811.133201,484000,170422.5352,20869.56522,,1268.163804,1.504970179
Kilsyth,h,803000,26/08/2017,26,4,2,3,600,183,-37.76482,144.83375,46,1108.333333,3633.879781,166250,63333.33333,17456.52174,,1338.333333,3.278688525
Knoxfield,h,704000,26/08/2017,23.3,3,1,2,554,125,-37.73522,144.82044,46,1032.490975,4576,190666.6667,40857.14286,15304.34783,,1270.758123,4.432
Maribyrnong,t,1625000,26/08/2017,4.3,3,2,2,509,160,-37.84739,145.3024,46,1415.520629,4503.125,240166.6667,28820,35326.08696,,3192.534381,3.18125
Mitcham,u,651000,26/08/2017,17.2,3,2,2,529,132,-37.97122,145.08125,46,1625.708885,6515.151515,286666.6667,48044.69274,14152.17391,,1230.623819,4.007575758
Mitcham,h,735000,26/08/2017,17.2,4,2,1,515,160,-37.75485,144.9684,46,2372.815534,7637.5,305500,182388.0597,15978.26087,,1427.184466,3.21875
Mitcham,u,907800,26/08/2017,17.2,5,2,2,983,200,-37.79189,145.29661,46,895.2187182,4400,176000,38260.86957,19734.78261,,923.4994914,4.915
Mitcham,h,1010000,26/08/2017,17.2,3,1,1,550,115,-37.75486,144.8655,46,1636.363636,7826.086957,300000,94736.84211,21956.52174,,1836.363636,4.782608696
Mount Waverley,h,1028800,26/08/2017,14.2,4,3,2,843,219,-37.8511,145.2321,46,1287.069988,4954.3379,271250,73809.52381,22365.21739,,1220.403321,3.849315068
Mount Waverley,h,1761000,26/08/2017,14.2,5,3,2,534,107,-37.75177,144.80173,46,1161.048689,5794.392523,124000,44285.71429,38282.6087,,3297.752809,4.990654206
Mount Waverley,h,1470000,26/08/2017,14.2,3,2,2,719,168,-37.85255,145.25799,46,1198.887344,5130.952381,287333.3333,37155.17241,31956.52174,,2044.506259,4.279761905
Mount Waverley,h,1430000,26/08/2017,14.2,4,2,2,564,180,-37.73288,144.87252,46,1728.723404,5416.666667,243750,83333.33333,31086.95652,,2535.460993,3.133333333
Mount Waverley,h,1840000,26/08/2017,14.2,3,1,2,409,132,-37.76406,144.86071,46,1784.841076,5530.30303,243333.3333,76842.10526,40000,,4498.777506,3.098484848
Niddrie,h,1521000,26/08/2017,10.4,5,3,2,677,284,-37.88385,145.15088,46,2596.750369,6190.140845,351600,105269.4611,33065.21739,,2246.676514,2.383802817
Niddrie,h,845000,26/08/2017,10.4,4,2,2,671,164,-37.88618,145.14701,46,2174.366617,8896.341463,364750,87365.26946,18369.56522,,1259.314456,4.091463415
North Melbourne,t,770000,26/08/2017,1.8,5,3,2,743,283,-37.89949,145.06272,46,2193.808883,5759.717314,326000,161386.1386,16739.13043,,1036.339166,2.625441696
North Melbourne,h,1080000,26/08/2017,1.8,3,2,4,652,153,-37.79769,145.15029,46,1917.177914,8169.934641,416666.6667,87412.58741,23478.26087,,1656.441718,4.261437908
Northcote,h,1118000,26/08/2017,5.3,4,4,2,658,105,-37.89237,145.22191,46,2063.829787,12933.33333,339500,61171.17117,24304.34783,,1699.088146,6.266666667
Notting Hill,t,570500,26/08/2017,16.7,3,2,1,611,113,-37.7496,144.80748,46,1039.279869,5619.469027,211666.6667,45357.14286,12402.17391,,933.7152209,5.407079646
Nunawading,h,805000,26/08/2017,15.4,3,1,2,441,107,-37.8454,144.84711,46,1587.301587,6542.056075,233333.3333,74468.08511,17500,,1825.396825,4.121495327
Nunawading,u,710000,26/08/2017,15.4,3,2,2,722,262,-37.77459,145.14123,46,2072.022161,5709.923664,498666.6667,96516.12903,15434.78261,,983.3795014,2.755725191
Oakleigh,h,1360000,26/08/2017,12.3,2,1,1,177,85,-37.7935,145.0679,46,,,342500,,29565.21739,,7683.615819,2.082352941
Ormond,h,1870000,26/08/2017,11.4,3,2,2,648,193,-37.8547,145.0771,46,,,643666.6667,,40652.17391,,2885.802469,3.357512953
Pascoe Vale,h,1260000,26/08/2017,8.5,2,2,1,191,151,-37.813,145.0167,46,,,527500,,27391.30435,,6596.858639,1.264900662
Pascoe Vale,t,636500,26/08/2017,8.5,4,3,2,712,237,-37.8034,145.0527,46,,,571500,,13836.95652,,893.9606742,3.004219409
Pascoe Vale,t,745000,26/08/2017,8.5,2,1,1,0,80,-37.805,145.0294,46,,,295000,,16195.65217,,#DIV/0!,0
Port Melbourne,t,2455000,26/08/2017,3.5,2,1,1,101,105,-37.8263,145.0962,46,,,300000,,53369.56522,,24306.93069,0.961904762
Prahran,h,1365000,26/08/2017,4.6,3,2,1,144,107,-37.8435,145.0497,46,,,311666.6667,,29673.91304,,9479.166667,1.345794393
Preston,h,910000,26/08/2017,8.4,2,1,1,131,76,-37.84716,145.07351,46,,,338500,,19782.6087,,6946.564885,1.723684211
Preston,h,950000,26/08/2017,8.4,2,1,1,0,109,-37.81439,145.04237,46,,,471000,,20652.17391,,#DIV/0!,0
Preston,u,810000,26/08/2017,8.4,2,1,1,136,76,-37.80626,145.08776,46,,,362500,,17608.69565,,5955.882353,1.789473684
Preston,t,761000,26/08/2017,8.4,3,2,2,0,139,-37.82452,145.02204,46,,,495000,,16543.47826,,#DIV/0!,0
Reservoir,h,800000,26/08/2017,12,1,1,1,0,62,-37.7463,144.9635,45, ,3887.096774,241000,30897.4359,17777.77778,,#DIV/0!,0
Reservoir,u,625500,26/08/2017,12,1,1,0,0,64,-37.8127,144.9627,45, ,6031.25,386000,137857.1429,13900,,#DIV/0!,0
Richmond,h,2700000,26/08/2017,2.4,3,3,2,539,162,-37.7444,144.8847,45,2003.710575,6666.666667,360000,96428.57143,60000,,5009.276438,3.327160494
Ringwood East,h,937000,26/08/2017,21.3,3,1,1,102,95,-37.736,144.9665,45,5882.352941,6315.789474,200000,76923.07692,20822.22222,,9186.27451,1.073684211
Ringwood North,h,965000,26/08/2017,19.9,2,1,1,72,69,-37.8542,145.0024,45,7638.888889,7971.014493,275000,122222.2222,21444.44444,,13402.77778,1.043478261
Sandringham,h,1490000,26/08/2017,15.2,2,1,1,0,86,-37.81267,144.96273,45, ,8372.093023,360000,#DIV/0!,33111.11111,,#DIV/0!,0
Seddon,h,1502000,26/08/2017,5.1,3,2,4,832,209,-37.85973,145.18223,45,1406.25,5598.086124,390000,68023.25581,33377.77778,,1805.288462,3.980861244
South Melbourne,u,580000,26/08/2017,1.9,2,1,1,0,84,-37.7647,144.9412,44, ,5916.666667,248500,84237.28814,13181.81818,,#DIV/0!,0
St Albans,h,537000,26/08/2017,14,2,1,2,161,700,-37.7905,144.8714,44,3074.534161,707.1428571,247500,60365.85366,12204.54545,,3335.403727,0.23
St Kilda,u,715000,26/08/2017,5,4,2,2,689,25,-37.7345,144.9196,44,1857.764877,51200,320000,131958.7629,16250,,1037.735849,27.56
St Kilda,u,350000,26/08/2017,5,4,1,5,445,139,-37.8228,144.8769,44,2214.606742,7089.928058,246375,140785.7143,7954.545455,,786.5168539,3.201438849
St Kilda,u,460000,26/08/2017,5,1,1,1,845,45,-37.7469,144.9206,44,366.8639053,6888.888889,310000,38750,10454.54545,,544.3786982,18.77777778
Strathmore,h,1848000,26/08/2017,8.2,2,1,1,0,72.9,-37.86824,145.03504,44, ,8120.713306,296000,100338.9831,42000,,#DIV/0!,0
Sunshine,h,717500,26/08/2017,10.5,3,2,2,651,162,-37.79638,145.24268,44,1397.849462,5617.283951,303333.3333,45728.64322,16306.81818,,1102.150538,4.018518519
Sunshine West,h,682000,26/08/2017,10.5,3,2,2,605,126,-37.8101,145.21697,44,1157.024793,5555.555556,233333.3333,35175.8794,15500,,1127.272727,4.801587302
Taylors Lakes,t,433000,26/08/2017,15.5,4,2,2,739,225,-37.89109,145.26128,44,1190.798376,3911.111111,220000,35483.87097,9840.909091,,585.9269283,3.284444444
Templestowe,t,790000,26/08/2017,15.5,2,1,1,122,97,-37.8124,145.0916,44,,,403000,,17954.54545,,6475.409836,1.257731959
Templestowe,h,1753000,26/08/2017,15.5,3,2,1,0,114,-37.80495,145.04949,44,,,335666.6667,,39840.90909,,#DIV/0!,0
Templestowe Lower,h,1400000,26/08/2017,12.4,5,3,4,923,317,-37.83297,145.10195,44,,,465000,,31818.18182,,1516.793066,2.911671924
Thornbury,u,428000,26/08/2017,7,3,2,2,683,232,-37.775,144.932,43,1961.93265,5775.862069,446666.6667,227118.6441,9953.488372,,626.6471449,2.943965517
Thornbury,h,1271000,26/08/2017,7,3,1,2,277,135,-37.8978,145.0624,43,3104.693141,6370.37037,286666.6667,75438.59649,29558.13953,,4588.447653,2.051851852
Toorak,u,631000,26/08/2017,4.1,3,1,6,655,146,-37.8022,144.8235,43,688.5496183,3089.041096,150333.3333,33407.40741,14674.4186,,963.3587786,4.48630137
Tullamarine,u,530000,26/08/2017,12.9,3,1,2,546,99,-37.7555,144.8295,43,879.1208791,4848.484848,160000,36090.22556,12325.5814,,970.6959707,5.515151515
Tullamarine,h,540000,26/08/2017,12.9,4,2,2,657,221,-37.7624,145.1175,43,1828.006088,5434.38914,300250,87028.98551,12558.13953,,821.9178082,2.972850679
Tullamarine,u,290000,26/08/2017,12.9,2,1,1,0,62,-37.773,144.9303,43, ,6967.741935,216000,73220.33898,6744.186047,,#DIV/0!,0
Vermont South,t,931000,26/08/2017,17.2,4,2,1,540,188,-37.7482,144.877,43,1511.111111,4340.425532,204000,63750,21651.16279,,1724.074074,2.872340426
Wantirna,h,951000,26/08/2017,14.7,3,1,4,802,183.97,-37.72343,144.81411,43,685.7855362,2989.617872,183333.3333,35483.87097,22116.27907,,1185.785536,4.359406425
Wantirna South,h,1330000,26/08/2017,14.7,3,2,2,798,160,-37.77655,145.15387,43,1917.293233,9562.5,510000,106993.007,30930.23256,,1666.666667,4.9875
West Footscray,t,655000,26/08/2017,6.4,5,2,2,698,246,-37.8921,145.19118,43,1561.604585,4430.894309,218000,65269.46108,15232.55814,,938.3954155,2.837398374
Wheelers Hill,h,1245000,26/08/2017,16.7,4,2,0,539,192,-37.83459,145.21264,43,1818.181818,5104.166667,245000,56976.74419,28953.48837,,2309.833024,2.807291667
Williamstown,h,1170000,26/08/2017,6.8,4,2,4,556,250,-37.72026,144.83143,43,2023.381295,4500,281250,77586.2069,27209.30233,,2104.316547,2.224
Yarraville,h,1050000,26/08/2017,6.3,4,1,2,546,149,-37.744,144.7672,43,1025.641026,3758.389262,140000,40000,24418.60465,,1923.076923,3.66442953
Albion,h,905000,3/09/2017,10.5,3,2,3,918,201,-37.77519,145.29741,43,925.9259259,4228.855721,283333.3333,36956.52174,21046.51163,,985.83878,4.567164179
Altona North,h,1070000,3/09/2017,9.4,3,2,2,474,170,-37.94964,145.01593,43,3797.468354,10588.23529,600000,118421.0526,24883.72093,,2257.383966,2.788235294
Armadale,h,5100000,3/09/2017,6.3,5,3,2,895,145,-37.89524,145.1587,43,910.6145251,5620.689655,163000,48802.39521,118604.6512,,5698.324022,6.172413793
Armadale,u,450000,3/09/2017,6.3,3,2,2,289,122,-37.8726,144.9782,42,6574.394464,15573.77049,633333.3333,311475.4098,10714.28571,,1557.093426,2.368852459
Ascot Vale,h,985000,3/09/2017,4.3,3,2,2,749,180,-37.72321,144.80882,42,981.3084112,4083.333333,245000,47419.35484,23452.38095,,1315.086782,4.161111111
Bayswater,h,824000,3/09/2017,23.2,3,1,1,864,105,-37.784,145.27006,42,989.5833333,8142.857143,285000,37173.91304,19619.04762,,953.7037037,8.228571429
Bentleigh East,h,1140000,3/09/2017,13.8,4,2,2,616,158,-37.83624,145.14265,42,2029.220779,7911.392405,312500,93283.58209,27142.85714,,1850.649351,3.898734177
Bentleigh East,h,1470000,3/09/2017,13.8,3,2,2,608,162,-37.84767,145.15369,42,1935.855263,7265.432099,392333.3333,80068.02721,35000,,2417.763158,3.75308642
Black Rock,h,1950000,3/09/2017,17.3,4,5,2,480,147,-37.8117,145.0449,42,,,820000,,46428.57143,,4062.5,3.265306122
Blackburn,h,1350000,3/09/2017,13.4,5,4,2,355,25,-37.812,145.1074,42,,,280000,,32142.85714,,3802.816901,14.2
Blackburn North,h,1375000,3/09/2017,13.4,2,1,1,122,74,-37.7261,144.9961,41,3196.721311,5270.27027,195000,34821.42857,33536.58537,,11270.4918,1.648648649
Box Hill,h,1820000,3/09/2017,10.9,2,1,0,0,80,-37.7591,145.0211,41, ,6312.5,252500,77692.30769,44390.2439,,#DIV/0!,0
Brighton East,h,2515000,3/09/2017,10.3,6,3,2,976,186,-37.7239,144.8735,41,742.8278689,3897.849462,120833.3333,53703.7037,61341.46341,,2576.844262,5.247311828
Brunswick,h,800000,3/09/2017,5.2,3,2,3,672,132,-37.7465,144.876,41,1148.809524,5848.484848,257333.3333,60312.5,19512.19512,,1190.47619,5.090909091
Brunswick East,h,1023000,3/09/2017,4,4,2,2,776,268,-37.7502,144.8745,41,1301.546392,3768.656716,252500,78906.25,24951.21951,,1318.298969,2.895522388
Bulleen,u,820000,3/09/2017,10.8,3,2,2,129,120,-37.824,145.0052,41,8643.410853,9291.666667,371666.6667,428846.1538,20000,,6356.589147,1.075
Carlton North,h,1520000,3/09/2017,3.5,2,1,1,0,72,-37.8536,144.8981,41, ,7131.944444,256750,64187.5,37073.17073,,#DIV/0!,0
Caulfield East,h,1609000,3/09/2017,8.4,3,2,2,297,193,-37.9124,145.0132,41,4141.414141,6373.056995,410000,114953.271,39243.90244,,5417.508418,1.538860104
Cheltenham,h,1295000,3/09/2017,17.9,2,1,1,0,60,-37.8986,145.0567,41, ,7250,217500,38157.89474,31585.36585,,#DIV/0!,0
Clayton,h,1238888,3/09/2017,16.7,3,2,2,554,129,-37.7212,144.8598,41,1021.66065,4387.596899,188666.6667,39034.48276,30216.78049,,2236.259928,4.294573643
Clifton Hill,h,1436000,3/09/2017,3.6,2,1,1,76,79,-37.91,145.0842,41,6513.157895,6265.822785,247500,35611.51079,35024.39024,,18894.73684,0.962025316
Coburg,t,685000,3/09/2017,6.7,4,2,2,497,179,-37.7903,144.8639,41,1710.261569,4748.603352,212500,103658.5366,16707.31707,,1378.269618,2.776536313
Coburg,h,550000,3/09/2017,6.7,3,1,1,250,105,-37.9087,145.0537,41,3340,7952.380952,278333.3333,60071.94245,13414.63415,,2200,2.380952381
Coburg,h,1210000,3/09/2017,6.7,2,1,1,85,84,-37.7732,144.8927,41,4800,4857.142857,204000,46896.55172,29512.19512,,14235.29412,1.011904762
Coburg,t,631000,3/09/2017,6.7,2,1,1,141,81,-37.7149,145.0009,41,3007.092199,5234.567901,212000,37857.14286,15390.2439,,4475.177305,1.740740741
Croydon,u,640000,3/09/2017,23,3,2,2,211,46,-37.734,144.9145,41,5118.483412,23478.26087,360000,111340.2062,15609.7561,,3033.175355,4.586956522
Croydon,h,730000,3/09/2017,23,3,1,2,558,105,-37.7305,144.8646,41,1218.637993,6476.190476,226666.6667,53125,17804.87805,,1308.243728,5.314285714
Croydon Hills,h,790000,3/09/2017,23,4,2,2,369,250,-37.8576,144.8992,41,3523.03523,5200,325000,162500,19268.29268,,2140.921409,1.476
Croydon Hills,h,1000000,3/09/2017,23,3,2,4,530,186,-37.7375,144.8282,41,1098.113208,3129.032258,194000,38800,24390.2439,,1886.792453,2.849462366
Croydon North,h,857000,3/09/2017,23,3,2,2,570,163,-37.7367,144.8246,41,956.1403509,3343.558282,181666.6667,36333.33333,20902.43902,,1503.508772,3.496932515
Derrimut,h,850000,3/09/2017,14.7,2,1,1,78,130,-37.8262,144.8677,41,5384.615385,3230.769231,210000,46153.84615,20731.70732,,10897.4359,0.6
Doncaster,h,1275000,3/09/2017,12.4,2,1,1,186,110,-37.8947,145.0722,41,4008.064516,6777.272727,372750,61611.57025,31097.56098,,6854.83871,1.690909091
Doncaster East,t,1175000,3/09/2017,14.3,2,1,1,161,89,-37.8955,145.073,41,4596.273292,8314.606742,370000,61157.02479,28658.53659,,7298.136646,1.808988764
Doncaster East,h,937000,3/09/2017,14.3,3,1,1,371,100,-37.735,144.9558,41,2345.013477,8700,290000,111538.4615,22853.65854,,2525.606469,3.71
Doncaster East,u,800000,3/09/2017,14.3,2,1,1,0,73,-37.835,145.0002,41, ,6849.315068,250000,151515.1515,19512.19512,,#DIV/0!,0
Doncaster East,h,1701000,3/09/2017,14.3,2,1,1,0,48,-37.7794,144.989,41, ,12541.66667,301000,172000,41487.80488,,#DIV/0!,0
Elwood,u,670000,3/09/2017,7.2,2,1,1,0,75,-37.777,144.9838,41, ,8666.666667,325000,185714.2857,16341.46341,,#DIV/0!,0
Essendon,h,1620000,3/09/2017,7.5,4,2,2,544,233,-37.7479,144.8763,41,1345.588235,3141.630901,183000,57187.5,39512.19512,,2977.941176,2.334763948
Essendon,t,1185000,3/09/2017,7.5,1,1,1,0,50,-37.7652,144.9116,41, ,6720,336000,48695.65217,28902.43902,,#DIV/0!,0
Essendon,h,2100000,3/09/2017,7.5,3,1,1,0,103,-37.7634,144.8611,41, ,7281.553398,250000,71428.57143,51219.5122,,#DIV/0!,0
Essendon North,h,1260000,3/09/2017,8.2,2,1,1,263,113,-37.7418,144.8977,41,2509.505703,5840.707965,330000,82500,30731.70732,,4790.874525,2.327433628
Essendon North,u,801000,3/09/2017,8.2,2,1,1,0,83,-37.7575,144.9298,41, ,6626.506024,275000,68750,19536.58537,,#DIV/0!,0
Fairfield,h,1492000,3/09/2017,5.7,3,1,2,644,141,-37.7419,145.0049,41,1940.993789,8865.248227,416666.6667,142045.4545,36390.2439,,2316.770186,4.567375887
Fairfield,u,746500,3/09/2017,5.7,2,1,2,115,57,-37.871,144.8185,41,3695.652174,7456.140351,212500,30797.10145,18207.31707,,6491.304348,2.01754386
Ferntree Gully,h,760000,3/09/2017,24.8,3,2,2,0,111,-37.9174,144.9895,41, ,14864.86486,550000,147321.4286,18536.58537,,#DIV/0!,0
Fitzroy,h,2300000,3/09/2017,2.1,4,2,2,650,260,-37.7694,145.1222,41,2186.153846,5465.384615,355250,102971.0145,56097.56098,,3538.461538,2.5
Fitzroy,u,630000,3/09/2017,2.1,2,1,1,80,64,-37.806,144.8674,41,5187.5,6484.375,207500,50609.7561,15365.85366,,7875,1.25
Footscray,u,410000,3/09/2017,5.1,5,3,4,531,309,-37.7263,144.8679,41,1455.743879,2501.618123,154600,57259.25926,10000,,772.1280603,1.718446602
Footscray,h,978000,3/09/2017,5.1,3,1,1,211,108,-37.8275,145.1232,41,3672.985782,7175.925926,258333.3333,59160.30534,23853.65854,,4635.07109,1.953703704
Footscray,u,460000,3/09/2017,5.1,3,2,2,322,228,-37.7963,144.8862,41,2672.360248,3774.122807,286833.3333,134453.125,11219.5122,,1428.571429,1.412280702
Footscray,h,810000,3/09/2017,5.1,4,2,2,612,155,-37.7378,144.8264,41,915.0326797,3612.903226,140000,37333.33333,19756.09756,,1323.529412,3.948387097
Forest Hill,u,730000,3/09/2017,15.4,2,1,1,0,60,-37.8612,144.8971,41, ,9125,273750,68437.5,17804.87805,,#DIV/0!,0
Glenroy,h,835000,3/09/2017,11.2,2,1,1,0,62,-37.7527,144.9522,41, ,7516.129032,233000,59743.58974,20365.85366,,#DIV/0!,0
Glenroy,h,780000,3/09/2017,11.2,2,1,1,149,70,-37.7177,144.9917,41,2550.33557,5428.571429,190000,33928.57143,19024.39024,,5234.899329,2.128571429
Gowanbrae,h,635000,3/09/2017,12.9,2,1,2,132,83,-37.709,145.0219,41,3333.333333,5301.204819,220000,39285.71429,15487.80488,,4810.606061,1.590361446
Hampton,u,543500,3/09/2017,13.8,2,2,1,0,107,-37.8376,144.9847,41, ,12149.53271,650000,393939.3939,13256.09756,,#DIV/0!,0
Hampton,h,1900000,3/09/2017,13.8,2,1,2,189,93,-37.9172,145.0072,41,4788.359788,9731.182796,452500,84579.43925,46341.46341,,10052.91005,2.032258065
Highett,u,604000,3/09/2017,16,2,1,2,132,83,-37.709,145.0219,41,3333.333333,5301.204819,220000,39285.71429,14731.70732,,4575.757576,1.590361446
Highett,u,687500,3/09/2017,16,2,1,1,340,90,-37.7564,145.1195,41,1994.117647,7533.333333,339000,49130.43478,16768.29268,,2022.058824,3.777777778
Highett,t,864000,3/09/2017,16,4,3,2,732,367,-37.8349,145.01,41,6147.540984,12261.58038,1125000,978260.8696,21073.17073,,1180.327869,1.994550409
Hillside,h,600500,3/09/2017,18,2,1,2,809,131,-37.7587,144.9015,41,2107.540173,13015.26718,852500,187362.6374,14646.34146,,742.2744129,6.175572519
Kealba,h,750000,3/09/2017,14,1,1,0,87,66,-37.8019,144.9821,41,10890.8046,14356.06061,947500,592187.5,18292.68293,,8620.689655,1.318181818
Keilor East,h,870000,3/09/2017,11.7,2,1,1,146,84,-37.719,145.0014,41,2928.082192,5089.285714,213750,38169.64286,21219.5122,,5958.90411,1.738095238
