Suburb,,,Type,Price,,,Distance,,Bedroom,,,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Buildingage,Pricepermeterland,Pricepermeterbuilding,Priceperbedroom,Priceperdistance,,Uppercase
Reservoir,,,u,652000,,,12,,2,,,260,,1970,Darebin City Council,-37.71377,145.00214,Northern Metropolitan,21650,51,2507.692308, ,326000,54333.33333,,RESERVOIR
Reservoir,,,h,953000,,,12,,3,,,743,115,1970,Darebin City Council,-37.70964,145.0171,Northern Metropolitan,21650,51,1282.637954,8286.956522,317666.6667,79416.66667,,RESERVOIR
Reservoir,,,u,468000,,,12,,2,,,0,81,2012,Darebin City Council,-37.72919,145.00533,Northern Metropolitan,21650,9, ,5777.777778,234000,39000,,RESERVOIR
Reservoir,,,t,710000,,,12,,2,,,126,138,2013,Darebin City Council,-37.72357,144.98562,Northern Metropolitan,21650,8,5634.920635,5144.927536,355000,59166.66667,,RESERVOIR
Reservoir,,,u,502000,,,12,,2,,,230,69,2015,Darebin City Council,-37.709,145.02014,Northern Metropolitan,21650,6,2182.608696,7275.362319,251000,41833.33333,,RESERVOIR
Richmond,,,u,800000,,,2.4,,2,,,0,89,2008,Yarra City Council,-37.82201,145.0104,Northern Metropolitan,14949,13, ,8988.764045,400000,333333.3333,,RICHMOND
Ringwood East,,,h,710000,,,21.3,,3,,,314,88,1989,Maroondah City Council,-37.81953,145.24907,Eastern Metropolitan,4407,32,2261.146497,8068.181818,236666.6667,33333.33333,,RINGWOOD EAST
Rowville,,,h,735000,,,23.5,,3,,,721,143,1984,Knox City Council,-37.91713,145.24706,South-Eastern Metropolitan,11667,37,1019.417476,5139.86014,245000,31276.59574,,ROWVILLE
Rowville,,,h,755000,,,23.5,,3,,,551,178,2003,Knox City Council,-37.94266,145.24662,South-Eastern Metropolitan,11667,18,1370.235935,4241.573034,251666.6667,32127.65957,,ROWVILLE
South Melbourne,,,h,2800000,,,1.9,,3,,,216,193.74,1860,Port Phillip City Council,-37.83863,144.96208,Southern Metropolitan,5943,161,12962.96296,14452.35883,933333.3333,1473684.211,,SOUTH MELBOURNE
South Yarra,,,u,666000,,,2.7,,2,,,0,73,2005,Melbourne City Council,-37.83613,144.99661,Southern Metropolitan,14887,16, ,9123.287671,333000,246666.6667,,SOUTH YARRA
South Yarra,,,u,401500,,,2.7,,1,,,10,,1960,Melbourne City Council,-37.84157,144.98935,Southern Metropolitan,14887,61,40150, ,401500,148703.7037,,SOUTH YARRA
St Albans,,,h,610000,,,14,,2,,,419,135,1975,Brimbank City Council,-37.7398,144.80348,Western Metropolitan,14042,46,1455.847255,4518.518519,305000,43571.42857,,ST ALBANS
St Albans,,,h,550000,,,14,,3,,,606,130,1965,Brimbank City Council,-37.73789,144.78734,Western Metropolitan,14042,56,907.5907591,4230.769231,183333.3333,39285.71429,,ST ALBANS
St Albans,,,h,520000,,,14,,4,,,699,110,1950,Brimbank City Council,-37.73986,144.81105,Western Metropolitan,14042,71,743.9198856,4727.272727,130000,37142.85714,,ST ALBANS
St Kilda,,,u,470000,,,5,,2,,,0,67,1950,Port Phillip City Council,-37.87349,144.9798,Southern Metropolitan,13240,71, ,7014.925373,235000,94000,,ST KILDA
Sunshine,,,h,860000,,,10.5,,3,,,446,126,1910,Brimbank City Council,-37.79354,144.8328,Western Metropolitan,3755,111,1928.251121,6825.396825,286666.6667,81904.7619,,SUNSHINE
Sunshine,,,h,532000,,,10.5,,3,,,206,,1985,Brimbank City Council,-37.7864,144.8402,Western Metropolitan,3755,36,2582.524272, ,177333.3333,50666.66667,,SUNSHINE
Taylors Lakes,,,h,853000,,,15.5,,4,,,724,330,1990,Brimbank City Council,-37.70941,144.7873,Western Metropolitan,5336,31,1178.176796,2584.848485,213250,55032.25806,,TAYLORS LAKES
Thornbury,,,u,328000,,,7,,1,,,1047,,1970,Darebin City Council,-37.76105,144.99532,Northern Metropolitan,8870,51,313.2760267, ,328000,46857.14286,,THORNBURY
Toorak,,,u,1140000,,,4.1,,2,,,586,119,1990,Stonnington City Council,-37.84266,145.02355,Southern Metropolitan,7217,31,1945.392491,9579.831933,570000,278048.7805,,TOORAK
Travancore,,,u,341500,,,4.3,,2,,,16000,68.5,2012,Moonee Valley City Council,-37.78466,144.93829,Western Metropolitan,1052,9,21.34375,4985.40146,170750,79418.60465,,TRAVANCORE
Tullamarine,,,u,470000,,,12.9,,2,,,161,,1960,Brimbank City Council,-37.70586,144.87947,Western Metropolitan,3296,61,2919.254658, ,235000,36434.10853,,TULLAMARINE
Vermont,,,h,1111500,,,17.2,,3,,,722,94,1960,Maroondah City Council,-37.8324,145.20467,Eastern Metropolitan,4181,61,1539.473684,11824.46809,370500,64622.09302,,VERMONT
Wantirna South,,,h,1045000,,,14.7,,4,,,728,153,1990,Knox City Council,-37.88009,145.22736,Eastern Metropolitan,7082,31,1435.43956,6830.065359,261250,71088.43537,,WANTIRNA SOUTH
Wantirna South,,,u,622000,,,14.7,,3,,,137,71,2012,Knox City Council,-37.87615,145.23192,Eastern Metropolitan,7082,9,4540.145985,8760.56338,207333.3333,42312.92517,,WANTIRNA SOUTH
Warrandyte,,,h,826000,,,21.1,,3,,,830,135,1975,Manningham City Council,-37.75079,145.20617,Eastern Metropolitan,2003,46,995.1807229,6118.518519,275333.3333,39146.91943,,WARRANDYTE
West Footscray,,,h,280000,,,6.4,,1,,,45,,1970,Maribyrnong City Council,-37.80728,144.86702,Western Metropolitan,5058,51,6222.222222, ,280000,43750,,WEST FOOTSCRAY
West Footscray,,,t,700000,,,6.4,,3,,,125,131,2013,Maribyrnong City Council,-37.80735,144.87361,Western Metropolitan,5058,8,5600,5343.51145,233333.3333,109375,,WEST FOOTSCRAY
Wheelers Hill,,,h,1090000,,,16.7,,5,,,698,246,1978,Monash City Council,-37.8921,145.19118,South-Eastern Metropolitan,7392,43,1561.604585,4430.894309,218000,65269.46108,,WHEELERS HILL
Williamstown,,,h,1920000,,,6.8,,4,,,388,178,1900,Hobsons Bay City Council,-37.86159,144.89926,Western Metropolitan,6380,121,4948.453608,10786.51685,480000,282352.9412,,WILLIAMSTOWN
Yarraville,,,h,982500,,,6.3,,3,,,444,122,1945,Maribyrnong City Council,-37.81662,144.866,Western Metropolitan,6543,76,2212.837838,8053.278689,327500,155952.381,,YARRAVILLE
Yarraville,,,h,1400000,,,6.3,,3,,,668,,1990,Maribyrnong City Council,-37.81381,144.87438,Western Metropolitan,6543,31,2095.808383, ,466666.6667,222222.2222,,YARRAVILLE
Yarraville,,,h,1230000,,,6.3,,3,,,433,144,1880,Maribyrnong City Council,-37.81183,144.88569,Western Metropolitan,6543,141,2840.646651,8541.666667,410000,195238.0952,,YARRAVILLE
Abbotsford,,,h,1190000,,,3,,2,,,147,175,2000,Yarra City Council,-37.80269,145.0001,Northern Metropolitan,4019,21,8095.238095,6800,595000,396666.6667,,ABBOTSFORD
Aberfeldie,,,h,1680000,,,7.5,,3,,,673,136,1965,Moonee Valley City Council,-37.76316,144.89799,Western Metropolitan,1543,56,2496.28529,12352.94118,560000,224000,,ABERFELDIE
Aberfeldie,,,u,280000,,,7.5,,1,,,0,,1970,Moonee Valley City Council,-37.75875,144.9027,Western Metropolitan,1543,51, , ,280000,37333.33333,,ABERFELDIE
Aberfeldie,,,u,310000,,,7.5,,1,,,1715,,1970,Moonee Valley City Council,-37.75882,144.9027,Western Metropolitan,1543,51,180.7580175, ,310000,41333.33333,,ABERFELDIE
Airport West,,,u,454000,,,10.4,,2,,,182,,1985,Moonee Valley City Council,-37.72158,144.8801,Western Metropolitan,3464,36,2494.505495, ,227000,43653.84615,,AIRPORT WEST
Altona,,,t,820000,,,11,,4,,,288,,1970,Hobsons Bay City Council,-37.87171,144.81273,Western Metropolitan,5301,51,2847.222222, ,205000,74545.45455,,ALTONA
Altona Meadows,,,h,620000,,,15.5,,3,,,466,107,1975,Hobsons Bay City Council,-37.87019,144.7843,Western Metropolitan,7630,46,1330.472103,5794.392523,206666.6667,40000,,ALTONA MEADOWS
Altona North,,,h,830000,,,9.4,,3,,,529,130,1965,Hobsons Bay City Council,-37.84107,144.84179,Western Metropolitan,5132,56,1568.99811,6384.615385,276666.6667,88297.87234,,ALTONA NORTH
Altona North,,,h,805000,,,9.4,,4,,,562,146,1950,Hobsons Bay City Council,-37.84384,144.84637,Western Metropolitan,5132,71,1432.384342,5513.69863,201250,85638.29787,,ALTONA NORTH
Altona North,,,h,510000,,,9.4,,2,,,170,100,2001,Hobsons Bay City Council,-37.83658,144.86199,Western Metropolitan,5132,20,3000,5100,255000,54255.31915,,ALTONA NORTH
Armadale,,,u,486000,,,6.3,,2,,,0,63,1960,Stonnington City Council,-37.85549,145.0163,Southern Metropolitan,4836,61, ,7714.285714,243000,77142.85714,,ARMADALE
Ascot Vale,,,t,855000,,,4.3,,3,,,159,129,2011,Moonee Valley City Council,-37.78329,144.91842,Western Metropolitan,6567,10,5377.358491,6627.906977,285000,198837.2093,,ASCOT VALE
Ascot Vale,,,h,1035000,,,4.3,,2,,,319,117,1900,Moonee Valley City Council,-37.77266,144.9131,Western Metropolitan,6567,121,3244.514107,8846.153846,517500,240697.6744,,ASCOT VALE
Ashwood,,,h,1450000,,,10.2,,4,,,803,154,1965,Monash City Council,-37.86162,145.11042,Southern Metropolitan,2894,56,1805.728518,9415.584416,362500,142156.8627,,ASHWOOD
Ashwood,,,t,1060000,,,10.2,,3,,,343,1,2000,Monash City Council,-37.86324,145.10289,Southern Metropolitan,2894,21,3090.379009,1060000,353333.3333,103921.5686,,ASHWOOD
Avondale Heights,,,h,750000,,,9.5,,3,,,561,103,1990,Moonee Valley City Council,-37.7528,144.85585,Western Metropolitan,4502,31,1336.898396,7281.553398,250000,78947.36842,,AVONDALE HEIGHTS
Avondale Heights,,,h,800000,,,9.5,,5,,,577,166,1985,Moonee Valley City Council,-37.75261,144.85631,Western Metropolitan,4502,36,1386.481802,4819.277108,160000,84210.52632,,AVONDALE HEIGHTS
Beaumaris,,,t,1850000,,,17.3,,3,,,252,203,2007,Bayside City Council,-37.98453,145.02659,Southern Metropolitan,5366,14,7341.269841,9113.300493,616666.6667,106936.4162,,BEAUMARIS
Bentleigh,,,u,410000,,,11.4,,2,,,834,75,1967,Glen Eira City Council,-37.91627,145.03892,Southern Metropolitan,6795,54,491.6067146,5466.666667,205000,35964.91228,,BENTLEIGH
Bentleigh,,,h,1500000,,,11.4,,5,,,591,188,1950,Glen Eira City Council,-37.92211,145.0466,Southern Metropolitan,6795,71,2538.071066,7978.723404,300000,131578.9474,,BENTLEIGH
Bentleigh East,,,u,860000,,,13.8,,2,,,230,,1990,Glen Eira City Council,-37.9236,145.05913,Southern Metropolitan,10969,31,3739.130435, ,430000,62318.84058,,BENTLEIGH EAST
Blackburn South,,,h,874000,,,13.4,,3,,,232,103,2014,Whitehorse City Council,-37.83574,145.14866,Eastern Metropolitan,4387,7,3767.241379,8485.436893,291333.3333,65223.8806,,BLACKBURN SOUTH
Braybrook,,,t,560000,,,8.6,,3,,,158,137,2002,Maribyrnong City Council,-37.78893,144.84652,Western Metropolitan,3589,19,3544.303797,4087.591241,186666.6667,65116.27907,,BRAYBROOK
Brighton East,,,h,1500000,,,10.3,,3,,,279,,1990,Bayside City Council,-37.9135,145.00846,Southern Metropolitan,6938,31,5376.344086, ,500000,145631.068,,BRIGHTON EAST
Brunswick,,,h,1120000,,,5.2,,3,,,322,107,1920,Moreland City Council,-37.75887,144.97326,Northern Metropolitan,11918,101,3478.26087,10467.28972,373333.3333,215384.6154,,BRUNSWICK
Brunswick,,,h,1110000,,,5.2,,2,,,196,101,1922,Moreland City Council,-37.75815,144.97366,Northern Metropolitan,11918,99,5663.265306,10990.09901,555000,213461.5385,,BRUNSWICK
Brunswick,,,h,1790000,,,5.2,,4,,,733,238,1950,Moreland City Council,-37.759,144.96623,Northern Metropolitan,11918,71,2442.0191,7521.008403,447500,344230.7692,,BRUNSWICK
Brunswick East,,,u,390500,,,4,,1,,,0,49,2011,Moreland City Council,-37.77883,144.9776,Northern Metropolitan,5533,10, ,7969.387755,390500,97625,,BRUNSWICK EAST
Carnegie,,,u,796000,,,10.1,,2,,,0,86,1975,Glen Eira City Council,-37.88415,145.0514,Southern Metropolitan,7822,46, ,9255.813953,398000,78811.88119,,CARNEGIE
Carnegie,,,h,1050000,,,10.1,,3,,,184,133,1990,Glen Eira City Council,-37.90017,145.05812,Southern Metropolitan,7822,31,5706.521739,7894.736842,350000,103960.396,,CARNEGIE
Caulfield North,,,u,610000,,,7.8,,2,,,816,88,2007,Glen Eira City Council,-37.86068,145.01121,Southern Metropolitan,6923,14,747.5490196,6931.818182,305000,78205.12821,,CAULFIELD NORTH
Chadstone,,,t,977500,,,11.7,,3,,,209,,2012,Monash City Council,-37.88923,145.0964,Southern Metropolitan,3582,9,4677.033493, ,325833.3333,83547.00855,,CHADSTONE
Cheltenham,,,h,1050000,,,17.9,,3,,,539,169,1970,Bayside City Council,-37.97223,145.07895,Southern Metropolitan,9758,51,1948.051948,6213.017751,350000,58659.21788,,CHELTENHAM
Clifton Hill,,,u,640000,,,3.6,,2,,,533,110,2011,Yarra City Council,-37.79443,144.99944,Northern Metropolitan,2954,10,1200.750469,5818.181818,320000,177777.7778,,CLIFTON HILL
Coburg,,,h,1285000,,,6.7,,3,,,579,143,1930,Darebin City Council,-37.74482,144.97499,Northern Metropolitan,11204,91,2219.343696,8986.013986,428333.3333,191791.0448,,COBURG
Coburg,,,h,890000,,,6.7,,3,,,190,,2015,Darebin City Council,-37.74978,144.97738,Northern Metropolitan,11204,6,4684.210526, ,296666.6667,132835.8209,,COBURG
Collingwood,,,h,1080000,,,2,,2,,,0,94,1890,Yarra City Council,-37.79589,144.98863,Northern Metropolitan,4553,131, ,11489.3617,540000,540000,,COLLINGWOOD
Delahey,,,h,505000,,,18,,4,,,344,105.9,1995,Brimbank City Council,-37.719,144.76699,Western Metropolitan,2898,26,1468.023256,4768.649669,126250,28055.55556,,DELAHEY
Doncaster,,,h,1530000,,,12.4,,5,,,851,215,1975,Manningham City Council,-37.78109,145.13745,Eastern Metropolitan,9028,46,1797.884841,7116.27907,306000,123387.0968,,DONCASTER
Doncaster East,,,t,816000,,,14.3,,3,,,0,121,2010,Manningham City Council,-37.78738,145.16033,Eastern Metropolitan,10999,11, ,6743.801653,272000,57062.93706,,DONCASTER EAST
Doncaster East,,,h,1385000,,,14.3,,4,,,417,203,1980,Manningham City Council,-37.79223,145.14606,Eastern Metropolitan,10999,41,3321.342926,6822.660099,346250,96853.14685,,DONCASTER EAST
East Melbourne,,,u,895000,,,1.3,,1,,,0,60,1990,Melbourne City Council,-37.81177,144.97617,Northern Metropolitan,3040,31, ,14916.66667,895000,688461.5385,,EAST MELBOURNE
Elsternwick,,,h,1975000,,,7.2,,3,,,458,165,1900,Glen Eira City Council,-37.88148,145.00539,Southern Metropolitan,4898,121,4312.227074,11969.69697,658333.3333,274305.5556,,ELSTERNWICK
Elsternwick,,,t,1200000,,,7.2,,3,,,1405,117,1965,Glen Eira City Council,-37.88065,145.01112,Southern Metropolitan,4898,56,854.0925267,10256.41026,400000,166666.6667,,ELSTERNWICK
Elwood,,,u,630000,,,7.2,,2,,,637,73,1970,Port Phillip City Council,-37.88374,144.98518,Southern Metropolitan,8989,51,989.010989,8630.136986,315000,87500,,ELWOOD
Elwood,,,u,730000,,,7.2,,2,,,0,,2013,Port Phillip City Council,-37.88678,144.98855,Southern Metropolitan,8989,8, , ,365000,101388.8889,,ELWOOD
Essendon North,,,h,1535000,,,8.2,,3,,,811,152,1925,Moonee Valley City Council,-37.7384,144.90485,Western Metropolitan,1308,96,1892.725031,10098.68421,511666.6667,187195.122,,ESSENDON NORTH
Ferntree Gully,,,h,740000,,,24.8,,3,,,968,118,1955,Knox City Council,-37.88523,145.28553,Eastern Metropolitan,10788,66,764.4628099,6271.186441,246666.6667,29838.70968,,FERNTREE GULLY
Footscray,,,u,430000,,,5.1,,2,,,1909,110,2007,Maribyrnong City Council,-37.79919,144.89607,Western Metropolitan,7570,14,225.2488214,3909.090909,215000,84313.72549,,FOOTSCRAY
Footscray,,,h,900000,,,5.1,,3,,,312,106,1880,Maribyrnong City Council,-37.79334,144.89128,Western Metropolitan,7570,141,2884.615385,8490.566038,300000,176470.5882,,FOOTSCRAY
Footscray,,,h,1000000,,,5.1,,4,,,180,206,1994,Maribyrnong City Council,-37.79686,144.908,Western Metropolitan,7570,27,5555.555556,4854.368932,250000,196078.4314,,FOOTSCRAY
Footscray,,,h,891000,,,5.1,,4,,,446,101.7,1920,Maribyrnong City Council,-37.79221,144.89076,Western Metropolitan,7570,101,1997.757848,8761.061947,222750,174705.8824,,FOOTSCRAY
Forest Hill,,,h,1011000,,,15.4,,3,,,590,114,1960,Whitehorse City Council,-37.84308,145.168,Eastern Metropolitan,4385,61,1713.559322,8868.421053,337000,65649.35065,,FOREST HILL
Glen Waverley,,,u,656000,,,16.7,,2,,,345,120,2012,Monash City Council,-37.89919,145.14856,Eastern Metropolitan,15321,9,1901.449275,5466.666667,328000,39281.43713,,GLEN WAVERLEY
Glen Waverley,,,h,1182000,,,16.7,,5,,,650,152,1975,Monash City Council,-37.90383,145.17166,Eastern Metropolitan,15321,46,1818.461538,7776.315789,236400,70778.44311,,GLEN WAVERLEY
Glen Waverley,,,u,1000000,,,16.7,,3,,,365,124,1996,Monash City Council,-37.88599,145.17031,Eastern Metropolitan,15321,25,2739.726027,8064.516129,333333.3333,59880.23952,,GLEN WAVERLEY
Glenroy,,,u,493000,,,11.2,,2,,,201,201,2000,Moreland City Council,-37.70691,144.90934,Northern Metropolitan,8870,21,2452.736318,2452.736318,246500,44017.85714,,GLENROY
Glenroy,,,h,940000,,,11.2,,3,,,627,173,1960,Moreland City Council,-37.70198,144.92166,Northern Metropolitan,8870,61,1499.202552,5433.526012,313333.3333,83928.57143,,GLENROY
Glenroy,,,u,435000,,,11.2,,2,,,144,73,2010,Moreland City Council,-37.70628,144.92379,Northern Metropolitan,8870,11,3020.833333,5958.90411,217500,38839.28571,,GLENROY
Hadfield,,,h,741000,,,11.2,,4,,,652,158,1960,Moreland City Council,-37.70542,144.95127,Northern Metropolitan,2606,61,1136.503067,4689.873418,185250,66160.71429,,HADFIELD
Hadfield,,,h,550000,,,11.2,,3,,,325,100,1950,Moreland City Council,-37.70325,144.94757,Northern Metropolitan,2606,71,1692.307692,5500,183333.3333,49107.14286,,HADFIELD
Hampton,,,t,1405000,,,13.8,,3,,,220,139,2014,Bayside City Council,-37.93487,145.00093,Southern Metropolitan,5454,7,6386.363636,10107.91367,468333.3333,101811.5942,,HAMPTON
Heathmont,,,h,1270500,,,21.3,,4,,,801,180,1957,Maroondah City Council,-37.82734,145.24487,Eastern Metropolitan,3794,64,1586.142322,7058.333333,317625,59647.88732,,HEATHMONT
Heathmont,,,h,751000,,,21.3,,3,,,693,129,1950,Maroondah City Council,-37.82536,145.24893,Eastern Metropolitan,3794,71,1083.694084,5821.705426,250333.3333,35258.21596,,HEATHMONT
Highett,,,h,1535000,,,16,,4,,,719,719,1998,Bayside City Council,-37.94999,145.03122,Southern Metropolitan,4794,23,2134.909597,2134.909597,383750,95937.5,,HIGHETT
Hughesdale,,,u,472000,,,12.3,,2,,,0,70,1970,Monash City Council,-37.89369,145.08354,Southern Metropolitan,3145,51, ,6742.857143,236000,38373.98374,,HUGHESDALE
Keilor East,,,h,918000,,,11.7,,3,,,669,166,2000,Brimbank City Council,-37.73936,144.85874,Western Metropolitan,5629,21,1372.197309,5530.120482,306000,78461.53846,,KEILOR EAST
Keilor East,,,t,777000,,,11.7,,3,,,300,,1950,Brimbank City Council,-37.73421,144.86832,Western Metropolitan,5629,71,2590, ,259000,66410.25641,,KEILOR EAST
Kings Park,,,h,565000,,,14,,3,,,543,106.9,1980,Brimbank City Council,-37.72765,144.78107,Western Metropolitan,2878,41,1040.515654,5285.313377,188333.3333,40357.14286,,KINGS PARK
Maidstone,,,h,681000,,,6.4,,3,,,523,93.82,1950,Maribyrnong City Council,-37.78242,144.86955,Western Metropolitan,3873,71,1302.10325,7258.58026,227000,106406.25,,MAIDSTONE
Maidstone,,,h,1005000,,,6.4,,3,,,653,109,1930,Maribyrnong City Council,-37.78639,144.88214,Western Metropolitan,3873,91,1539.050536,9220.183486,335000,157031.25,,MAIDSTONE
Maidstone,,,h,468000,,,6.4,,2,,,312,89,1990,Maribyrnong City Council,-37.78353,144.87233,Western Metropolitan,3873,31,1500,5258.426966,234000,73125,,MAIDSTONE
Maribyrnong,,,t,640000,,,4.3,,3,,,91,132,2000,Maribyrnong City Council,-37.77449,144.88011,Western Metropolitan,4918,21,7032.967033,4848.484848,213333.3333,148837.2093,,MARIBYRNONG
Mitcham,,,h,1101000,,,17.2,,3,,,774,132.6,1950,Whitehorse City Council,-37.80588,145.1981,Eastern Metropolitan,6871,71,1422.48062,8303.167421,367000,64011.62791,,MITCHAM
Mitcham,,,t,926000,,,17.2,,4,,,374,170,2000,Whitehorse City Council,-37.81521,145.18727,Eastern Metropolitan,6871,21,2475.935829,5447.058824,231500,53837.2093,,MITCHAM
Moonee Ponds,,,u,362000,,,6.2,,1,,,0,55,2015,Moonee Valley City Council,-37.77149,144.91552,Western Metropolitan,6232,6, ,6581.818182,362000,58387.09677,,MOONEE PONDS
Mount Waverley,,,u,611000,,,14.2,,2,,,161,82,1970,Monash City Council,-37.8837,145.11526,Eastern Metropolitan,13366,51,3795.031056,7451.219512,305500,43028.16901,,MOUNT WAVERLEY
Mulgrave,,,h,755000,,,18.8,,3,,,197,132,2005,Monash City Council,-37.92285,145.18549,South-Eastern Metropolitan,7113,16,3832.48731,5719.69697,251666.6667,40159.57447,,MULGRAVE
Mulgrave,,,h,862000,,,18.8,,3,,,246,3,2002,Monash City Council,-37.92829,145.19647,South-Eastern Metropolitan,7113,19,3504.065041,287333.3333,287333.3333,45851.06383,,MULGRAVE
Mulgrave,,,h,815500,,,18.8,,3,,,434,104,1960,Monash City Council,-37.93228,145.15827,South-Eastern Metropolitan,7113,61,1879.032258,7841.346154,271833.3333,43377.65957,,MULGRAVE
Newport,,,h,1100000,,,6.2,,3,,,449,154.3,1940,Hobsons Bay City Council,-37.84769,144.87667,Western Metropolitan,5498,81,2449.888641,7128.96954,366666.6667,177419.3548,,NEWPORT
Niddrie,,,h,1130000,,,10.4,,4,,,650,163,1975,Moonee Valley City Council,-37.73435,144.8768,Western Metropolitan,2291,46,1738.461538,6932.515337,282500,108653.8462,,NIDDRIE
Niddrie,,,h,1006000,,,10.4,,4,,,270,178.74,2008,Moonee Valley City Council,-37.74266,144.88577,Western Metropolitan,2291,13,3725.925926,5628.286897,251500,96730.76923,,NIDDRIE
North Melbourne,,,u,465000,,,1.8,,2,,,0,53,2010,Melbourne City Council,-37.79831,144.94261,Northern Metropolitan,6821,11, ,8773.584906,232500,258333.3333,,NORTH MELBOURNE
Northcote,,,h,1290000,,,5.3,,3,,,196,,1910,Darebin City Council,-37.77651,144.99074,Northern Metropolitan,11364,111,6581.632653, ,430000,243396.2264,,NORTHCOTE
Northcote,,,h,1335000,,,5.3,,3,,,390,112,1920,Darebin City Council,-37.76588,144.99731,Northern Metropolitan,11364,101,3423.076923,11919.64286,445000,251886.7925,,NORTHCOTE
