Suburb,Type,Price,Buildingage,Pricepermeterland,Pricepermeterbuilding,Priceperbedroom,Priceperdistance,Priceperage,Price/km
Reservoir,h,685000,51,1596, ,313333.3333,94949.49495,13431.37255,95
Reservoir,u,270000,51, ,8333.333333,300000,181818.1818,5294.117647,182
Reservoir,h,911000,51, ,7653.061224,187500,46875,17862.7451,47
Richmond,u,890500,51, ,8222.222222,296000,25084.74576,17460.78431,25
Richmond,u,355000,51,1873,8671.232877,422000,91079.13669,6960.784314,91
Richmond,h,1530000,51, ,5692.307692,185000,62711.86441,30000,63
Ringwood,h,1085000,51, ,7803.571429,437000,136562.5,21274.5098,137
Ringwood North,h,750000,51, , ,266500,156764.7059,14705.88235,157
Rowville,h,860000,51, ,6263.888889,225500,57820.51282,16862.7451,58
Sandringham,h,1770000,51,3347, ,202500,50625,34705.88235,51
Sandringham,h,2250000,51, ,6923.076923,225000,56250,44117.64706,56
Seddon,h,1085000,51,3242,5703.703704,205333.3333,62222.22222,21274.5098,62
South Yarra,u,945000,51, ,4800,108000,19285.71429,18529.41176,19
Sunshine West,h,780000,51, ,4888.888889,220000,19642.85714,15294.11765,20
Templestowe,h,1450000,51,1166,4751.908397,207500,46111.11111,28431.37255,46
Templestowe,h,1860000,51, ,8057.377049,245750,61437.5,36470.58824,61
Thornbury,h,1250000,51, ,6024.590164,183750,41292.13483,24509.80392,41
Toorak,u,640000,51,413,6250,300000,117647.0588,12549.01961,118
Travancore,t,856000,51, ,4089.74359,159500,22949.64029,16784.31373,23
Vermont,h,1235000,51,849, ,196125,43104.3956,24215.68627,43
Vermont South,h,1290000,51,1141,4388.111888,209166.6667,59761.90476,25294.11765,60
Wantirna,h,1000000,51, , ,370000,26618.70504,19607.84314,27
Wantirna South,h,1180000,51,742, ,382500,239062.5,23137.2549,239
Windsor,h,957500,51, ,11279.06977,485000,62987.01299,18774.5098,63
Windsor,h,2080000,51, ,6627.118644,195500,88863.63636,40784.31373,89
Airport West,h,640000,51,1215,4662.162162,230000,53906.25,12549.01961,54
Airport West,h,961000,51, , ,317500,85810.81081,18843.13725,86
Albert Park,h,1535000,51, , ,260750,52676.76768,30098.03922,53
Albion,h,570000,51,1089,9650,241250,107222.2222,11176.47059,107
Altona North,h,900000,51,1177,4388.888889,197500,57246.37681,17647.05882,57
Bayswater,t,640000,51, , ,462800,100608.6957,12549.01961,101
Bayswater North,u,500000,51,4038,15806.45161,490000,183750,9803.921569,184
Beaumaris,h,1221000,51, , ,200000,44943.82022,23941.17647,45
Bentleigh,h,1045000,51, ,5840,219000,53414.63415,20490.19608,53
Bentleigh East,h,1220000,51,3913, ,180000,43902.43902,23921.56863,44
Brighton,h,2650000,51, ,8965.517241,260000,78787.87879,51960.78431,79
Brighton,u,380000,51,1925,5420.408163,442666.6667,102153.8462,7450.980392,102
Brighton East,t,1731000,51,3064,6634.304207,410000,191588.785,33941.17647,192
Brunswick West,h,573000,51, ,5480.392157,279500,53750,11235.29412,54
Cairnlea,h,630000,51, ,6129.032258,190000,64406.77966,12352.94118,64
Carlton,u,350000,51, ,8292.682927,340000,115254.2373,6862.745098,115
Carlton,u,620000,51,632,6568.75,262750,56505.37634,12156.86275,57
Cheltenham,t,950000,51,2320,8547.008547,333333.3333,128205.1282,18627.45098,128
Clifton Hill,u,1030000,51, ,6583.333333,197500,89772.72727,20196.07843,90
Coburg,h,900000,51,2941,8750,350000,76642.33577,17647.05882,77
Coburg,h,922000,51,3535,10656.93431,486666.6667,106569.3431,18078.43137,107
Croydon,h,932000,51, ,7075,283000,76486.48649,18274.5098,76
Croydon,h,570000,51, , ,215000,78181.81818,11176.47059,78
Doncaster East,h,1856000,51,1421,6456.953642,325000,98484.84848,36392.15686,98
Donvale,h,2705000,51,5000,7162.162162,265000,60227.27273,53039.21569,60
Essendon,u,291000,51,898,6909.090909,418000,74642.85714,5705.882353,75
Essendon West,h,750000,51, , ,306500,185757.5758,14705.88235,186
Essendon West,h,2200000,51, , ,246666.6667,224242.4242,43137.2549,224
Fitzroy North,h,1350000,51,2781,5909.722222,212750,33769.84127,26470.58824,34
Fitzroy North,h,1852000,51, ,9491.22807,541000,117608.6957,36313.72549,118
Footscray,u,170000,51, , ,245000,106521.7391,3333.333333,107
Forest Hill,h,1372000,51,1930,7191.780822,350000,75000,26901.96078,75
Glenroy,t,525000,51,1907,6363.636364,350000,57377.04918,10294.11765,57
Hampton,u,1210000,51,6595,7758.823529,329750,126826.9231,23725.4902,127
Highett,u,645000,51, ,4470.588235,190000,64406.77966,12647.05882,64
Hillside,h,650500,51, ,6756.756757,250000,64102.5641,12754.90196,64
Huntingdale,h,750000,51, ,11703.7037,316000,82077.92208,14705.88235,82
Keilor Downs,h,735000,51, ,7214.285714,252500,87068.96552,14411.76471,87
Keilor East,t,520000,51, , ,345000,132692.3077,10196.07843,133
Keilor Lodge,h,640000,51, ,8181.818182,270000,41538.46154,12549.01961,42
Kensington,t,967000,51,5149,9030.769231,293500,112884.6154,18960.78431,113
Kensington,u,535000,51, ,4098.360656,125000,19230.76923,10490.19608,19
Kings Park,h,530000,51,1415,4339.622642,153333.3333,35384.61538,10392.15686,35
Maidstone,u,280000,51, ,4594.594595,170000,26153.84615,5490.196078,26
Maidstone,t,895000,51,1125,6094.339623,215333.3333,53388.42975,17549.01961,53
Mitcham,h,950000,51, , ,187750,28884.61538,18627.45098,29
Mitcham,t,970000,51,1262,7086.614173,300000,70312.5,19019.60784,70
Moonee Ponds,h,1810000,51,2077,9642.857143,270000,96428.57143,35490.19608,96
Mount Waverley,h,1205000,51,283,6338.028169,225000,195652.1739,23627.45098,196
Mount Waverley,h,1385000,51,3431,5223.880597,175000,31250,27156.86275,31
Mount Waverley,h,2000000,51, ,11704.54545,515000,156060.6061,39215.68627,156
Newport,h,710000,51, , ,185000,112121.2121,13921.56863,112
Nunawading,h,1100000,51, ,8125,325000,134020.6186,21568.62745,134
Nunawading,h,926000,51,958, ,222666.6667,49481.48148,18156.86275,49
Oak Park,t,610000,51,1880,8101.265823,320000,92753.62319,11960.78431,93
Ormond,u,454000,51, , ,515501,112065.4348,8901.960784,112
Ormond,u,562000,51,1312,5083.333333,152500,49193.54839,11019.60784,49
Pascoe Vale,h,1501000,51,624, ,217500,35950.41322,29431.37255,36
Pascoe Vale,h,780000,51, ,8844.086022,274166.6667,69703.38983,15294.11765,70
Port Melbourne,h,2450000,51,3020,16339.28571,457500,285937.5,48039.21569,286
Reservoir,h,840000,51, ,6326.530612,206666.6667,98412.69841,16470.58824,98
Reservoir,t,668500,51, ,6769.230769,220000,74576.27119,13107.84314,75
Richmond,u,890500,51,1799,5993.865031,325666.6667,70287.76978,17460.78431,70
Ringwood East,u,560000,51,4212,7756.097561,318000,48549.61832,10980.39216,49
Rowville,h,870000,51,3502,9555.555556,537500,200934.5794,17058.82353,201
Sandringham,u,643500,51,1822,6417.910448,286666.6667,93478.26087,12617.64706,93
Seddon,h,850000,51,1763, ,476666.6667,102877.6978,16666.66667,103
South Yarra,u,857000,51,1389,6410.25641,416666.6667,89928.05755,16803.92157,90
St Albans,h,565000,51,2234,4789.508197,365200,105093.5252,11078.43137,105
St Albans,h,610000,51, , ,451000,58571.42857,11960.78431,59
St Kilda,u,350000,51, ,6590.909091,217500,54375,6862.745098,54
St Kilda,u,525000,51, , ,330000,94285.71429,10294.11765,94
St Kilda,u,517500,51,3376, ,449000,65547.44526,10147.05882,66
St Kilda,u,365000,51,1835,10094.33962,356666.6667,73793.10345,7156.862745,74
Strathmore,h,646000,51,971,4512.987013,231666.6667,54296.875,12666.66667,54
Templestowe Lower,h,1705000,51, ,6463.414634,265000,38405.7971,33431.37255,38
Thornbury,h,2070000,51, ,10550,422000,76727.27273,40588.23529,77
Vermont,t,917000,51, , ,176000,31428.57143,17980.39216,31
West Footscray,h,845000,51,948,4802.631579,182500,65178.57143,16568.62745,65
Yarraville,h,1240000,51, ,10133.92857,567500,171969.697,24313.72549,172
Airport West,u,670000,51,1065,5428.571429,190000,45238.09524,13137.2549,45
Avondale Heights,h,720000,51,1384,9845.528455,403666.6667,87753.62319,14117.64706,88
Avondale Heights,h,1107500,51,1682,5527.638191,275000,79710.14493,21715.68627,80
Bayswater,u,520000,51, , ,315000,48461.53846,10196.07843,48
Bentleigh,u,380000,51,2117,4113.924051,260000,132653.0612,7450.980392,133
Blackburn,u,485000,51,1358,7815.533981,268333.3333,76666.66667,9509.803922,77
Blackburn South,h,1291000,51,998,7243.589744,188333.3333,52314.81481,25313.72549,52
Boronia,h,775000,51,5281,8940.594059,451500,84392.52336,15196.07843,84
Boronia,h,820000,51, , ,290000,31182.7957,16078.43137,31
Braybrook,h,797000,51,1012,6459.259259,290666.6667,109000,15627.45098,109
Braybrook,h,590000,51,435,5714.285714,220000,55000,11568.62745,55
Brighton,u,1180000,51, ,8000,300000,103448.2759,23137.2549,103
Brighton East,u,585000,51,552,8325.581395,358000,155652.1739,11470.58824,156
Brighton East,h,1580000,51, , ,235000,142424.2424,30980.39216,142
Brooklyn,u,515000,51,1047,3000,161250,47777.77778,10098.03922,48
Brunswick,h,1515000,51,797,4587.155963,166666.6667,37037.03704,29705.88235,37
Brunswick,h,1037000,51, ,7402.439024,303500,46692.30769,20333.33333,47
Brunswick East,h,1330000,51,2118, ,322000,138000,26078.43137,138
Brunswick East,t,937000,51, ,7392.307692,240250,68642.85714,18372.54902,69
Brunswick East,u,290000,51,6079,3404,425500,65461.53846,5686.27451,65
Burwood East,h,1150000,51, ,7657.142857,268000,47857.14286,22549.01961,48
Burwood East,h,1600000,51,2459, ,375000,70093.45794,31372.54902,70
Cairnlea,h,636000,51,8219,9836.065574,300000,52631.57895,12470.58824,53
Carnegie,u,750000,51,1930,11406.50407,467666.6667,100935.2518,14705.88235,101
Carnegie,u,286000,51,2273,12608.69565,483333.3333,104316.5468,5607.843137,104
Carnegie,u,580010,51, ,6417.721519,253500,65844.15584,11372.7451,66
Carnegie,t,1250000,51, ,6083.333333,182500,82954.54545,24509.80392,83
Caulfield South,u,636500,51,1043,5625,210000,52066.1157,12480.39216,52
Chadstone,t,930000,51,1633,6331.168831,325000,112068.9655,18235.29412,112
Coburg,h,760000,51, ,8307.692308,270000,234782.6087,14901.96078,235
Coburg,t,876000,51,3394,5014.925373,168000,30000,17176.47059,30
Collingwood,u,365000,51, ,6056.338028,215000,70491.80328,7156.862745,70
Collingwood,h,1297000,51, ,7666.666667,287500,94262.29508,25431.37255,94
Croydon,h,865000,51,962,4869.565217,186666.6667,41481.48148,16960.78431,41
Croydon,h,760000,51, , ,235000,72307.69231,14901.96078,72
Croydon,h,725000,51, ,8116.438356,296250,94047.61905,14215.68627,94
Croydon,h,1120000,51,1370,7236.842105,366666.6667,90163.93443,21960.78431,90
Deer Park,h,557000,51,1248,3380.782918,237500,90476.19048,10921.56863,90
Deer Park,h,650000,51,305,6744.186047,290000,35802.46914,12745.09804,36
Doncaster,h,1663000,51,2183,8411.764706,357500,102877.6978,32607.84314,103
Doncaster East,h,1310000,51, ,6797.468354,268500,63176.47059,25686.27451,63
Doncaster East,h,1530000,51, ,7946.428571,222500,76724.13793,30000,77
Donvale,t,630000,51,1281,5447.761194,243333.3333,60330.57851,12352.94118,60
Elwood,u,435000,51, ,5797.101449,266666.6667,95238.09524,8529.411765,95
Elwood,u,350000,51, ,9390.243902,385000,70000,6862.745098,70
Essendon,h,1398000,51,2923,5279.569892,245500,43839.28571,27411.76471,44
Ferntree Gully,t,664000,51, , ,300500,182121.2121,13019.60784,182
Fitzroy,u,790000,51,1093,7401.408451,350333.3333,76159.42029,15490.19608,76
Fitzroy,u,830000,51, ,9125,365000,56153.84615,16274.5098,56
Fitzroy,u,456000,51, , ,372000,72941.17647,8941.176471,73
Glen Waverley,h,1070000,51, ,8303.571429,232500,40789.47368,20980.39216,41
Glenroy,h,700000,51,2424,6032.608696,277500,49553.57143,13725.4902,50
Glenroy,t,400000,51,4054, ,150000,21582.73381,7843.137255,22
Glenroy,h,675000,51, ,13014.70588,442500,134090.9091,13235.29412,134
Glenroy,t,656000,51,287,8875,355000,112698.4127,12862.7451,113
Hadfield,h,735000,51, ,6795.454545,299000,94920.63492,14411.76471,95
Hadfield,t,595000,51, ,3838.383838,380000,27338.1295,11666.66667,27
Hampton,u,580000,51,2003,6989.795918,342500,98561.15108,11372.54902,99
Hampton East,t,771000,51, ,5600,252000,42711.86441,15117.64706,43
Highett,h,1820000,51,4553, ,300500,52719.29825,35686.27451,53
Hughesdale,h,1475000,51,419,5625,202500,35526.31579,28921.56863,36
Keilor,h,635000,51,2155,5367.816092,350250,100791.3669,12450.98039,101
Keilor Downs,h,620000,51, ,9378.378378,347000,45064.93506,12156.86275,45
Keilor East,h,1005000,51,357,4256.756757,157500,49218.75,19705.88235,49
Keilor Park,h,700000,51,3097,8421.052632,320000,85714.28571,13725.4902,86
Keilor Park,h,635000,51, ,6176.470588,210000,48275.86207,12450.98039,48
Kensington,u,390000,51, ,9721.428571,340250,206212.1212,7647.058824,206
Kilsyth,h,811000,51,2969, ,190000,30645.16129,15901.96078,31
Maidstone,t,650000,51, ,6231.884058,215000,36440.67797,12745.09804,36
Maidstone,u,435000,51,459,6545.454545,288000,35121.95122,8529.411765,35
Malvern,u,338000,51,1333,3733.333333,186666.6667,40287.76978,6627.45098,40
Maribyrnong,h,1340000,51,1065, ,263666.6667,56906.47482,26274.5098,57
Mitcham,h,480000,51, ,9102.564103,355000,68269.23077,9411.764706,68
Moonee Ponds,h,1270000,51,1158,7903.225806,245000,83050.84746,24901.96078,83
Mount Waverley,h,1850000,51,835,7850,235500,79830.50847,36274.5098,80
Murrumbeena,h,1820000,51, ,7391.304348,255000,44736.84211,35686.27451,45
North Melbourne,u,785000,51,5767,7208.333333,346000,30350.87719,15392.15686,30
Nunawading,u,676000,51,653, ,293000,51403.50877,13254.90196,51
Nunawading,h,1002000,51,1374,6502.890173,375000,80935.2518,19647.05882,81
Nunawading,t,1175000,51, ,6746.031746,212500,96590.90909,23039.21569,97
Oakleigh,h,1365000,51, , ,280000,63636.36364,26764.70588,64
Oakleigh East,h,875000,51, ,4365.384615,227000,35468.75,17156.86275,35
Ormond,u,327000,51,4031,7247.706422,395000,70535.71429,6411.764706,71
Ormond,h,1900000,51, ,11343.75,363000,315652.1739,37254.90196,316
Pascoe Vale,h,1210000,51,897, ,239500,184230.7692,23725.4902,184
Prahran,u,1003000,51, ,7725.806452,239500,184230.7692,19666.66667,184
Reservoir,h,925000,51, ,8359.375,267500,162121.2121,18137.2549,162
Reservoir,h,351000,51, ,6689.189189,247500,81147.54098,6882.352941,81
Reservoir,h,690000,51,1047,7765.957447,365000,52517.98561,13529.41176,53
Richmond,u,630000,51,1342,5407.407407,243333.3333,67592.59259,12352.94118,68
Ringwood,h,1725000,51,544, ,468000,146250,33823.52941,146
Ringwood,h,633000,51, ,8301.886792,440000,69841.26984,12411.76471,70
Ringwood East,h,1090000,51,3922,7500,300000,49180.32787,21372.54902,49
Rowville,h,936000,51, ,10543.85965,300500,115576.9231,18352.94118,116
Rowville,h,860000,51, ,6209.677419,192500,65254.23729,16862.7451,65
Sandringham,h,850000,51,24405,13851.35135,683333.3333,640625,16666.66667,641
Seabrook,h,640000,51,2098,14784.09091,433666.6667,95661.76471,12549.01961,96
South Melbourne,h,1720000,51,3170, ,266250,57880.43478,33725.4902,58
South Yarra,u,600000,51,1997,10924.36975,433333.3333,93525.17986,11764.70588,94
South Yarra,u,762500,51,239, ,369000,47922.07792,14950.98039,48
South Yarra,h,1855500,51,308,7500,255000,87931.03448,36382.35294,88
Spotswood,h,802000,51,3891,7419.491525,437750,63905.10949,15725.4902,64
St Albans,h,631000,51, , ,240000,106666.6667,12372.54902,107
St Albans,h,582000,51,2956,4845.360825,156666.6667,41964.28571,11411.76471,42
St Kilda,u,468000,51,1436,4781.021898,218333.3333,58482.14286,9176.470588,58
St Kilda,u,470000,51, ,6808.510638,320000,96969.69697,9215.686275,97
Strathmore,h,1140000,51, ,24693.87755,1210000,198360.6557,22352.94118,198
Strathmore,u,750000,51,1062, ,216666.6667,48148.14815,14705.88235,48
Sunshine,h,830500,51, ,8653.846154,225000,69230.76923,16284.31373,69
Sunshine West,h,551000,51,611, ,190000,41758.24176,10803.92157,42
Sunshine West,h,450000,51, , ,195000,86666.66667,8823.529412,87
Templestowe,h,1635000,51, ,5833.333333,210000,26923.07692,32058.82353,27
Templestowe Lower,h,1138000,51,10538,13932.20339,411000,67377.04918,22313.72549,67
The Basin,h,477000,51, ,14482.75862,700000,187500,9352.941176,188
Thornbury,u,415000,51,502,6666.666667,160000,61538.46154,8137.254902,62
Thornbury,h,905000,51,1551,7692.307692,366666.6667,93220.33898,17745.09804,93
Toorak,u,577000,51,1491,7027.027027,325000,93525.17986,11313.72549,94
Tullamarine,h,895000,51, ,5912.162162,218750,37076.27119,17549.01961,37
Tullamarine,h,586000,51,1349,6106.870229,200000,80808.08081,11490.19608,81
Wantirna South,u,570000,51,1105,3615.023474,192500,68750,11176.47059,69
Wantirna South,h,778000,51, ,10952.38095,460000,219047.619,15254.90196,219
Wantirna South,h,1055000,51, , ,249500,151212.1212,20686.27451,151
West Melbourne,u,670000,51,89,6643.835616,242500,146969.697,13137.2549,147
West Melbourne,u,510000,51,215, ,520000,85245.90164,10000,85
Windsor,u,410000,51,925,4453.781513,176666.6667,39259.25926,8039.215686,39
Yarraville,h,1285000,51,4722,9540.816327,311666.6667,133571.4286,25196.07843,134
Altona,h,935000,51,359, ,343500,89220.77922,18333.33333,89
Altona,t,815000,51,822, ,347500,90259.74026,15980.39216,90
Altona Meadows,u,440500,51, , ,165000,35869.56522,8637.254902,36
Altona North,u,451500,51,7609, ,350000,43750,8852.941176,44
Ascot Vale,u,825000,51,1469,3874.538745,262500,80769.23077,16176.47059,81
Ascot Vale,u,425500,51,6948,6948.051948,267500,44214.87603,8343.137255,44
Ascot Vale,h,920000,51,1770,8460.176991,239000,113809.5238,18039.21569,114
Ascot Vale,h,1306000,51,12637, ,575000,547619.0476,25607.84314,548
Ascot Vale,u,566000,51, ,7476.415094,396250,240151.5152,11098.03922,240
Ashwood,h,1420000,51,316, ,300000,46153.84615,27843.13725,46
Avondale Heights,h,934000,51,5067, ,207750,44202.12766,18313.72549,44
Bayswater North,h,762000,51, , ,150000,32967.03297,14941.17647,33
Blackburn,h,1070000,51,1701,6893.939394,303333.3333,81981.98198,20980.39216,82
Blackburn North,u,706000,51,521,7854.940537,267500,38489.20863,13843.13725,38
Boronia,h,785000,51, ,9237.288136,272500,92372.88136,15392.15686,92
Boronia,h,950000,51, ,6129.62963,331000,47285.71429,18627.45098,47
Brighton,h,2800000,51,440000,10076.33588,440000,286956.5217,54901.96078,287
Brighton,u,290000,51,4249,9545.454545,367500,141346.1538,5686.27451,141
Brooklyn,u,372100,51,371,6082.089552,203750,69067.79661,7296.078431,69
Brunswick,h,1350000,51,4444,7893.421053,299950,50838.98305,26470.58824,51
Brunswick East,t,702500,51,3791, ,290000,49572.64957,13774.5098,50
Brunswick West,u,275000,51, ,8492.063492,267500,334375,5392.156863,334
Brunswick West,h,835000,51, ,10312.5,330000,94285.71429,16372.54902,94
Carnegie,h,1840000,51,1051,7722.772277,260000,60000,36078.43137,60
Carnegie,u,430000,51,1214,5129.310345,198333.3333,53125,8431.372549,53
Caulfield North,u,361000,51, ,8196.078431,418000,80384.61538,7078.431373,80
Chadstone,u,960000,51, ,10333.33333,465000,136764.7059,18823.52941,137
Coburg,h,900000,51, ,6858.710562,250000,113636.3636,17647.05882,114
Collingwood,u,365000,51, ,7258.064516,225000,102272.7273,7156.862745,102
Croydon,h,662000,51, , ,280000,50909.09091,12980.39216,51
Croydon,u,625500,51,4094,6298.076923,218333.3333,46785.71429,12264.70588,47
Delahey,h,560000,51,4041, ,248500,50202.0202,10980.39216,50
Donvale,t,920000,51, , ,306666.6667,278787.8788,18039.21569,279
Donvale,h,904000,51, , ,231000,71076.92308,17725.4902,71
