Suburb,Type,Lattitude,Longtitude,Landpercentage
Hughesdale,h,-37.91487,145.06623,69.25619835
Altona,u,-37.7789,144.80517,69.26910299
Keilor,h,-37.72649,144.80992,69.28374656
Strathmore,h,-37.7473,144.8555,69.28446771
Northcote,h,-37.92599,145.07537,69.30379747
Forest Hill,h,-37.86096,145.10026,69.31137725
Maidstone,t,-37.7753,144.7994,69.31464174
Richmond,h,-37.8283,144.9946,69.32515337
Templestowe Lower,h,-37.8916,145.0123,69.32515337
Collingwood,u,-37.74513,144.95458,69.34782609
Black Rock,h,-37.8117,145.0449,69.375
Essendon,h,-37.88144,145.06105,69.38461538
Pascoe Vale,t,-37.8458,145.0611,69.3877551
Newport,h,-37.7632,144.9292,69.39203354
Ormond,t,-37.7555,144.9658,69.40298507
Caulfield North,h,-37.7341,144.97725,69.40298507
Bentleigh East,h,-37.79094,145.12733,69.40298507
Sunshine North,h,-37.7743,145.0863,69.40836941
Bulleen,h,-37.7839,144.8361,69.4092827
Brighton East,h,-37.82996,145.24311,69.42675159
Carlton North,u,-37.7944,145.1028,69.42934783
Brunswick,h,-37.92276,144.99957,69.43005181
Glenroy,t,-37.8879,145.0768,69.43164363
Brunswick,t,-37.8265,145.0484,69.43231441
Wantirna South,u,-37.701,144.9993,69.44045911
Braybrook,t,-37.75949,145.02395,69.45054945
Moonee Ponds,h,-37.84717,145.09062,69.48051948
Prahran,t,-37.85738,145.04337,69.48453608
Clifton Hill,h,-37.78372,145.25311,69.48818898
St Kilda,h,-37.76545,144.94442,69.49152542
Kew,h,-37.6984,144.9997,69.49152542
Murrumbeena,h,-37.94957,145.0246,69.49429038
Hughesdale,u,-37.84949,145.07726,69.49458484
Kilsyth,h,-37.76482,144.83375,69.5
Glenroy,h,-37.82391,145.30266,69.50207469
Abbotsford,h,-37.78053,145.15567,69.50757576
Carnegie,h,-37.811,145.0958,69.51048951
Albert Park,h,-37.86652,145.0569,69.52380952
Chadstone,h,-37.91089,145.0581,69.54314721
Preston,h,-37.7837,144.8887,69.55017301
Glen Huntly,u,-37.90397,144.99582,69.55223881
Taylors Lakes,t,-37.89109,145.26128,69.55345061
Glenroy,h,-37.8623,144.9772,69.56521739
Avondale Heights,h,-37.7639,145.1145,69.57186544
Coburg North,h,-37.9167,145.0771,69.57264957
Kew East,h,-37.73344,144.88925,69.57264957
Elwood,u,-37.80394,145.16754,69.58677686
Brunswick,h,-37.83864,144.87794,69.58677686
Richmond,u,-37.8326,145.081,69.59064327
South Yarra,u,-37.77296,144.9562,69.60784314
Brunswick,u,-37.72819,144.76642,69.62264151
Carnegie,u,-37.8147,145.0748,69.62365591
Mulgrave,h,-37.7627,144.81107,69.62699822
Pascoe Vale,h,-37.6957,145.0161,69.63788301
Preston,h,-37.7663,144.9098,69.6485623
Heathmont,h,-37.71415,144.79239,69.67113276
Carnegie,h,-37.7366,145.0063,69.67418546
Glenroy,h,-37.80708,145.07156,69.68325792
Brunswick,h,-37.7969,145.30507,69.68838527
Fitzroy North,h,-37.79486,145.28674,69.6969697
Keilor Downs,h,-37.9087,145.0886,69.70198675
South Melbourne,h,-37.73576,144.97922,69.70509383
Mount Waverley,h,-37.9395,145.0088,69.70509383
South Melbourne,h,-37.8968,145.0983,69.70588235
Brunswick,h,-37.8924,145.0541,69.70873786
Maribyrnong,h,-37.7606,144.9995,69.71608833
Kingsbury,h,-37.90116,145.02431,69.72477064
Fitzroy,h,-37.8083,144.8754,69.72972973
North Melbourne,t,-37.87004,145.22082,69.73969631
Sunshine,h,-37.90354,145.14394,69.74358974
North Melbourne,u,-37.8448,144.8529,69.76744186
Brunswick,h,-37.7701,144.9172,69.77186312
Williamstown,u,-37.855,144.8742,69.77186312
Coburg,h,-37.8702,144.8143,69.77491961
Box Hill,h,-37.8056,145.071,69.7810219
Newport,h,-37.69879,144.93354,69.80519481
Preston,h,-37.6988,144.93355,69.80519481
Kingsville,h,-37.7068,145.0193,69.81132075
Bentleigh East,h,-37.9262,145.0624,69.81132075
Keilor East,h,-37.8693,145.0423,69.81664316
Niddrie,h,-37.9062,145.0173,69.82543641
St Kilda,h,-37.90433,145.05163,69.83050847
Ormond,h,-37.74189,144.98967,69.83154671
Richmond,u,-37.721,144.9952,69.84126984
Essendon,h,-37.93014,145.06384,69.84667802
Elwood,u,-37.7757,144.9088,69.84924623
Newport,h,-37.73765,144.91576,69.85172982
Bentleigh East,h,-37.8818,145.0548,69.8630137
Keilor East,h,-37.7835,145.0883,69.86506747
Northcote,h,-37.7372,144.9022,69.86564299
Murrumbeena,u,-37.76085,144.95834,69.86754967
Strathmore,h,-37.8437,144.865,69.86842105
Pascoe Vale,t,-37.8244,145.1319,69.87179487
Yarraville,h,-37.8842,145.1732,69.87341772
Hampton,h,-37.69594,144.87857,69.87381703
Thornbury,h,-37.7358,144.8217,69.90881459
Avondale Heights,h,-37.8602,145.0925,69.92
Southbank,u,-37.7538,144.944,69.93987976
Hughesdale,h,-37.88143,145.12731,69.94301994
Richmond,h,-37.7444,144.8847,69.94434137
Preston,h,-37.9056,144.9893,69.95377504
Thornbury,h,-37.8784,145.0654,69.95515695
St Kilda,u,-37.7061,145.0308,69.95614035
Albert Park,h,-37.78207,144.99348,69.97635934
Richmond,u,-37.9242,145.0705,69.98158379
Avondale Heights,h,-37.9075,145.05329,70
Niddrie,h,-37.732,145.0209,70
Blackburn South,h,-37.75465,144.94144,70
Hawthorn,h,-37.80574,145.18832,70
Hawthorn,h,-37.709,145.02014,70
Preston,h,-37.92628,145.24259,70.01375516
Brighton,t,-37.7503,144.911,70.02096436
South Yarra,h,-37.75405,144.82014,70.02237136
Glenroy,t,-37.8662,145.109,70.02724796
Carlton North,h,-37.68974,144.75225,70.05076142
Preston,t,-37.7903,144.9345,70.0617284
Yarraville,h,-37.7676,144.94559,70.07125891
Templestowe Lower,h,-37.9168,145.0809,70.07125891
Doncaster,h,-37.846,144.8729,70.08196721
Brunswick,u,-37.93063,145.01314,70.08264463
West Footscray,h,-37.9076,145.02043,70.09803922
Doncaster,h,-37.7005,144.9258,70.09966777
Murrumbeena,t,-37.90248,145.05943,70.09966777
Essendon,u,-37.80576,145.06979,70.10309278
Essendon,u,-37.8171,145.0934,70.11308562
Seddon,h,-37.8545,145.0145,70.12345679
Malvern East,u,-37.7497,144.8867,70.12987013
Sydenham,h,-37.78,145.1425,70.12987013
West Melbourne,h,-37.8505,145.1065,70.12987013
Bentleigh East,h,-37.7164,144.8792,70.14218009
Thornbury,h,-37.8541,145.051,70.14563107
Ascot Vale,h,-37.9695,145.0593,70.19748654
Bentleigh,h,-37.7369,144.9905,70.1986755
Beaumaris,h,-37.69477,144.75519,70.19969278
Flemington,h,-37.8182,145.096,70.20408163
Tullamarine,h,-37.69221,144.78209,70.2106319
Ormond,h,-37.8547,145.0771,70.21604938
Laverton,h,-37.9304,144.9973,70.22058824
Port Melbourne,h,-37.7663,145.0118,70.22727273
Carnegie,u,-37.7937,144.8732,70.22727273
Essendon West,h,-37.8026,144.8882,70.26022305
Prahran,u,-37.7844,144.8665,70.26022305
Fitzroy North,u,-37.7838,144.8724,70.26143791
North Melbourne,u,-37.744,144.9501,70.27027027
Melbourne,u,-37.8231,145.0744,70.27540361
Doncaster East,h,-37.823,145.0993,70.27863777
Murrumbeena,u,-37.7966,144.9016,70.28753994
Mount Waverley,h,-37.93609,145.24614,70.2970297
Ascot Vale,t,-37.9177,145.0143,70.30995106
Braybrook,h,-37.95499,145.06775,70.3196347
South Yarra,u,-37.9331,145.0586,70.3264095
Preston,h,-37.69655,144.75538,70.34795764
Ascot Vale,h,-37.90416,145.02792,70.35460993
Middle Park,h,-37.7764,144.9479,70.37037037
Brighton East,h,-37.8349,144.9266,70.37643208
Brunswick,u,-37.7674,144.9084,70.37861915
Coburg,t,-37.7145,144.77132,70.39106145
Essendon North,u,-37.91894,145.24305,70.39563438
Templestowe Lower,h,-37.7382,144.9653,70.4
Burwood,h,-37.88261,144.98467,70.40441176
Newport,h,-37.77524,145.16846,70.41284404
Coburg,h,-37.73058,144.9353,70.41522491
Coburg,h,-37.8167,145.0924,70.42735043
Bentleigh East,u,-37.7631,145.0091,70.43010753
St Kilda,h,-37.8277,144.8385,70.43314501
Essendon,h,-37.80257,144.88811,70.46979866
Cremorne,h,-37.7704,144.9504,70.46979866
Beaumaris,t,-37.7305,144.86863,70.46979866
Avondale Heights,h,-37.7981,144.7936,70.46979866
Box Hill,h,-37.89918,145.01679,70.49441786
Southbank,u,-37.74043,144.95909,70.52117264
Bentleigh East,h,-37.7662,144.9889,70.53763441
Ashwood,h,-37.75762,145.01134,70.53824363
Niddrie,t,-37.7484,144.9886,70.55084746
Murrumbeena,u,-37.72313,144.87527,70.55702918
Richmond,u,-37.759,144.9015,70.5601907
Gowanbrae,t,-37.82778,145.28958,70.57926829
Bentleigh,h,-37.8436,145.0581,70.58823529
North Melbourne,t,-37.92559,145.10804,70.58823529
Reservoir,h,-37.7695,145.0869,70.59701493
Doncaster,t,-37.9754,145.02694,70.61469265
Carnegie,u,-37.7964,144.8871,70.625
Glenroy,t,-37.7574,144.9854,70.64220183
Maidstone,h,-37.9187,145.0071,70.64676617
Kings Park,h,-37.8899,145.0704,70.65217391
Preston,h,-37.7912,144.868,70.65868263
Essendon,u,-37.75238,144.92249,70.67669173
Newport,h,-37.9153,145.0707,70.69536424
Footscray,h,-37.80389,144.88711,70.703125
Elwood,u,-37.7484,144.8907,70.70707071
Brunswick East,h,-37.7242,144.9424,70.7165109
Wantirna South,h,-37.7402,144.8591,70.71742313
Seddon,h,-37.7495,145.0092,70.73863636
Middle Park,h,-37.9286,145.0495,70.74010327
Reservoir,h,-37.7346,145.0164,70.75
Camberwell,h,-37.7283,145.0072,70.75630252
Ascot Vale,h,-37.8589,144.9883,70.78825348
Brighton,u,-37.9228,144.9996,70.79207921
Albion,t,-37.9087,145.0689,70.81081081
Flemington,h,-37.72224,144.85739,70.82785808
Templestowe Lower,h,-37.8542,145.1138,70.83333333
Newport,h,-37.92983,145.00167,70.86383602
Essendon,h,-37.92933,145.17404,70.87227414
Hughesdale,t,-37.78461,144.88474,70.87378641
Yarraville,h,-37.8195,145.1134,70.88607595
Parkville,h,-37.7537,144.9532,70.90163934
Kensington,h,-37.9205,145.0012,70.90909091
Glenroy,h,-37.71498,144.95076,70.92307692
Reservoir,h,-37.7674,145.0988,70.93023256
Bulleen,h,-37.79739,145.22125,70.93889717
Albert Park,h,-37.8633,144.88871,70.95238095
Footscray,h,-37.8204,145.0887,70.97505669
Elwood,h,-37.81669,145.28136,70.9762533
Brunswick West,h,-37.9231,145.066,70.98360656
Pascoe Vale,t,-37.9234,145.0042,70.99056604
Fairfield,t,-37.72165,144.95853,71
Coburg North,h,-37.6844,144.75595,71
Armadale,u,-37.7789,144.9952,71.0106383
Elwood,u,-37.8286,145.0686,71.01226994
Fitzroy,t,-37.7573,145.0994,71.01226994
Cheltenham,t,-37.68381,144.73331,71.02102102
Preston,h,-37.7459,144.8673,71.02272727
Box Hill,h,-37.91327,145.07917,71.02649007
Ringwood,u,-37.8975,145.0478,71.03004292
North Melbourne,u,-37.75335,145.01642,71.04700855
Footscray,u,-37.87327,145.18531,71.05263158
Richmond,h,-37.8471,144.8769,71.06382979
South Yarra,u,-37.7803,144.8415,71.10091743
Bentleigh East,h,-37.78,144.8394,71.11111111
Maribyrnong,h,-37.89184,145.06056,71.1323764
Thornbury,h,-37.7394,144.8628,71.13702624
Kensington,h,-37.90034,144.99609,71.14285714
Pascoe Vale,h,-37.7561,144.9422,71.14624506
Elwood,u,-37.89871,145.01019,71.14695341
Doncaster East,h,-37.82536,145.22228,71.14967462
Elwood,h,-37.73369,144.95599,71.15902965
Braybrook,h,-37.8023,144.8915,71.1751663
Caulfield South,h,-37.77916,144.87998,71.19437939
Gowanbrae,h,-37.89446,145.27802,71.19645495
Collingwood,h,-37.8245,145.0524,71.2
Footscray,h,-37.7282,144.9462,71.21495327
West Footscray,h,-37.75261,144.85631,71.2305026
Hampton East,h,-37.84865,145.09152,71.23076923
Maidstone,t,-37.8557,145.1285,71.24802528
Toorak,t,-37.91291,145.05996,71.25645439
Burwood,h,-37.77714,145.14903,71.25925926
Boronia,h,-37.93557,145.00463,71.26436782
Reservoir,h,-37.76113,144.99212,71.26696833
Ascot Vale,h,-37.77081,144.92074,71.26948775
Burwood,h,-37.84842,145.1816,71.2749616
Braybrook,h,-37.76588,144.99731,71.28205128
Glenroy,h,-37.7575,144.9402,71.30434783
Windsor,h,-37.8833,145.2247,71.30681818
Ashwood,h,-37.75142,144.97404,71.30977131
Reservoir,h,-37.8943,145.18588,71.31147541
Clayton,h,-37.8661,144.8973,71.31367292
Brighton East,h,-37.69618,144.74584,71.32132132
Brunswick,h,-37.69633,144.93069,71.33443163
Sunshine,h,-37.8385,144.8824,71.34238311
Hampton,u,-37.9147,145.0751,71.34502924
Melbourne,u,-37.7384,145.0058,71.34831461
Ashwood,h,-37.90403,145.08118,71.35036496
Bentleigh,h,-37.79497,145.10538,71.36706136
Yarraville,h,-37.7762,145.0027,71.37014315
Doncaster East,u,-37.74127,144.86648,71.38211382
Toorak,u,-37.86027,144.82073,71.38314785
Collingwood,u,-37.98316,145.02748,71.38461538
South Yarra,h,-37.764,144.9428,71.38810198
Toorak,u,-37.76292,144.94486,71.39037433
Croydon North,h,-37.7367,144.8246,71.40350877
South Yarra,u,-37.7917,145.0868,71.4064915
Richmond,h,-37.78647,144.81319,71.40804598
Altona North,h,-37.74483,144.97269,71.42857143
Hampton,t,-37.8128,144.8695,71.42857143
Malvern East,h,-37.90967,145.05948,71.42857143
Glenroy,h,-37.743,144.9914,71.42857143
North Melbourne,u,-37.84332,144.87718,71.42857143
Windsor,u,-37.78419,144.88517,71.4559387
St Kilda,u,-37.7307,145.0094,71.46017699
Elwood,u,-37.75358,144.98534,71.46464646
Seddon,h,-37.7545,144.97739,71.46596859
Spotswood,h,-37.7906,145.0788,71.46666667
Clifton Hill,h,-37.78353,144.87233,71.47435897
Brunswick West,h,-37.9091,145.0245,71.48058252
Pascoe Vale,h,-37.7702,144.9672,71.51515152
Brunswick West,u,-37.7207,144.9263,71.51979566
Doncaster,h,-37.8155,145.0385,71.54046997
Canterbury,h,-37.75962,144.86675,71.55688623
West Footscray,h,-37.7927,145.056,71.56398104
Malvern,u,-37.7173,144.8796,71.56862745
Williamstown,h,-37.92999,145.04932,71.57107232
Ormond,h,-37.85206,144.89318,71.57894737
Brighton,u,-37.73429,144.82178,71.58730159
Glenroy,t,-37.85639,145.23536,71.59090909
Sandringham,u,-37.734,144.9728,71.61016949
Parkville,h,-37.7903,144.8703,71.61845387
Canterbury,h,-37.84307,145.13419,71.62162162
Glenroy,t,-37.88793,145.27561,71.62673392
North Melbourne,h,-37.76786,145.11405,71.64383562
Windsor,h,-37.79017,144.83713,71.6553288
Keilor East,h,-37.78983,145.1262,71.66156983
Avondale Heights,h,-37.79561,145.16268,71.6713881
Clifton Hill,h,-37.8265,145.072,71.67755991
Glenroy,h,-37.79639,145.04595,71.68674699
Bentleigh East,h,-37.9036,145.0521,71.68784029
Bentleigh East,u,-37.7593,144.9885,71.7062635
Murrumbeena,h,-37.79613,144.86742,71.72619048
Brunswick East,u,-37.79613,144.86742,71.72619048
Braybrook,t,-37.73593,144.8101,71.7352415
Yarraville,h,-37.7835,144.8723,71.74603175
West Melbourne,u,-37.79354,144.8328,71.74887892
Hampton,h,-37.7839,145.0954,71.75463623
Burnley,h,-37.9172,144.996,71.75925926
Pascoe Vale,u,-37.76012,145.0854,71.76079734
South Kingsville,h,-37.73999,144.95141,71.76781003
Abbotsford,h,-37.8909,145.2891,71.77747626
Collingwood,u,-37.9186,145.0709,71.79930796
Seddon,h,-37.8247,145.1281,71.82080925
Brunswick West,h,-37.7143,144.77096,71.82320442
Coburg,u,-37.8541,145.0544,71.82539683
Reservoir,u,-37.9254,145.0045,71.83098592
Prahran,u,-37.6968,145.0182,71.83098592
Hillside,h,-37.78908,144.75605,71.83462532
Clifton Hill,h,-37.91692,145.25896,71.85185185
South Melbourne,h,-37.72631,144.96274,71.85741088
Brighton,h,-37.8167,145.1373,71.875
Balaclava,u,-37.80532,145.16109,71.875
Windsor,h,-37.7459,144.9159,71.8794835
Essendon,u,-37.7841,145.0953,71.89097104
Hadfield,h,-37.7841,145.0953,71.89097104
Carlton North,u,-37.7644,145.004,71.89542484
Fitzroy,u,-37.77716,145.09366,71.89631651
Moonee Ponds,h,-37.84003,145.0691,71.89728959
Brunswick West,u,-37.8675,145.0668,71.89922481
Williamstown,h,-37.77892,145.09281,71.90226876
Brunswick,t,-37.79725,145.29651,71.90839695
Coburg,u,-37.7652,145.0123,71.91011236
Ringwood,h,-37.69211,144.87562,71.91011236
Brighton East,h,-37.8839,144.9831,71.91316147
Collingwood,h,-37.7617,145.1041,71.91780822
Windsor,u,-37.7821,144.9055,71.91919192
South Melbourne,u,-37.8518,145.1278,71.91977077
Maribyrnong,h,-37.7769,144.9138,71.92028986
Coburg,t,-37.76421,144.85594,71.94492255
Altona North,h,-37.7245,144.9097,71.95767196
Blackburn North,u,-37.7447,145.1988,71.96261682
Altona North,u,-37.7803,145.0063,71.96601942
Essendon,h,-37.7682,144.9835,71.97309417
Mulgrave,u,-37.81953,145.24907,71.97452229
Sunshine,h,-37.7506,144.99,71.97696737
Port Melbourne,u,-37.79194,144.87144,72
Ashwood,h,-37.828,145.25283,72.00447928
Elwood,u,-37.90452,145.10391,72.00736648
Reservoir,u,-37.7021,145.0178,72.00854701
St Kilda,u,-37.93326,144.99995,72.01492537
Reservoir,h,-37.8485,145.1492,72.01492537
Elsternwick,u,-37.96098,145.04275,72.01767305
Windsor,u,-37.7995,144.8794,72.02380952
Footscray,u,-37.79893,145.04266,72.02970297
Templestowe Lower,h,-37.82894,144.88265,72.05128205
Moonee Ponds,t,-37.83704,145.08336,72.06068268
Burnley,u,-37.88255,145.14727,72.06790123
Richmond,h,-37.905,145.029,72.06946454
Brunswick East,h,-37.77239,145.15869,72.07100592
Aberfeldie,h,-37.8614,144.81931,72.0754717
Spotswood,t,-37.88349,144.98711,72.08029197
Kew,h,-37.7717,144.9719,72.08121827
North Melbourne,u,-37.7577,144.8892,72.09302326
Box Hill,u,-37.71106,144.89427,72.09737828
Preston,u,-37.7595,145.0241,72.11895911
Brunswick,u,-37.79105,144.87914,72.13114754
Kingsbury,u,-37.8269,145.0496,72.15777262
Murrumbeena,h,-37.8269,145.0496,72.15777262
Malvern East,t,-37.7143,144.9096,72.15909091
Ascot Vale,h,-37.9318,145.0474,72.16642755
Malvern East,h,-37.7914,144.8812,72.1719457
Preston,u,-37.9274,145.0654,72.17391304
Ferntree Gully,h,-37.7554,144.92351,72.17391304
Sunshine West,h,-37.9333,145.0602,72.18155198
Chadstone,h,-37.86434,145.25739,72.18358832
Sunshine North,h,-37.75009,144.89271,72.18844985
West Melbourne,h,-37.72803,144.94624,72.19047619
Prahran,t,-37.81231,145.1642,72.20630372
Armadale,u,-37.74011,144.95267,72.22222222
Pascoe Vale,h,-37.9078,145.04119,72.22222222
Brighton,u,-37.8051,145.14351,72.24137931
Williamstown,h,-37.7602,144.9878,72.24199288
Chadstone,h,-37.7129,145.0047,72.24409449
Northcote,h,-37.76285,144.90575,72.26277372
Yarraville,h,-37.8712,144.8107,72.27586207
Gowanbrae,t,-37.7031,144.89443,72.28177642
Glen Iris,u,-37.7111,144.9275,72.29437229
Elwood,t,-37.6983,144.9941,72.29601518
Coburg,h,-37.722,144.9922,72.29965157
St Albans,h,-37.69971,144.74623,72.30769231
Malvern,h,-37.89762,145.02297,72.33429395
Reservoir,u,-37.72747,145.00035,72.33606557
Port Melbourne,t,-37.7595,145.1176,72.34042553
Port Melbourne,h,-37.7525,144.948,72.34513274
Moonee Ponds,h,-37.7182,144.9405,72.36842105
Brighton,h,-37.7737,144.904,72.36842105
Port Melbourne,u,-37.88189,145.29148,72.38658777
Moonee Ponds,u,-37.82,145.088,72.39336493
Kensington,u,-37.75728,144.90723,72.4025974
St Kilda,u,-37.70198,144.92166,72.40829346
Preston,h,-37.9315,145.0109,72.4137931
Collingwood,u,-37.74439,144.923,72.4137931
Clayton,h,-37.75616,145.10615,72.4137931
Black Rock,u,-37.922,145.25426,72.4137931
Carnegie,u,-37.79139,144.86596,72.42206235
Hadfield,h,-37.8723,145.0387,72.43319269
Preston,u,-37.9187,145.0187,72.43460765
Bentleigh East,h,-37.93167,145.00134,72.45179063
Thornbury,u,-37.773,144.9335,72.46376812
Melbourne,u,-37.9023,145.0568,72.47097844
Bentleigh East,h,-37.7369,144.9251,72.47706422
Glenroy,h,-37.8257,145.0321,72.49190939
Beaumaris,h,-37.84823,145.26673,72.49508841
Richmond,t,-37.8669,145.077,72.49666222
Newport,h,-37.8879,144.77873,72.5
Northcote,h,-37.85143,145.23157,72.5
Brunswick West,h,-37.9289,145.0481,72.50409165
Keilor Park,h,-37.8621,145.1021,72.50639386
Essendon,u,-37.7856,145.0918,72.51114413
Melbourne,u,-37.95326,145.01779,72.51655629
Prahran,h,-37.81662,144.866,72.52252252
Ascot Vale,h,-37.8592,144.888,72.52964427
Pascoe Vale,u,-37.7755,144.9275,72.53634895
Sunshine West,h,-37.76545,144.76458,72.54174397
Reservoir,t,-37.74587,144.95445,72.54901961
Bulleen,h,-37.8984,145.26457,72.55216693
Altona,h,-37.96342,145.06516,72.56267409
West Footscray,h,-37.92594,145.0433,72.57240204
Sunshine,h,-37.9194,145.057,72.57240204
Clifton Hill,h,-37.9135,145.0189,72.57257257
Carlton North,h,-37.77044,145.02465,72.57731959
Reservoir,t,-37.78336,145.15081,72.59136213
Footscray,t,-37.7638,144.9933,72.59887006
Altona Meadows,h,-37.79755,145.17674,72.61345853
Heathmont,h,-37.72285,144.86073,72.61538462
Port Melbourne,u,-37.9207,145.0757,72.62295082
Maribyrnong,h,-37.8029,145.0267,72.63868066
Richmond,h,-37.75968,145.02305,72.64150943
Aberfeldie,h,-37.92851,145.00533,72.64957265
Bentleigh East,h,-37.7914,144.7918,72.65745008
Ascot Vale,h,-37.8922,145.2776,72.66666667
Brighton,t,-37.8092,145.10299,72.66968326
Moonee Ponds,h,-37.9027,145.0322,72.67206478
Yarraville,h,-37.81127,145.2871,72.68518519
Yarraville,h,-37.744,144.7672,72.71062271
Elwood,u,-37.7746,144.9031,72.72727273
Oak Park,h,-37.84283,145.05178,72.75985663
Richmond,u,-37.75049,145.02099,72.77882798
Balaclava,u,-37.7589,144.9368,72.77936963
Northcote,h,-37.938,145.01357,72.80966767
Glen Huntly,u,-37.9319,145.0173,72.81976744
Burwood East,h,-37.87631,144.7709,72.82157676
West Footscray,h,-37.95049,145.03915,72.82780411
