Suburb,CouncilArea,Lattitude,Longtitude,Buildingage,Pricepermeterland,Pricepermeterbuilding
Coburg,Darebin City Council,-37.746,144.9768, ,7468.35443, 
Coburg,Darebin City Council,-37.7483,144.9634,121,5843.023256,7444.444444
Collingwood,Yarra City Council,-37.8011,144.9861, ,6220.095694, 
Collingwood,Yarra City Council,-37.8001,144.9901,121,7928.571429,8880
Essendon,Moonee Valley City Council,-37.7459,144.9159,101,2370.157819,8428.571429
Essendon,Moonee Valley City Council,-37.755,144.9272,121,2922.48062,8377.777778
Essendon,Moonee Valley City Council,-37.7577,144.9267, ,2312.94964, 
Essendon,Moonee Valley City Council,-37.7552,144.9211, , ,6081.081081
Essendon,Moonee Valley City Council,-37.7469,144.9206,44,366.8639053,6888.888889
Essendon,Moonee Valley City Council,-37.7495,144.9157, ,2941.176471, 
Essendon,Moonee Valley City Council,-37.7471,144.9157, ,2691.70579, 
Essendon,Moonee Valley City Council,-37.7457,144.8912, ,3181.229773, 
Essendon,Moonee Valley City Council,-37.7478,144.912,7, , 
Essendon,Moonee Valley City Council,-37.7547,144.9239, ,5054.347826, 
Fitzroy North,Moreland City Council,-37.7904,144.9836, ,11014.49275, 
Fitzroy North,Moreland City Council,-37.7911,144.9818, ,7965.686275, 
Fitzroy North,Moreland City Council,-37.7869,144.9863, ,7514.705882, 
Footscray,Maribyrnong City Council,-37.7953,144.8957, ,473.0617608, 
Footscray,Maribyrnong City Council,-37.7971,144.8883, , , 
Footscray,Maribyrnong City Council,-37.7947,144.8871, ,3957.142857, 
Glenroy,Moreland City Council,-37.702,144.9173,71,1296.625222, 
Glenroy,Moreland City Council,-37.709,144.9368, ,1283.475783, 
Glenroy,Moreland City Council,-37.6957,144.9231, ,954.0059347, 
Glenroy,Moreland City Council,-37.6979,144.941,8,2841.409692,4243.421053
Glenroy,Moreland City Council,-37.7047,144.9087,20,2306.20155,4172.510519
Hadfield,Moreland City Council,-37.706,144.9467,61,1223.140496,5103.448276
Hampton,Bayside City Council,-37.9436,145.0169,13,3654.97076,7886.435331
Hampton,Bayside City Council,-37.9427,145.0052,51,4889.705882, 
Hampton,Bayside City Council,-37.9449,145.02, ,2553.191489, 
Hughesdale,Monash City Council,-37.8938,145.0785, ,3151.079137, 
Hughesdale,Monash City Council,-37.9021,145.0837,125,2532.299742, 
Keilor East,Brimbank City Council,-37.7466,144.8707, ,1381.818182, 
Keilor East,Brimbank City Council,-37.7426,144.868, ,3325.892857, 
Kingsville,Maribyrnong City Council,-37.8105,144.8803,61,3789.308176,8310.344828
Maidstone,Maribyrnong City Council,-37.7887,144.8828, ,3106.796117, 
Maidstone,Maribyrnong City Council,-37.7794,144.872,9,243.9899534, 
Maidstone,Maribyrnong City Council,-37.7825,144.8833, ,2788.461538, 
Maidstone,Maribyrnong City Council,-37.7835,144.8723,31,1500,5308.988764
Malvern East,Stonnington City Council,-37.8718,145.0526,51,4675.675676,12232.32323
Malvern East,Stonnington City Council,-37.8806,145.0831,14,6000,7752.808989
Malvern East,Stonnington City Council,-37.8792,145.0869,13,4513.571053,10719.73125
Malvern East,Stonnington City Council,-37.873,145.0664, ,5510.948905,6682.007257
Moonee Ponds,Moonee Valley City Council,-37.7619,144.9083, ,2615.469613, 
Moonee Ponds,Moonee Valley City Council,-37.7641,144.9073,121,3566.176471,11411.76471
Moonee Ponds,Moonee Valley City Council,-37.7616,144.9284,26,4632.034632,8230.769231
Murrumbeena,Glen Eira City Council,-37.9025,145.066, , , 
Newport,Hobsons Bay City Council,-37.8496,144.8868, ,4476.190476, 
Newport,Hobsons Bay City Council,-37.8497,144.8903, ,2733.118971, 
Niddrie,Moonee Valley City Council,-37.7343,144.8824,8,3053.892216,7391.304348
Niddrie,Moonee Valley City Council,-37.7355,144.8874,6,457.7464789,5603.448276
Northcote,Darebin City Council,-37.7767,144.9924, ,5820.10582, 
Northcote,Darebin City Council,-37.7744,145.0077, ,3917.274939, 
Northcote,Darebin City Council,-37.7681,145.0119, ,2975.460123, 
Northcote,Darebin City Council,-37.7806,145.0097, ,5606.936416, 
Oak Park,Moreland City Council,-37.719,144.9254, ,1553.323029, 
Oak Park,Moreland City Council,-37.7149,144.9153, ,2857.142857, 
Oak Park,Moreland City Council,-37.7206,144.9194, ,1865.714286, 
Oakleigh,Monash City Council,-37.9067,145.0921, ,2630.350195, 
Ormond,Glen Eira City Council,-37.9084,145.0532,21,4538.216561,7539.68254
Parkville,Melbourne City Council,-37.7961,144.9538,131,15500,23250
Pascoe Vale,Moreland City Council,-37.7302,144.9357, ,2364.40678, 
Pascoe Vale,Moreland City Council,-37.7216,144.9292,33,3190.298507,5700
Pascoe Vale,Moreland City Council,-37.7177,144.9328,12,3971.631206,5957.446809
Prahran,Stonnington City Council,-37.8597,145.0093, ,602.0942408, 
Prahran,Stonnington City Council,-37.8538,145.0088,51, ,10677.9661
Prahran,Stonnington City Council,-37.8508,144.9874,56,83.33333333,7873.563218
Prahran,Stonnington City Council,-37.8489,144.9903, ,1189.979123, 
Preston,Darebin City Council,-37.7373,144.9864,71,1602.564103,6896.551724
Preston,Darebin City Council,-37.7336,145.0168, ,1894.934334, 
Preston,Darebin City Council,-37.7489,144.9861,86,1996.402878, 
Preston,Darebin City Council,-37.7356,145.0087, ,1975.308642, 
Reservoir,Darebin City Council,-37.7199,145.0091, ,3044.554455, 
Reservoir,Darebin City Council,-37.7196,145.0092, ,3768.518519, 
Reservoir,Darebin City Council,-37.7205,145.0165, ,1464.566929, 
Reservoir,Darebin City Council,-37.7218,145.0231, ,2883.268482,6175
Reservoir,Darebin City Council,-37.7091,145.0259,41,3712.871287,5597.014925
Reservoir,Darebin City Council,-37.6947,144.9851, ,1308.59375, 
Richmond,Yarra City Council,-37.8108,144.9955, ,7747.747748, 
Richmond,Yarra City Council,-37.8221,144.9988,11, ,10520
Richmond,Yarra City Council,-37.8213,144.9948,10,13043.47826,14705.88235
Seddon,Maribyrnong City Council,-37.8052,144.8879, ,4357.429719, 
Seddon,Maribyrnong City Council,-37.8053,144.8967, ,4131.707317, 
Seddon,Maribyrnong City Council,-37.8046,144.891, ,6767.241379, 
South Melbourne,Port Phillip City Council,-37.837,144.9585, ,8811.881188, 
South Yarra,Melbourne City Council,-37.8366,144.9882, ,11739.86486, 
South Yarra,Melbourne City Council,-37.8433,145.0024,141,8221.153846,11793.10345
South Yarra,Melbourne City Council,-37.8471,145.0019, ,2996.478873, 
South Yarra,Melbourne City Council,-37.8428,144.9877, ,10099.50249, 
St Kilda,Port Phillip City Council,-37.859,144.9816, , , 
Strathmore,Moonee Valley City Council,-37.7296,144.9225,81,1523.7366, 
Strathmore,Moonee Valley City Council,-37.7253,144.9146, ,1638.176638, 
Templestowe Lower,Manningham City Council,-37.7685,145.1026, ,1801.526718, 
Thornbury,Darebin City Council,-37.7549,144.9979,61, ,10169.49153
Thornbury,Darebin City Council,-37.7544,144.998,103,3856.733524,10353.84615
Thornbury,Darebin City Council,-37.7575,145.0128, ,2965.879265, 
Thornbury,Darebin City Council,-37.7638,145.0182,71,2466.15087,11086.95652
Thornbury,Darebin City Council,-37.7622,145.0074, ,2684.563758, 
West Footscray,Maribyrnong City Council,-37.7963,144.8801, ,4128.440367, 
West Footscray,Maribyrnong City Council,-37.8062,144.8665,51,251.1803588,4092.307692
West Footscray,Maribyrnong City Council,-37.7916,144.8715, ,2243.243243, 
West Footscray,Maribyrnong City Council,-37.7903,144.8703,76,2214.46384,7802.477814
West Footscray,Maribyrnong City Council,-37.7961,144.8815, ,3151.515152, 
Williamstown,Hobsons Bay City Council,-37.8546,144.8883, ,5343.75, 
Yarraville,Maribyrnong City Council,-37.8184,144.872, ,2206.823028, 
Yarraville,Maribyrnong City Council,-37.8181,144.8882, ,3521.8509, 
Yarraville,Maribyrnong City Council,-37.8122,144.8671,61,2138.157895,8024.691358
Yarraville,Maribyrnong City Council,-37.812,144.8865, ,3886.255924, 
Yarraville,Maribyrnong City Council,-37.8227,144.8955,41,1923.076923,5952.380952
Yarraville,Maribyrnong City Council,-37.8167,144.8936, , , 
Yarraville,Maribyrnong City Council,-37.8212,144.8937,91,2740.112994,7185.185185
Abbotsford,Yarra City Council,-37.8055,144.9961,8, ,10116.27907
Albion,Brimbank City Council,-37.7849,144.8272,51,170.212766,5714.285714
Albion,Brimbank City Council,-37.7765,144.8123, ,1135.283364,4435.714286
Albion,Brimbank City Council,-37.7815,144.8128,21,3314.917127,4651.162791
Altona,Hobsons Bay City Council,-37.8718,144.819, ,3157.894737, 
Carlton,Melbourne City Council,-37.7947,144.9724,161, ,10666.66667
East Melbourne,Melbourne City Council,-37.8133,144.9865,51,13113.49693, 
Elsternwick,Glen Eira City Council,-37.892,145.0103,109,4419.134396, 
Elwood,Port Phillip City Council,-37.8753,144.9902,61, , 
Elwood,Port Phillip City Council,-37.8772,144.9904,121,4198.895028,11014.49275
Elwood,Port Phillip City Council,-37.8777,144.9915,111,5701.754386, 
Elwood,Port Phillip City Council,-37.8857,144.9884,20, ,8695.652174
Elwood,Port Phillip City Council,-37.8777,144.9891,61, ,6578.947368
Essendon North,Moonee Valley City Council,-37.7417,144.9079, ,4628.571429, 
Fitzroy,Yarra City Council,-37.7959,144.9802,21,12068.96552, 
Fitzroy,Yarra City Council,-37.8065,144.9781,15,1846.796657, 
Kensington,Melbourne City Council,-37.7989,144.9275, ,7161.290323, 
Kensington,Melbourne City Council,-37.791,144.9323,24,9362.244898,9084.158416
Kensington,Melbourne City Council,-37.7956,144.935,9,341.9203747, 
Kensington,Melbourne City Council,-37.7898,144.9276, ,7176.99115, 
Kensington,Melbourne City Council,-37.7973,144.9208, ,6611.111111, 
Middle Park,Port Phillip City Council,-37.8471,144.9595, ,17875, 
North Melbourne,Melbourne City Council,-37.8029,144.9459,53,7500,15631.57895
South Kingsville,Hobsons Bay City Council,-37.8303,144.8679, ,1487.294469, 
South Kingsville,Hobsons Bay City Council,-37.8289,144.8718, ,1804.195804, 
Toorak,Stonnington City Council,-37.8445,145.0124,71,10714.28571, 
Toorak,Stonnington City Council,-37.845,145.0134, ,4417.177914, 
Toorak,Stonnington City Council,-37.8432,145.0137,51, , 
Essendon West,Moonee Valley City Council,-37.7523,144.8862, ,8877.55102, 
West Melbourne,Melbourne City Council,-37.8094,144.9452,11, ,7792.307692
West Melbourne,Melbourne City Council,-37.8098,144.9448, ,1801.538462, 
Travancore,Moonee Valley City Council,-37.7847,144.9383,11, ,7058.823529
Abbotsford,Yarra City Council,-37.80206,145.00015,51, ,13289.47368
Abbotsford,Yarra City Council,-37.8023,144.99615,61,5194.444444,13886.13861
Aberfeldie,Moonee Valley City Council,-37.76181,144.89327,11,5215.439856,7980.769231
Airport West,Moonee Valley City Council,-37.71811,144.87693,71,1737.967914,6770.833333
Airport West,Moonee Valley City Council,-37.71917,144.87819,10,2853.333333,4037.735849
Albert Park,Port Phillip City Council,-37.84587,144.94828,131,10100.67114,13807.33945
Albert Park,Port Phillip City Council,-37.84431,144.95532, ,10215.05376, 
Albion,Brimbank City Council,-37.77976,144.81559,8,2429.149798,4724.409449
Altona,Hobsons Bay City Council,-37.8732,144.81331, ,1386.271871, 
Altona,Hobsons Bay City Council,-37.86715,144.80612,61,1747.826087,8973.214286
Armadale,Stonnington City Council,-37.85549,145.0163,54,373.7465816,6507.936508
Armadale,Stonnington City Council,-37.85963,145.02077, ,653.3776301, 
Armadale,Stonnington City Council,-37.85862,145.01676,69,5316.091954, 
Ascot Vale,Moonee Valley City Council,-37.77727,144.92655,106,5953.307393,9444.444444
Ascot Vale,Moonee Valley City Council,-37.77391,144.92151,111,3986.175115, 
Ascot Vale,Moonee Valley City Council,-37.7801,144.90976, ,2420.4947, 
Ascot Vale,Moonee Valley City Council,-37.77549,144.90865,21,4259.84252,9016.666667
Avondale Heights,Moonee Valley City Council,-37.76272,144.85569,61,1457.242583, 
Bayswater,Knox City Council,-37.854,145.2565,46,921.5686275,5000
Beaumaris,Bayside City Council,-37.99035,145.03839,7,3125,6918.238994
Bentleigh,Glen Eira City Council,-37.9336,145.04509,51, ,6176.470588
Bentleigh,Glen Eira City Council,-37.91655,145.02448,101,2452.736318,9993.243243
Bentleigh,Glen Eira City Council,-37.91916,145.04986, ,3130.548303, 
Bentleigh,Glen Eira City Council,-37.91389,145.02804,71,2423.698384, 
Bentleigh East,Glen Eira City Council,-37.92188,145.07266, ,3423.076923, 
Bentleigh East,Glen Eira City Council,-37.9143,145.06582,18,2704.248366,4559.22865
Bentleigh East,Glen Eira City Council,-37.91068,145.06802,71,2328.990228,7258.883249
Bentleigh East,Glen Eira City Council,-37.91425,145.08376, ,4244.444444, 
Black Rock,Bayside City Council,-37.97359,145.0214,41,3292.682927,7500
Black Rock,Bayside City Council,-37.97363,145.02302, ,3921.383648, 
Blackburn South,Whitehorse City Council,-37.83998,145.15198, ,1635.890767, 
Brighton,Bayside City Council,-37.89168,144.99162, , , 
Brighton,Bayside City Council,-37.88623,144.99858, ,3530.612245, 
Brighton,Bayside City Council,-37.9146,145.00535, ,4016.18929, 
Brighton,Bayside City Council,-37.92465,144.9992, ,6394.101877, 
Brighton,Bayside City Council,-37.90899,145.00046, , , 
Brighton East,Bayside City Council,-37.92988,145.01085,9,4129.245283,8710.447761
Brighton East,Bayside City Council,-37.92173,145.01436, ,3885.135135, 
Brighton East,Bayside City Council,-37.91684,145.01727,73,2648.514851,9846.625767
Brighton East,Bayside City Council,-37.91704,145.01846,36,1909.594096,15923.07692
Brooklyn,Brimbank City Council,-37.82017,144.84904,11,2717.213115,5139.534884
Brunswick,Moreland City Council,-37.77111,144.96427,131,3510.204082,8113.207547
Brunswick,Moreland City Council,-37.7744,144.96753, ,4312.320917, 
Brunswick,Moreland City Council,-37.77494,144.9697, ,8500, 
Brunswick,Moreland City Council,-37.77047,144.97005, ,2915.71754, 
Brunswick,Moreland City Council,-37.76162,144.9608, , , 
Brunswick,Moreland City Council,-37.77501,144.95117,26,2659.352142,7953.125
Brunswick,Moreland City Council,-37.76491,144.95253,101,3503.740648,8413.173653
Brunswick,Moreland City Council,-37.75867,144.95679,51,6666.666667,8846.153846
Brunswick East,Moreland City Council,-37.76262,144.97733,101,2847.058824,8642.857143
Brunswick East,Moreland City Council,-37.77742,144.97388, ,7857.142857, 
Brunswick West,Moreland City Council,-37.75416,144.94491, ,2685.950413, 
Brunswick West,Moreland City Council,-37.75948,144.94758,51,8518.518519,7666.666667
Brunswick West,Moreland City Council,-37.75953,144.94094,46,6417.073171, 
Brunswick West,Moreland City Council,-37.77242,144.94458,81,2437.641723,5321.782178
Bulleen,Manningham City Council,-37.76048,145.08476,10,5026.455026, 
Bulleen,Manningham City Council,-37.75981,145.08599,22,2168.874172, 
Burnley,Yarra City Council,-37.82921,145.00826,7,19758.06452,11204.26829
Burwood,Monash City Council,-37.85049,145.11687, ,2681.114551, 
Burwood,Monash City Council,-37.85475,145.12321, ,2150.085763, 
Burwood,Monash City Council,-37.85103,145.11232,71,2146.405229,11246.57534
Burwood,Monash City Council,-37.84743,145.09657, ,4729.72973, 
Burwood East,Whitehorse City Council,-37.85473,145.1521,22,2549.019608,5652.173913
Cairnlea,Brimbank City Council,-37.76203,144.77764, ,1210.084034, 
Carlton,Melbourne City Council,-37.80279,144.96442,13, , 
Carlton North,Melbourne City Council,-37.78026,144.97554, ,7537.037037, 
Carnegie,Glen Eira City Council,-37.89622,145.06032,13, ,8540.983607
Carnegie,Glen Eira City Council,-37.90262,145.05709,81,2334.943639,8682.634731
Caulfield,Glen Eira City Council,-37.88524,145.02398, ,948.4193012,8769.230769
Caulfield East,Glen Eira City Council,-37.88299,145.04711,61,152.9831719, 
Caulfield North,Glen Eira City Council,-37.86906,145.01986,121,4617.263844,13762.13592
Caulfield South,Glen Eira City Council,-37.89694,145.02176, ,2654.109589, 
Chadstone,Monash City Council,-37.88321,145.09594,51,568.5618729,7727.272727
Cheltenham,Bayside City Council,-37.95746,145.06706, ,1898.496241, 
Cheltenham,Bayside City Council,-37.95745,145.07219,49,557.5139147,6393.617021
Cheltenham,Bayside City Council,-37.96911,145.07271,71,1960.616438,10223.21429
Cheltenham,Bayside City Council,-37.95342,145.06026, ,2157.142857, 
Clayton,Monash City Council,-37.92374,145.13222,51,1414.965986,8000
Clifton Hill,Yarra City Council,-37.78992,144.99845,121,7604.166667,17176.47059
Clifton Hill,Yarra City Council,-37.78745,145.00061,53, , 
Coburg,Darebin City Council,-37.7532,144.97114, ,2563.492063, 
Coburg,Darebin City Council,-37.75236,144.97587, ,2128.90625, 
Coburg North,Darebin City Council,-37.72361,144.9837,61,1277.695716,7863.636364
Coburg North,Darebin City Council,-37.72037,144.97023, ,3671.328671,5147.058824
Collingwood,Yarra City Council,-37.80298,144.98894,141,7881.944444,14187.5
Collingwood,Yarra City Council,-37.79812,144.98873,131,6474.820144,11538.46154
Cremorne,Yarra City Council,-37.83011,144.99044,14, ,7600
Cremorne,Yarra City Council,-37.82653,144.98945,121,8083.870968, 
Croydon,Maroondah City Council,-37.79079,145.30208, ,819.112628, 
Croydon,Maroondah City Council,-37.79318,145.25811,61,1400,4083.333333
Croydon Hills,Maroondah City Council,-37.78021,145.26367,36,1238.030096,5084.269663
Croydon North,Maroondah City Council,-37.77595,145.28383,71,486.3133372,5457.51634
Croydon South,Maroondah City Council,-37.81263,145.27588, ,924.8554913, 
Deer Park,Brimbank City Council,-37.7613,144.75988, ,634.9431818, 
Deer Park,Brimbank City Council,-37.7572,144.76093, ,1073.446328, 
Derrimut,Brimbank City Council,-37.78774,144.76019,11,1155.30303,2904.761905
Doncaster,Manningham City Council,-37.78198,145.11877, ,2419.161677, 
Doncaster,Manningham City Council,-37.79094,145.11335, ,1674.565561, 
Doncaster,Manningham City Council,-37.79197,145.14257, ,1705.3206, 
Doncaster East,Manningham City Council,-37.79979,145.15665,11,4466.666667,6133.802817
Doncaster East,Manningham City Council,-37.78541,145.15493,61,2087.769784,11117.07018
Doncaster East,Manningham City Council,-37.78496,145.14659,55,2117.737003,9295.302013
Doncaster East,Manningham City Council,-37.79408,145.16352,14,3383.084577,6800
Donvale,Manningham City Council,-37.78182,145.1903, ,642.6293844, 
Elsternwick,Glen Eira City Council,-37.89507,145.00477, ,3464.052288, 
Elsternwick,Glen Eira City Council,-37.89359,145.01267, ,4191.489362, 
